# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Wed Apr 17 12:15:03 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.01 -0.17553 8.75000 1.1804348230 2.5041507086    1.180  0.332  3.8163  4.395    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-13      0.00 7.322e-01 2.580e-01 1.726e-03 4.716e-04 4.285e-03 -1.000 9.752e-03 3.941 3.832 4.051 3.462
0.01 -0.17553 8.75000 1.2282608747 2.5106817348    1.228  0.416  3.8255  4.365    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-13      0.00 7.325e-01 2.578e-01 1.725e-03 4.713e-04 4.283e-03 -1.000 9.770e-03 3.729 3.622 3.826 3.273
0.01 -0.17553 8.75000 1.2382407188 2.5119715998    1.238  0.433  3.8275  4.359    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-13      0.00 7.324e-01 2.578e-01 1.725e-03 4.714e-04 4.283e-03 -1.000 9.775e-03 3.687 3.580 3.781 3.236
0.01 -0.17553 8.75000 1.2760869265 2.5166529946    1.276  0.497  3.8350  4.339    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-13      0.00 7.323e-01 2.579e-01 1.726e-03 4.715e-04 4.285e-03 -1.000 9.787e-03 3.529 3.424 3.612 3.096
0.01 -0.17553 8.75000 1.3239130974 2.5221308625    1.324  0.573  3.8450  4.319    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-13      0.00 7.323e-01 2.580e-01 1.726e-03 4.715e-04 4.285e-03 -1.000 9.750e-03 3.337 3.234 3.407 2.931
0.01 -0.17553 8.75000 1.3717391491 2.5271717768    1.372  0.647  3.8564  4.306    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.326e-01 2.577e-01 1.724e-03 4.711e-04 4.281e-03 -1.000 9.721e-03 3.153 3.055 3.210 2.778
0.01 -0.17553 8.75000 1.4195654392 2.5318241024    1.419  0.717  3.8692  4.302    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-13      0.00 7.328e-01 2.575e-01 1.723e-03 4.707e-04 4.278e-03 -1.000 9.751e-03 2.978 2.886 3.021 2.640
0.01 -0.17553 8.75000 1.4673912525 2.5361293612    1.467  0.785  3.8827  4.303    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-13      0.00 7.331e-01 2.572e-01 1.721e-03 4.704e-04 4.275e-03 -1.000 9.765e-03 2.809 2.725 2.840 2.512
0.01 -0.17553 8.75000 1.5152173042 2.5401235918    1.515  0.850  3.8956  4.302    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-13      0.00 7.333e-01 2.570e-01 1.720e-03 4.701e-04 4.272e-03 -1.000 9.723e-03 2.644 2.571 2.668 2.390
0.01 -0.17553 8.75000 1.5301381350 2.5413111025    1.530  0.870  3.8993  4.302    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-13      0.00 7.334e-01 2.569e-01 1.720e-03 4.700e-04 4.271e-03 -1.000 9.726e-03 2.595 2.525 2.616 2.353
0.01 -0.17553 8.75000 1.5630435944 2.5438380508    1.563  0.913  3.9072  4.299    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-13      0.00 7.335e-01 2.568e-01 1.719e-03 4.698e-04 4.270e-03 -1.000 9.727e-03 2.487 2.426 2.506 2.275
0.01 -0.17553 8.75000 1.6025099754 2.5467119875    1.602  0.963  3.9156  4.294    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.63e-14      0.00 7.336e-01 2.567e-01 1.718e-03 4.696e-04 4.268e-03 -1.000 9.694e-03 2.362 2.312 2.381 2.182
0.01 -0.17553 8.75000 1.6108696461 2.5472999897    1.610  0.974  3.9173  4.292    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.17e-14      0.00 7.337e-01 2.566e-01 1.718e-03 4.696e-04 4.268e-03 -1.000 9.690e-03 2.336 2.288 2.355 2.163
0.01 -0.17553 8.75000 1.6387140751 2.5492088476    1.638  1.008  3.9226  4.287    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-15      0.00 7.338e-01 2.566e-01 1.718e-03 4.695e-04 4.267e-03 -1.000 9.679e-03 2.251 2.212 2.271 2.100
0.01 -0.17553 8.75000 1.6586956978 2.5505333475    1.658  1.032  3.9262  4.283    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.55e-17      0.00 7.338e-01 2.565e-01 1.718e-03 4.694e-04 4.266e-03 -1.000 9.664e-03 2.190 2.157 2.212 2.054
0.01 -0.17553 8.75000 1.6930692196 2.5527279273    1.692  1.073  3.9322  4.274    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.06e-27      0.00 7.339e-01 2.564e-01 1.717e-03 4.693e-04 4.265e-03 -1.000 9.690e-03 2.088 2.067 2.114 1.979
0.01 -0.17553 8.75000 1.7065217495 2.5535591741    1.706  1.089  3.9344  4.271    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.339e-01 2.564e-01 1.717e-03 4.693e-04 4.265e-03 -1.000 9.705e-03 2.048 2.033 2.077 1.949
0.01 -0.17553 8.75000 1.7543478012 2.5563960618    1.753  1.144  3.9418  4.257    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.339e-01 2.564e-01 1.717e-03 4.692e-04 4.264e-03 -1.000 9.685e-03 1.910 1.912 1.948 1.845
0.01 -0.17553 8.75000 1.7604054213 2.5567427542    1.759  1.151  3.9427  4.255    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.564e-01 1.717e-03 4.692e-04 4.264e-03 -1.000 9.680e-03 1.892 1.897 1.932 1.832
0.01 -0.17553 8.75000 1.8021739721 2.5590604967    1.801  1.199  3.9486  4.241    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.692e-04 4.265e-03 -1.000 9.700e-03 1.773 1.795 1.823 1.741
0.01 -0.17553 8.75000 1.8137191534 2.5596795232    1.813  1.212  3.9502  4.237    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.692e-04 4.264e-03 -1.000 9.700e-03 1.741 1.767 1.794 1.716
0.01 -0.17553 8.75000 1.8500000238 2.5615671203    1.849  1.253  3.9548  4.224    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.692e-04 4.264e-03 -1.000 9.700e-03 1.639 1.680 1.702 1.637
0.01 -0.17553 8.75000 1.8608288765 2.5621141397    1.860  1.265  3.9562  4.220    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.692e-04 4.264e-03 -1.000 9.700e-03 1.608 1.654 1.675 1.614
0.01 -0.17553 8.75000 1.8981708288 2.5639455417    1.897  1.306  3.9608  4.205    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.691e-04 4.264e-03 -1.000 9.700e-03 1.504 1.566 1.583 1.533
0.01 -0.17553 8.75000 1.9417989254 2.5659829683    1.941  1.354  3.9656  4.186    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.691e-04 4.264e-03 -1.000 9.692e-03 1.384 1.463 1.476 1.438
0.01 -0.17553 8.75000 1.9463415146 2.5661890771    1.946  1.359  3.9661  4.184    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.691e-04 4.264e-03 -1.000 9.685e-03 1.372 1.452 1.464 1.428
0.01 -0.17553 8.75000 1.9945122004 2.5683084429    1.995  1.413  3.9704  4.159    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.692e-04 4.264e-03 -1.000 9.695e-03 1.238 1.335 1.343 1.318
0.01 -0.17553 8.75000 2.0100319386 2.5689664329    2.010  1.430  3.9717  4.150    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.340e-01 2.563e-01 1.717e-03 4.692e-04 4.264e-03 -1.000 9.696e-03 1.196 1.297 1.305 1.283
0.01 -0.17553 8.75000 2.0426828861 2.5703132675    2.042  1.465  3.9742  4.132    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.339e-01 2.564e-01 1.717e-03 4.695e-04 4.264e-03 -1.000 9.695e-03 1.107 1.218 1.224 1.207
0.01 -0.17553 8.75000 2.0530536175 2.5707307594    2.052  1.477  3.9750  4.125    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.339e-01 2.564e-01 1.717e-03 4.695e-04 4.265e-03 -1.000 9.705e-03 1.079 1.193 1.198 1.183
0.01 -0.17553 8.75000 2.0908539295 2.5722122425    2.090  1.518  3.9772  4.102    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.338e-01 2.565e-01 1.718e-03 4.695e-04 4.266e-03 -1.000 9.712e-03 0.976 1.099 1.103 1.093
0.01 -0.17553 8.75000 2.1033811569 2.5726897247    2.102  1.531  3.9779  4.093    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.338e-01 2.565e-01 1.718e-03 4.695e-04 4.266e-03 -1.000 9.701e-03 0.942 1.068 1.071 1.063
0.01 -0.17553 8.75000 2.1390244961 2.5740131757    2.138  1.570  3.9792  4.067    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.338e-01 2.565e-01 1.718e-03 4.695e-04 4.267e-03 -1.000 9.700e-03 0.846 0.977 0.978 0.973
0.01 -0.17553 8.75000 2.1615262032 2.5748228752    2.160  1.594  3.9798  4.049    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.337e-01 2.566e-01 1.718e-03 4.696e-04 4.268e-03 -1.000 9.700e-03 0.785 0.918 0.918 0.916
0.01 -0.17553 8.75000 2.1871953011 2.5757231950    2.186  1.622  3.9799  4.027    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.337e-01 2.566e-01 1.718e-03 4.697e-04 4.268e-03 -1.000 9.700e-03 0.714 0.848 0.848 0.846
0.01 -0.17553 8.75000 2.1929516792 2.5759217702    2.191  1.629  3.9800  4.022    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.336e-01 2.567e-01 1.718e-03 4.697e-04 4.268e-03 -1.000 9.703e-03 0.699 0.832 0.832 0.831
0.01 -0.17553 8.75000 2.2353658676 2.5773487281    2.234  1.675  3.9793  3.981    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.336e-01 2.567e-01 1.719e-03 4.699e-04 4.270e-03 -1.000 9.701e-03 0.583 0.713 0.713 0.712
0.01 -0.17553 8.75000 2.2364404202 2.5773840721    2.235  1.676  3.9793  3.980    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.336e-01 2.567e-01 1.719e-03 4.699e-04 4.270e-03 -1.000 9.701e-03 0.580 0.710 0.710 0.709
0.01 -0.17553 8.75000 2.2739815712 2.5785947953    2.272  1.716  3.9775  3.940    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.335e-01 2.568e-01 1.720e-03 4.699e-04 4.271e-03 -1.000 9.717e-03 0.479 0.602 0.603 0.599
0.01 -0.17553 8.75000 2.3114397526 2.5797578759    2.310  1.757  3.9739  3.892    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.334e-01 2.569e-01 1.720e-03 4.701e-04 4.272e-03 -1.000 9.712e-03 0.378 0.485 0.488 0.478
0.01 -0.17553 8.75000 2.3317074776 2.5803693043    2.330  1.779  3.9713  3.864    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.333e-01 2.570e-01 1.721e-03 4.702e-04 4.273e-03 -1.000 9.717e-03 0.323 0.419 0.424 0.410
0.01 -0.17553 8.75000 2.3385140896 2.5805719114    2.337  1.786  3.9705  3.854    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.331e-01 2.572e-01 1.722e-03 4.705e-04 4.276e-03 -1.000 9.724e-03 0.305 0.398 0.403 0.387
0.01 -0.17553 8.75000 2.3746922016 2.5816264177    2.373  1.824  3.9647  3.800    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.320e-01 2.583e-01 1.728e-03 4.720e-04 4.289e-03 -1.000 9.755e-03 0.210 0.280 0.289 0.262
0.01 -0.17553 8.75000 2.4028890133 2.5824230158    2.401  1.854  3.9581  3.749    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.311e-01 2.591e-01 1.732e-03 4.732e-04 4.300e-03 -1.000 9.771e-03 0.136 0.181 0.194 0.155
0.01 -0.17553 8.75000 2.4266529083 2.5830778721    2.425  1.878  3.9510  3.700    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.303e-01 2.599e-01 1.736e-03 4.743e-04 4.310e-03 -1.000 9.793e-03 0.074 0.093 0.111 0.057
0.01 -0.17553 8.75000 2.4492123127 2.5836860340    2.447  1.902  3.9434  3.650    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.296e-01 2.606e-01 1.740e-03 4.754e-04 4.319e-03 -1.000 9.799e-03 0.015 0.009 0.033 -0.038
0.01 -0.17553 8.75000 2.4697988033 2.5842298748    2.468  1.923  3.9350  3.599    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.289e-01 2.613e-01 1.744e-03 4.763e-04 4.328e-03 -1.000 9.820e-03 -0.039 -0.070 -0.039 -0.131
0.01 -0.17553 8.75000 2.4875771999 2.5846912126    2.485  1.944  3.9275  3.552    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.283e-01 2.619e-01 1.747e-03 4.772e-04 4.335e-03 -1.000 9.858e-03 -0.089 -0.140 -0.102 -0.215
0.01 -0.17553 8.75000 2.5052807331 2.5851431335    2.503  1.968  3.9226  3.511    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.277e-01 2.625e-01 1.751e-03 4.780e-04 4.343e-03 -1.000 9.869e-03 -0.150 -0.212 -0.170 -0.296
0.01 -0.17553 8.75000 2.5119326115 2.5853110449    2.510  1.986  3.9282  3.516    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.627e-01 1.752e-03 4.783e-04 4.346e-03 -1.000 9.878e-03 -0.195 -0.246 -0.209 -0.318
0.01 -0.17553 8.75000 2.5164415836 2.5854242832    2.514  2.006  3.9374  3.535    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.628e-01 1.752e-03 4.786e-04 4.348e-03 -1.000 9.914e-03 -0.244 -0.270 -0.242 -0.325
0.01 -0.17553 8.75000 2.5182042122 2.5854684230    2.516  2.022  3.9476  3.559    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.629e-01 1.753e-03 4.787e-04 4.349e-03 -1.000 9.918e-03 -0.286 -0.280 -0.261 -0.318
0.01 -0.17553 8.75000 2.5190606117 2.5854898434    2.517  2.038  3.9573  3.582    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.629e-01 1.753e-03 4.787e-04 4.349e-03 -1.000 9.919e-03 -0.326 -0.286 -0.275 -0.310
0.01 -0.17553 8.75000 2.5195605755 2.5855023408    2.517  2.056  3.9670  3.603    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.629e-01 1.753e-03 4.787e-04 4.349e-03 -1.000 9.920e-03 -0.370 -0.293 -0.288 -0.304
0.01 -0.17553 8.75000 2.5198738575 2.5855101689    2.518  2.076  3.9768  3.622    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.629e-01 1.753e-03 4.788e-04 4.349e-03 -1.000 9.920e-03 -0.421 -0.304 -0.305 -0.303
0.01 -0.17553 8.75000 2.5200896263 2.5855155591    2.518  2.095  3.9852  3.637    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.920e-03 -0.467 -0.314 -0.320 -0.304
0.01 -0.17553 8.75000 2.5202064514 2.5855184771    2.518  2.104  3.9896  3.646    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.920e-03 -0.489 -0.317 -0.325 -0.302
0.01 -0.17553 8.75000 2.5202867985 2.5855204838    2.518  2.080  3.9840  3.647    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.920e-03 -0.429 -0.281 -0.287 -0.273
0.01 -0.17553 8.75000 2.5203621387 2.5855223653    2.518  2.056  3.9763  3.640    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.921e-03 -0.370 -0.255 -0.256 -0.255
0.01 -0.17553 8.75000 2.5204317570 2.5855241038    2.518  2.042  3.9676  3.619    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.921e-03 -0.335 -0.256 -0.251 -0.267
0.01 -0.17553 8.75000 2.5205252171 2.5855264375    2.518  2.038  3.9562  3.578    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.921e-03 -0.325 -0.289 -0.277 -0.315
0.01 -0.17553 8.75000 2.5206344128 2.5855291639    2.518  2.046  3.9446  3.524    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.921e-03 -0.344 -0.349 -0.328 -0.391
0.01 -0.17553 8.75000 2.5207610130 2.5855323245    2.518  2.056  3.9329  3.466    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.921e-03 -0.370 -0.410 -0.379 -0.472
0.01 -0.17553 8.75000 2.5209014416 2.5855358299    2.519  2.064  3.9211  3.412    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.921e-03 -0.390 -0.458 -0.415 -0.542
0.01 -0.17553 8.75000 2.5210540295 2.5855396382    2.519  2.068  3.9094  3.361    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.921e-03 -0.400 -0.491 -0.434 -0.600
0.01 -0.17553 8.75000 2.5212161541 2.5855436841    2.519  2.069  3.8976  3.312    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.921e-03 -0.403 -0.512 -0.440 -0.650
0.01 -0.17553 8.75000 2.5213861465 2.5855479256    2.519  2.069  3.8857  3.265    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.922e-03 -0.402 -0.524 -0.434 -0.692
0.01 -0.17553 8.75000 2.5215604305 2.5855522735    2.519  2.066  3.8739  3.220    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.922e-03 -0.396 -0.527 -0.419 -0.727
0.01 -0.17553 8.75000 2.5217361450 2.5855566564    2.519  2.063  3.8619  3.176    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.788e-04 4.350e-03 -1.000 9.922e-03 -0.387 -0.525 -0.398 -0.757
0.01 -0.17553 8.75000 2.5219104290 2.5855610030    2.520  2.058  3.8499  3.133    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.789e-04 4.350e-03 -1.000 9.922e-03 -0.375 -0.517 -0.370 -0.780
0.01 -0.17553 8.75000 2.5220816135 2.5855652716    2.520  2.052  3.8379  3.091    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.630e-01 1.753e-03 4.789e-04 4.350e-03 -1.000 9.922e-03 -0.360 -0.504 -0.337 -0.799
0.01 -0.17553 8.75000 2.5222485065 2.5855694325    2.520  2.045  3.8259  3.050    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.270e-01 2.630e-01 1.753e-03 4.789e-04 4.351e-03 -1.000 9.922e-03 -0.343 -0.487 -0.299 -0.812
0.01 -0.17553 8.75000 2.5224132538 2.5855735393    2.520  2.037  3.8139  3.010    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.270e-01 2.630e-01 1.753e-03 4.789e-04 4.351e-03 -1.000 9.923e-03 -0.323 -0.465 -0.256 -0.820
0.01 -0.17553 8.75000 2.5225901604 2.5855779485    2.520  2.027  3.8011  2.969    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.270e-01 2.630e-01 1.753e-03 4.789e-04 4.351e-03 -1.000 9.923e-03 -0.298 -0.438 -0.203 -0.825
0.01 -0.17553 8.75000 2.5227885246 2.5855828917    2.520  2.014  3.7878  2.929    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.270e-01 2.630e-01 1.754e-03 4.789e-04 4.351e-03 -1.000 9.923e-03 -0.264 -0.398 -0.136 -0.819
0.01 -0.17553 8.75000 2.5230407715 2.5855891763    2.521  1.992  3.7732  2.892    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.270e-01 2.631e-01 1.754e-03 4.789e-04 4.351e-03 -1.000 9.923e-03 -0.211 -0.335 -0.042 -0.793
0.01 -0.17553 8.75000 2.5232553482 2.5855945212    2.521  1.970  3.7634  2.875    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.270e-01 2.631e-01 1.754e-03 4.789e-04 4.351e-03 -1.000 9.923e-03 -0.155 -0.270 0.044 -0.752
0.01 -0.17553 8.75000 2.5234830379 2.5856001917    2.521  1.941  3.7541  2.868    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.266e-01 2.635e-01 1.756e-03 4.796e-04 4.357e-03 -1.000 9.924e-03 -0.082 -0.186 0.147 -0.690
0.01 -0.17553 8.75000 2.5236861706 2.5856052496    2.521  1.911  3.7465  2.867    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.254e-01 2.646e-01 1.762e-03 4.811e-04 4.371e-03 -1.000 9.933e-03 -0.006 -0.101 0.249 -0.622
0.01 -0.17553 8.75000 2.5239396095 2.5856115587    2.522  1.871  3.7376  2.871    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.246e-01 2.654e-01 1.766e-03 4.823e-04 4.381e-03 -1.000 9.956e-03 0.093 0.011 0.379 -0.530
0.01 -0.17553 8.75000 2.5242285728 2.5856187505    2.522  1.836  3.7278  2.867    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.241e-01 2.660e-01 1.769e-03 4.830e-04 4.388e-03 -1.000 9.962e-03 0.180 0.114 0.504 -0.448
0.01 -0.17553 8.75000 2.5243902206 2.5856227727    2.522  1.824  3.7225  2.858    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.238e-01 2.662e-01 1.771e-03 4.833e-04 4.391e-03 -1.000 9.962e-03 0.211 0.154 0.556 -0.420
0.01 -0.17553 8.75000 2.5244195461 2.5856235024    2.522  1.821  3.7215  2.856    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.238e-01 2.662e-01 1.771e-03 4.834e-04 4.391e-03 -1.000 9.962e-03 0.216 0.162 0.566 -0.415
0.01 -0.17553 8.75000 2.5246181488 2.5856284433    2.522  1.833  3.7157  2.821    3  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.236e-01 2.664e-01 1.771e-03 4.837e-04 4.393e-03 -1.000 9.977e-03 0.187 0.144 0.561 -0.445
0.01 -0.17553 8.75000 2.5248866081 2.5856351206    2.523  1.863  3.7085  2.763    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.233e-01 2.667e-01 1.769e-03 4.844e-04 4.394e-03 -1.000 9.982e-03 0.113 0.084 0.518 -0.520
0.01 -0.17553 8.75000 2.5251376629 2.5856413636    2.523  1.901  3.7032  2.704    3  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.230e-01 2.670e-01 1.746e-03 4.978e-04 4.395e-03 -1.000 9.979e-03 0.017 0.001 0.447 -0.614
