# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Dec  4 21:59:50 CET 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Age = 1.000000E+07 yr
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0121 -0.08923 7.00000 0.8481153846 2.4344599247    0.848 -0.465  3.6356  4.326    0  0.000  0.538     0.00     0.00 -1 -3.25e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.933 6.164 6.860 5.361
0.0121 -0.08923 7.00000 0.8806788921 2.4439949989    0.880 -0.425  3.6409  4.323    0  0.000  0.538     0.00     0.00 -1 -3.51e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.834 6.038 6.710 5.252
0.0121 -0.08923 7.00000 0.8971729279 2.4485218525    0.897 -0.405  3.6436  4.322    0  0.000  0.538     0.00     0.00 -1 -3.64e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.783 5.975 6.635 5.196
0.0121 -0.08923 7.00000 0.9462306499 2.4609203339    0.946 -0.343  3.6525  4.318    0  0.000  0.538     0.00     0.00 -1 -4.11e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.626 5.775 6.398 5.022
0.0121 -0.08923 7.00000 0.9952883720 2.4719238281    0.995 -0.279  3.6623  4.316    0  0.000  0.538     0.00     0.00 -1 -4.65e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.467 5.571 6.157 4.846
0.0121 -0.08923 7.00000 1.0230393410 2.4776136875    1.023 -0.242  3.6681  4.314    0  0.000  0.538     0.00     0.00 -1  -4.8e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.376 5.457 6.022 4.748
0.0121 -0.08923 7.00000 1.0443459749 2.4817471504    1.044 -0.209  3.6733  4.311    0  0.000  0.538     0.00     0.00 -1    -5e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.292 5.353 5.901 4.658
0.0121 -0.08923 7.00000 1.0711361170 2.4866766930    1.070 -0.166  3.6800  4.306    0  0.000  0.538     0.00     0.00 -1 -5.23e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.185 5.222 5.747 4.545
0.0121 -0.08923 7.00000 1.0934036970 2.4905636311    1.093 -0.129  3.6859  4.301    0  0.000  0.538     0.00     0.00 -1 -5.48e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 5.092 5.109 5.617 4.447
0.0121 -0.08923 7.00000 1.1311566830 2.4967529774    1.130 -0.069  3.6955  4.294    0  0.000  0.538     0.00     0.00 -1 -5.83e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 4.942 4.932 5.412 4.293
0.0121 -0.08923 7.00000 1.1424612999 2.4985148907    1.142 -0.049  3.6986  4.291    0  0.000  0.538     0.00     0.00 -1 -5.98e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 4.892 4.873 5.344 4.242
0.0121 -0.08923 7.00000 1.1915190220 2.5057182312    1.191  0.039  3.7120  4.275    0  0.000  0.538     0.00     0.00 -1 -6.64e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 4.673 4.622 5.058 4.022
0.0121 -0.08923 7.00000 1.2122329473 2.5085589886    1.212  0.077  3.7177  4.267    0  0.000  0.538     0.00     0.00 -1 -6.94e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 4.578 4.514 4.937 3.928
0.0121 -0.08923 7.00000 1.2405766249 2.5122702122    1.240  0.133  3.7259  4.254    0  0.000  0.538     0.00     0.00 -1 -7.49e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 4.437 4.357 4.761 3.789
0.0121 -0.08923 7.00000 1.2616034746 2.5148997307    1.261  0.177  3.7320  4.242    0  0.000  0.538     0.00     0.00 -1 -7.92e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 4.328 4.238 4.629 3.683
0.0121 -0.08923 7.00000 1.2896342278 2.5182521343    1.289  0.239  3.7404  4.222    0  0.000  0.538     0.00     0.00 -1 -8.67e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 4.171 4.069 4.440 3.533
0.0121 -0.08923 7.00000 1.2982238531 2.5192463398    1.298  0.259  3.7429  4.216    0  0.000  0.538     0.00     0.00 -1 -8.91e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 4.122 4.017 4.382 3.486
0.0121 -0.08923 7.00000 1.3307181597 2.5228736401    1.331  0.341  3.7530  4.185    0  0.000  0.538     0.00     0.00 -1 -1.01e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 3.919 3.804 4.147 3.296
0.0121 -0.08923 7.00000 1.3386919498 2.5237329006    1.339  0.362  3.7555  4.177    0  0.000  0.538     0.00     0.00 -1 -1.04e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 3.865 3.749 4.086 3.246
0.0121 -0.08923 7.00000 1.3603392839 2.5260074139    1.360  0.422  3.7624  4.151    0  0.000  0.538     0.00     0.00 -1 -1.15e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 3.714 3.592 3.914 3.106
0.0121 -0.08923 7.00000 1.3845633268 2.5284557343    1.385  0.495  3.7706  4.118    0  0.000  0.538     0.00     0.00 -1  -1.3e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 3.531 3.405 3.709 2.938
0.0121 -0.08923 7.00000 1.3877496719 2.5287704468    1.388  0.505  3.7717  4.114    0  0.000  0.538     0.00     0.00 -1 -1.33e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 3.506 3.380 3.682 2.915
0.0121 -0.08923 7.00000 1.4015560150 2.5301151276    1.402  0.549  3.7765  4.093    0  0.000  0.538     0.00     0.00 -1 -1.42e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 3.397 3.268 3.559 2.815
0.0121 -0.08923 7.00000 1.4208372831 2.5319430828    1.421  0.611  3.7835  4.065    0  0.000  0.538     0.00     0.00 -1 -1.57e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 3.241 3.111 3.387 2.675
0.0121 -0.08923 7.00000 1.4368073940 2.5334143639    1.437  0.663  3.7895  4.043    0  0.000  0.538     0.00     0.00 -1 -1.71e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 3.113 2.982 3.246 2.560
0.0121 -0.08923 7.00000 1.4543783665 2.5349903107    1.454  0.718  3.7966  4.021    0  0.000  0.538     0.00     0.00 -1 -1.84e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 2.975 2.844 3.094 2.439
0.0121 -0.08923 7.00000 1.4751410484 2.5367970467    1.475  0.781  3.8056  4.001    0  0.000  0.538     0.00     0.00 -1 -1.97e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 2.819 2.688 2.920 2.305
0.0121 -0.08923 7.00000 1.4858649969 2.5377073288    1.486  0.811  3.8107  3.994    0  0.000  0.538     0.00     0.00 -1 -2.04e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 2.742 2.611 2.834 2.242
0.0121 -0.08923 7.00000 1.4942001104 2.5384047031    1.494  0.835  3.8149  3.989    0  0.000  0.538     0.00     0.00 -1 -2.06e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 2.683 2.553 2.768 2.193
0.0121 -0.08923 7.00000 1.5125763416 2.5399107933    1.512  0.882  3.8254  3.989    0  0.000  0.538     0.00     0.00 -1 -2.07e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 2.565 2.435 2.632 2.100
0.0121 -0.08923 7.00000 1.5297884941 2.5412836075    1.530  0.919  3.8369  4.003    0  0.000  0.538     0.00     0.00 -1 -2.02e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.398e-03 -1.000 1.227e-02 2.472 2.345 2.522 2.037
0.0121 -0.08923 7.00000 1.5349227190 2.5416862965    1.535  0.929  3.8407  4.010    0  0.000  0.538     0.00     0.00 -1 -1.99e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.397e-03 -1.000 1.227e-02 2.449 2.322 2.494 2.023
0.0121 -0.08923 7.00000 1.5428534746 2.5423023701    1.543  0.943  3.8470  4.023    0  0.000  0.538     0.00     0.00 -1 -1.91e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.397e-03 -1.000 1.227e-02 2.413 2.288 2.450 2.004
0.0121 -0.08923 7.00000 1.5517171621 2.5429823399    1.551  0.957  3.8544  4.041    0  0.000  0.538     0.00     0.00 -1  -1.8e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.397e-03 -1.000 1.227e-02 2.377 2.255 2.405 1.989
0.0121 -0.08923 7.00000 1.5626864433 2.5438113213    1.562  0.963  3.8617  4.068    0  0.000  0.538     0.00     0.00 -1 -1.63e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.397e-03 -1.000 1.227e-02 2.363 2.245 2.384 1.996
0.0121 -0.08923 7.00000 1.5839803219 2.5453832150    1.584  0.959  3.8726  4.121    0  0.000  0.538     0.00     0.00 -1  -1.3e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.397e-03 -1.000 1.227e-02 2.372 2.262 2.385 2.038
0.0121 -0.08923 7.00000 1.5940192938 2.5461075306    1.594  0.954  3.8770  4.147    0  0.000  0.538     0.00     0.00 -1  -1.1e-13      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.397e-03 -1.000 1.227e-02 2.386 2.279 2.396 2.066
0.0121 -0.08923 7.00000 1.6092197895 2.5471847057    1.609  0.932  3.8793  4.182    0  0.000  0.538     0.00     0.00 -1 -8.33e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.943e-04 5.397e-03 -1.000 1.227e-02 2.440 2.336 2.450 2.127
0.0121 -0.08923 7.00000 1.6227406263 2.5481231213    1.622  0.909  3.8793  4.208    0  0.000  0.538     0.00     0.00 -1 -6.49e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.942e-04 5.397e-03 -1.000 1.227e-02 2.497 2.394 2.508 2.184
0.0121 -0.08923 7.00000 1.6330380440 2.5488259792    1.632  0.895  3.8787  4.223    0  0.000  0.538     0.00     0.00 -1 -5.45e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.942e-04 5.397e-03 -1.000 1.227e-02 2.532 2.430 2.546 2.219
0.0121 -0.08923 7.00000 1.6361753941 2.5490379333    1.636  0.891  3.8785  4.227    0  0.000  0.538     0.00     0.00 -1 -1.07e-14      0.00 7.173e-01 2.704e-01 2.176e-03 5.942e-04 5.397e-03 -1.000 1.227e-02 2.543 2.441 2.557 2.229
