# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Dec  4 21:59:32 CET 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Age = 1.000000E+07 yr
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0041 -0.57248 7.00000 0.2071379721 1.7175478935    0.207 -1.452  3.5066  4.185    0  0.000  0.545     0.00     0.00 -1 -7.98e-15      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 8.400 9.262 10.644 8.118
0.0041 -0.57248 7.00000 0.2260700166 1.7755047083    0.226 -1.396  3.5125  4.190    0  0.000  0.545     0.00     0.00 -1 -8.63e-15      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 8.261 9.082 10.412 7.956
0.0041 -0.57248 7.00000 0.2467740029 1.8320680857    0.247 -1.341  3.5185  4.197    0  0.000  0.545     0.00     0.00 -1 -9.31e-15      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 8.122 8.902 10.181 7.795
0.0041 -0.57248 7.00000 0.2654619813 1.8780659437    0.265 -1.296  3.5228  4.202    0  0.000  0.545     0.00     0.00 -1  -9.9e-15      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 8.011 8.763 10.007 7.669
0.0041 -0.57248 7.00000 0.2960194349 1.9448729753    0.296 -1.230  3.5291  4.207    0  0.000  0.545     0.00     0.00 -1 -1.09e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 7.844 8.555 9.751 7.481
0.0041 -0.57248 7.00000 0.3000000119 1.9529139996    0.300 -1.222  3.5298  4.208    0  0.000  0.545     0.00     0.00 -1  -1.1e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 7.825 8.531 9.721 7.458
0.0041 -0.57248 7.00000 0.3071182966 1.9669533968    0.307 -1.208  3.5313  4.210    0  0.000  0.545     0.00     0.00 -1 -1.12e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 7.791 8.488 9.668 7.420
0.0041 -0.57248 7.00000 0.3499999642 2.0434174538    0.350 -1.129  3.5392  4.220    0  0.000  0.545     0.00     0.00 -1 -1.24e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 7.593 8.242 9.367 7.198
0.0041 -0.57248 7.00000 0.3503768146 2.0440347195    0.350 -1.128  3.5393  4.220    0  0.000  0.545     0.00     0.00 -1 -1.24e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 7.591 8.240 9.364 7.196
0.0041 -0.57248 7.00000 0.3999999762 2.1185023785    0.400 -1.048  3.5478  4.232    0  0.000  0.545     0.00     0.00 -1 -1.38e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 7.391 7.990 9.059 6.971
0.0041 -0.57248 7.00000 0.4499999881 2.1822810173    0.450 -0.976  3.5561  4.243    0  0.000  0.545     0.00     0.00 -1 -1.51e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 7.210 7.763 8.781 6.768
0.0041 -0.57248 7.00000 0.4999999702 2.2374541759    0.500 -0.908  3.5652  4.258    0  0.000  0.545     0.00     0.00 -1 -1.65e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 7.040 7.544 8.512 6.576
0.0041 -0.57248 7.00000 0.5156856179 2.2530601025    0.516 -0.888  3.5682  4.263    0  0.000  0.545     0.00     0.00 -1 -1.69e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.990 7.479 8.430 6.519
0.0041 -0.57248 7.00000 0.5409474373 2.2760188580    0.541 -0.856  3.5726  4.269    0  0.000  0.545     0.00     0.00 -1 -1.77e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.910 7.377 8.307 6.429
0.0041 -0.57248 7.00000 0.5500000119 2.2836582661    0.550 -0.843  3.5740  4.270    0  0.000  0.545     0.00     0.00 -1  -1.8e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.878 7.339 8.261 6.395
0.0041 -0.57248 7.00000 0.5738170147 2.3024399281    0.574 -0.813  3.5788  4.277    0  0.000  0.545     0.00     0.00 -1 -1.88e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.802 7.240 8.140 6.308
0.0041 -0.57248 7.00000 0.5999999642 2.3211214542    0.600 -0.777  3.5839  4.280    0  0.000  0.545     0.00     0.00 -1 -1.99e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.712 7.129 8.005 6.210
0.0041 -0.57248 7.00000 0.6090483069 2.3271493912    0.609 -0.766  3.5860  4.284    0  0.000  0.545     0.00     0.00 -1 -2.02e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.684 7.091 7.958 6.178
0.0041 -0.57248 7.00000 0.6431474090 2.3481245041    0.643 -0.717  3.5937  4.290    0  0.000  0.545     0.00     0.00 -1 -2.18e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.562 6.938 7.771 6.045
0.0041 -0.57248 7.00000 0.6499999166 2.3520352840    0.650 -0.707  3.5953  4.291    0  0.000  0.545     0.00     0.00 -1 -2.22e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.537 6.906 7.733 6.017
0.0041 -0.57248 7.00000 0.6731579900 2.3645772934    0.673 -0.674  3.6014  4.298    0  0.000  0.545     0.00     0.00 -1 -2.33e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.454 6.801 7.602 5.926
0.0041 -0.57248 7.00000 0.6999999881 2.3779268265    0.700 -0.628  3.6090  4.299    0  0.000  0.545     0.00     0.00 -1 -2.53e-14      0.00 7.396e-01 2.563e-01 7.412e-04 1.999e-04 1.814e-03 -1.000 4.122e-03 6.340 6.659 7.430 5.803
0.0041 -0.57248 7.00000 0.7478656769 2.3990204334    0.748 -0.499  3.6490  4.359    0  0.000  0.538     0.00     0.00 -1 -3.08e-14      0.00 7.396e-01 2.563e-01 7.318e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 6.018 6.173 6.778 5.430
0.0041 -0.57248 7.00000 0.7628055811 2.4049839973    0.763 -0.480  3.6518  4.360    0  0.000  0.538     0.00     0.00 -1 -3.19e-14      0.00 7.396e-01 2.563e-01 7.317e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.970 6.114 6.707 5.379
0.0041 -0.57248 7.00000 0.7957314253 2.4172224998    0.795 -0.427  3.6591  4.354    0  0.000  0.538     0.00     0.00 -1 -3.55e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.837 5.951 6.515 5.237
0.0041 -0.57248 7.00000 0.8318486810 2.4293742180    0.831 -0.369  3.6682  4.351    0  0.000  0.538     0.00     0.00 -1 -3.96e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.692 5.774 6.308 5.085
0.0041 -0.57248 7.00000 0.8417618871 2.4325006008    0.841 -0.353  3.6708  4.351    0  0.000  0.538     0.00     0.00 -1 -4.07e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.653 5.727 6.252 5.045
0.0041 -0.57248 7.00000 0.8435971141 2.4330699444    0.843 -0.350  3.6714  4.351    0  0.000  0.538     0.00     0.00 -1  -4.1e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.644 5.716 6.240 5.035
0.0041 -0.57248 7.00000 0.8672857285 2.4401729107    0.867 -0.303  3.6791  4.347    0  0.000  0.538     0.00     0.00 -1 -4.52e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.528 5.575 6.075 4.914
0.0041 -0.57248 7.00000 0.8914627433 2.4469764233    0.891 -0.253  3.6875  4.343    0  0.000  0.538     0.00     0.00 -1 -5.03e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.402 5.423 5.899 4.783
0.0041 -0.57248 7.00000 0.9393284321 2.4592659473    0.939 -0.156  3.7041  4.335    0  0.000  0.538     0.00     0.00 -1 -6.15e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.160 5.141 5.574 4.539
0.0041 -0.57248 7.00000 0.9658032656 2.4654645920    0.965 -0.099  3.7136  4.328    0  0.000  0.538     0.00     0.00 -1 -6.96e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 5.018 4.980 5.391 4.400
0.0041 -0.57248 7.00000 0.9871941209 2.4701948166    0.987 -0.050  3.7216  4.321    0  0.000  0.538     0.00     0.00 -1 -7.78e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 4.895 4.844 5.236 4.281
0.0041 -0.57248 7.00000 1.0056140423 2.4740831852    1.005 -0.008  3.7284  4.313    0  0.000  0.538     0.00     0.00 -1 -8.39e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 4.789 4.728 5.106 4.179
0.0041 -0.57248 7.00000 1.0350596905 2.4799697399    1.035  0.064  3.7395  4.299    0  0.000  0.538     0.00     0.00 -1 -9.61e-14      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 4.610 4.535 4.889 4.009
0.0041 -0.57248 7.00000 1.0532056093 2.4834094048    1.052  0.110  3.7462  4.287    0  0.000  0.538     0.00     0.00 -1 -1.04e-13      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 4.496 4.415 4.756 3.904
0.0041 -0.57248 7.00000 1.0792179108 2.4881088734    1.078  0.179  3.7559  4.267    0  0.000  0.538     0.00     0.00 -1 -1.19e-13      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 4.322 4.235 4.556 3.744
0.0041 -0.57248 7.00000 1.0829254389 2.4887576103    1.082  0.190  3.7573  4.264    0  0.000  0.538     0.00     0.00 -1 -1.21e-13      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 4.296 4.209 4.527 3.721
0.0041 -0.57248 7.00000 1.0884679556 2.4897177219    1.088  0.205  3.7594  4.259    0  0.000  0.538     0.00     0.00 -1 -1.24e-13      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 4.258 4.169 4.483 3.686
0.0041 -0.57248 7.00000 1.1134195328 2.4939050674    1.112  0.278  3.7686  4.233    0  0.000  0.538     0.00     0.00 -1 -1.44e-13      0.00 7.396e-01 2.563e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 4.075 3.983 4.279 3.520
0.0041 -0.57248 7.00000 1.1307910681 2.4966952801    1.130  0.332  3.7751  4.212    0  0.000  0.538     0.00     0.00 -1 -1.61e-13      0.00 7.396e-01 2.562e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.940 3.847 4.130 3.398
0.0041 -0.57248 7.00000 1.1434255838 2.4986634254    1.143  0.372  3.7798  4.195    0  0.000  0.538     0.00     0.00 -1 -1.75e-13      0.00 7.397e-01 2.562e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.839 3.745 4.018 3.307
0.0041 -0.57248 7.00000 1.1654372215 2.5019752979    1.165  0.444  3.7882  4.165    0  0.000  0.538     0.00     0.00 -1 -2.03e-13      0.00 7.397e-01 2.562e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.660 3.565 3.823 3.146
0.0041 -0.57248 7.00000 1.1786568165 2.5038962364    1.178  0.486  3.7935  4.148    0  0.000  0.538     0.00     0.00 -1 -2.21e-13      0.00 7.397e-01 2.562e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.554 3.459 3.708 3.052
0.0041 -0.57248 7.00000 1.1932684183 2.5059626102    1.193  0.532  3.7994  4.132    0  0.000  0.538     0.00     0.00 -1 -2.41e-13      0.00 7.397e-01 2.562e-01 7.314e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.441 3.346 3.584 2.953
0.0041 -0.57248 7.00000 1.2181987762 2.5093567371    1.218  0.604  3.8102  4.113    0  0.000  0.538     0.00     0.00 -1 -2.75e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.261 3.168 3.386 2.799
0.0041 -0.57248 7.00000 1.2265224457 2.5104546547    1.226  0.625  3.8141  4.110    0  0.000  0.538     0.00     0.00 -1 -2.84e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.207 3.114 3.326 2.755
0.0041 -0.57248 7.00000 1.2390903234 2.5120804310    1.239  0.658  3.8204  4.107    0  0.000  0.538     0.00     0.00 -1 -2.97e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.126 3.034 3.236 2.688
0.0041 -0.57248 7.00000 1.2604352236 2.5147562027    1.260  0.704  3.8324  4.116    0  0.000  0.538     0.00     0.00 -1 -3.11e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 3.009 2.919 3.102 2.601
0.0041 -0.57248 7.00000 1.2743880749 2.5164499283    1.274  0.732  3.8411  4.128    0  0.000  0.538     0.00     0.00 -1 -3.15e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.941 2.853 3.022 2.554
0.0041 -0.57248 7.00000 1.2757720947 2.5166153908    1.275  0.734  3.8420  4.129    0  0.000  0.538     0.00     0.00 -1 -3.15e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.934 2.846 3.014 2.550
0.0041 -0.57248 7.00000 1.2817754745 2.5173292160    1.281  0.745  3.8462  4.138    0  0.000  0.538     0.00     0.00 -1 -3.15e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.907 2.821 2.982 2.534
0.0041 -0.57248 7.00000 1.3027832508 2.5197677612    1.303  0.770  3.8609  4.179    0  0.000  0.538     0.00     0.00 -1    -3e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.846 2.766 2.905 2.512
0.0041 -0.57248 7.00000 1.3222539425 2.5219485760    1.322  0.782  3.8728  4.220    0  0.000  0.538     0.00     0.00 -1 -2.79e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.815 2.741 2.864 2.515
0.0041 -0.57248 7.00000 1.3336927891 2.5231957436    1.334  0.788  3.8800  4.247    0  0.000  0.538     0.00     0.00 -1 -2.64e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.800 2.730 2.843 2.521
0.0041 -0.57248 7.00000 1.3653734922 2.5265243053    1.365  0.787  3.8929  4.310    0  0.000  0.538     0.00     0.00 -1 -2.22e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.802 2.743 2.839 2.563
0.0041 -0.57248 7.00000 1.3701195717 2.5270078182    1.370  0.786  3.8945  4.318    0  0.000  0.538     0.00     0.00 -1 -2.16e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.804 2.747 2.841 2.571
0.0041 -0.57248 7.00000 1.3782881498 2.5278308392    1.378  0.786  3.8970  4.331    0  0.000  0.538     0.00     0.00 -1 -2.07e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.805 2.750 2.841 2.580
0.0041 -0.57248 7.00000 1.4179852009 2.5316762924    1.418  0.795  3.9068  4.374    0  0.000  0.538     0.00     0.00 -1 -1.74e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.782 2.738 2.817 2.591
0.0041 -0.57248 7.00000 1.4468493462 2.5343203545    1.447  0.821  3.9161  4.394    0  0.000  0.538     0.00     0.00 -1 -1.59e-13      0.00 7.397e-01 2.562e-01 7.313e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.717 2.686 2.752 2.561
0.0041 -0.57248 7.00000 1.4658508301 2.5359959602    1.466  0.840  3.9224  4.406    0  0.000  0.538     0.00     0.00 -1 -1.51e-13      0.00 7.397e-01 2.562e-01 7.312e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.670 2.648 2.706 2.537
0.0041 -0.57248 7.00000 1.4658855200 2.5359988213    1.466  0.840  3.9224  4.406    0  0.000  0.538     0.00     0.00 -1 -1.51e-13      0.00 7.397e-01 2.562e-01 7.312e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.670 2.648 2.706 2.537
0.0041 -0.57248 7.00000 1.5137164593 2.5400028229    1.514  0.907  3.9417  4.430    0  0.000  0.538     0.00     0.00 -1 -1.33e-13      0.00 7.397e-01 2.562e-01 7.312e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.502 2.522 2.558 2.456
0.0041 -0.57248 7.00000 1.5336484909 2.5415866375    1.533  0.931  3.9491  4.441    0  0.000  0.538     0.00     0.00 -1 -1.22e-13      0.00 7.397e-01 2.562e-01 7.312e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.442 2.483 2.511 2.430
0.0041 -0.57248 7.00000 1.5527313948 2.5430595875    1.552  0.954  3.9550  4.448    0  0.000  0.538     0.00     0.00 -1 -1.12e-13      0.00 7.397e-01 2.562e-01 7.312e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.386 2.446 2.468 2.404
0.0041 -0.57248 7.00000 1.5615823269 2.5437285900    1.561  0.964  3.9577  4.451    0  0.000  0.538     0.00     0.00 -1 -1.08e-13      0.00 7.397e-01 2.562e-01 7.312e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.360 2.429 2.449 2.392
0.0041 -0.57248 7.00000 1.5831941366 2.5453262329    1.583  0.987  3.9642  4.459    0  0.000  0.538     0.00     0.00 -1 -9.15e-14      0.00 7.397e-01 2.562e-01 7.312e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.301 2.393 2.408 2.366
0.0041 -0.57248 7.00000 1.6094479561 2.5472006798    1.609  1.014  3.9712  4.467    0  0.000  0.538     0.00     0.00 -1 -7.51e-14      0.00 7.397e-01 2.562e-01 7.312e-04 1.997e-04 1.814e-03 -1.000 4.122e-03 2.235 2.352 2.361 2.336
0.0041 -0.57248 7.00000 1.6573137045 2.5504429340    1.657  1.062  3.9829  4.479    0  0.000  0.538     0.00     0.00 -1 -1.68e-16      0.00 7.398e-01 2.561e-01 7.311e-04 1.996e-04 1.814e-03 -1.000 4.116e-03 2.116 2.280 2.281 2.280
0.0041 -0.57248 7.00000 1.6912987232 2.5526175499    1.690  1.091  3.9906  4.490    0  0.000  0.537     0.00     0.00 -1 -1.21e-26      0.00 7.398e-01 2.562e-01 7.311e-04 1.996e-04 1.814e-03 -1.000 4.055e-03 2.043 2.239 2.235 2.249
0.0041 -0.57248 7.00000 1.7051793337 2.5534770489    1.704  1.105  3.9937  4.491    0  0.000  0.537     0.00     0.00 -1    -1e-30      0.00 7.398e-01 2.562e-01 7.311e-04 1.996e-04 1.814e-03 -1.000 4.032e-03 2.007 2.217 2.211 2.230
0.0041 -0.57248 7.00000 1.7530449629 2.5563211441    1.752  1.154  4.0042  4.496    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.397e-01 2.562e-01 7.311e-04 1.996e-04 1.813e-03 -1.000 4.122e-03 1.884 2.142 2.130 2.166
0.0041 -0.57248 7.00000 1.8030031919 2.5591053963    1.802  1.203  4.0145  4.501    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.397e-01 2.561e-01 7.311e-04 1.997e-04 1.813e-03 -1.000 4.122e-03 1.764 2.069 2.052 2.104
0.0041 -0.57248 7.00000 1.8529615402 2.5617175102    1.852  1.250  4.0244  4.505    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.397e-01 2.561e-01 7.311e-04 1.997e-04 1.813e-03 -1.000 4.122e-03 1.646 2.000 1.978 2.043
0.0041 -0.57248 7.00000 1.9029197693 2.5641727448    1.902  1.296  4.0339  4.509    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.398e-01 2.561e-01 7.310e-04 1.997e-04 1.813e-03 -1.000 4.122e-03 1.531 1.932 1.906 1.983
0.0041 -0.57248 7.00000 1.9528781176 2.5664837360    1.952  1.339  4.0428  4.512    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.398e-01 2.561e-01 7.310e-04 1.996e-04 1.813e-03 -1.000 4.114e-03 1.422 1.868 1.838 1.927
0.0041 -0.57248 7.00000 2.0028364658 2.5686628819    2.003  1.382  4.0514  4.515    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.398e-01 2.561e-01 7.310e-04 1.996e-04 1.813e-03 -1.000 4.122e-03 1.315 1.806 1.773 1.871
0.0041 -0.57248 7.00000 2.0527946949 2.5707204342    2.052  1.423  4.0595  4.517    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.398e-01 2.561e-01 7.310e-04 1.996e-04 1.813e-03 -1.000 4.122e-03 1.212 1.746 1.709 1.816
