# Synthetic cluster MASSCLEAN parameters:
# M = 500 Mo
# z = 0.008
# log(age) = 8.0
# Av = 1.0 / E(B-V) = 0.32
# d = 3 kpc / d_m = 12.39
#
# id  x  y  V  eV  BV  eBV
2278  527.569954  771.221101  19.530449  0.085917  1.893411  0.154278
2279  1824.936558  322.485575  17.157134  0.083249  1.971676  0.076363
2280  865.964984  100.990870  18.042675  0.066272  1.265388  0.059963
2281  710.150654  1250.132392  19.472709  0.129103  2.199418  0.129827
2282  1294.281215  199.114276  16.462828  0.038994  0.331575  0.052366
2283  72.325903  116.012882  19.412756  0.155221  1.773030  0.124651
2284  837.293770  73.874336  18.600960  0.134312  1.513748  0.092340
2285  1991.377894  637.011457  16.966799  0.088322  0.653640  0.034570
2286  424.305719  1054.723313  20.242524  0.139378  2.428938  0.227606
2287  526.747252  1188.852403  19.852410  0.241658  2.354372  0.246232
2288  1918.387046  1684.919189  17.071720  0.068189  0.688766  0.074896
2289  288.051525  1846.524345  16.251629  0.028460  0.178045  0.044231
2290  832.232179  1543.693870  17.424742  0.044899  1.642901  0.064817
2291  1454.643721  786.228510  17.004468  0.123670  1.246309  0.071712
2292  431.182648  1238.777817  16.875101  0.048064  0.374554  0.043103
2293  547.691847  329.620062  18.064650  0.129900  1.163597  0.055762
2294  363.188524  942.395261  17.658584  0.079299  0.793566  0.072494
2295  1326.504332  85.437024  17.349699  0.059114  1.057940  0.085981
2296  1561.367125  1616.306275  17.106552  0.061135  1.005151  0.068337
2297  1806.945499  692.487982  17.386482  0.087946  0.797985  0.084508
2298  1428.712955  1033.840919  16.974046  0.064334  1.026443  0.055246
2299  1343.932373  1661.850486  18.406438  0.057857  1.408598  0.086961
2300  1084.460276  673.015891  20.467881  0.101580  2.697245  0.140036
2301  3.379260  1207.176841  16.792927  0.043850  0.510895  0.037077
2302  1613.428424  1106.679327  16.778504  0.074266  0.762195  0.064821
2303  1447.940002  646.100898  15.645967  0.028174  -0.106379  0.055266
2304  1016.059690  638.047655  16.447208  0.046313  0.295845  0.071722
2305  392.087240  1930.883629  20.745920  0.115391  2.976482  0.167355
2306  700.076234  1522.619641  15.412696  0.025883  -0.244700  0.064236
2307  1785.501245  553.192035  16.979308  0.049405  0.803257  0.039254
2308  1432.572060  782.966669  16.901602  0.043888  1.765933  0.080370
2309  107.438904  1058.270985  19.237251  0.087208  1.865647  0.076401
2310  701.565457  24.058486  17.223404  0.071020  1.200285  0.069419
2311  850.977710  222.843390  17.439766  0.132966  1.006253  0.107844
2312  2034.725689  779.559788  17.672564  0.079624  0.727883  0.043766
2314  1511.738982  439.555308  16.836164  0.045902  0.520625  0.036504
2315  1875.553675  1766.310906  17.623852  0.053899  0.746664  0.044153
2316  1664.349088  621.584042  18.708160  0.086105  1.591559  0.075976
2317  811.090505  1463.652363  17.096471  0.039436  0.551355  0.062450
2318  652.389857  1586.131700  18.291025  0.103968  1.455192  0.063471
2319  231.163951  1968.284287  17.078112  0.064299  1.417896  0.069498
2320  2028.850412  416.516487  20.708850  0.213832  2.412636  0.138582
2321  645.634684  107.139994  18.339424  0.095273  1.327381  0.112244
2322  1945.243136  82.753970  17.006131  0.114874  0.668238  0.076471
2323  302.689438  2045.553260  18.195415  0.048101  1.331696  0.089834
2324  1072.710832  729.562384  19.277953  0.161446  1.728269  0.112009
2325  1537.138650  762.747721  16.750849  0.062835  0.371719  0.039722
2326  1627.643121  2014.586417  16.769081  0.040314  0.573514  0.045627
2327  522.947621  377.605680  17.790120  0.077271  1.128651  0.101571
2328  1163.684522  1056.345353  19.588202  0.066393  1.978463  0.189419
2329  1603.780858  160.589538  16.786186  0.058984  0.583312  0.058763
2331  1130.913949  1330.421737  17.949223  0.057325  1.247719  0.044349
2332  320.507920  1957.006458  17.069490  0.077458  0.565255  0.051657
2333  401.448613  2003.820037  16.968568  0.070415  0.564074  0.088218
2334  800.633985  494.235669  17.354424  0.066895  0.566490  0.055872
2335  684.802028  41.237008  16.812722  0.100941  0.641121  0.074765
2336  1708.905246  1495.762280  16.034294  0.044023  -0.110160  0.048882
2337  281.410714  884.544896  17.051969  0.041489  0.663745  0.060610
2338  524.550320  227.602784  17.321536  0.098418  0.624991  0.052929
2339  1216.367506  1377.754465  16.702147  0.041672  0.445028  0.057482
2341  250.283089  1064.816302  16.722264  0.035002  0.478772  0.053137
2342  1444.332813  396.099564  14.992566  0.050805  -0.562559  0.035910
2344  1499.076436  598.050382  16.663720  0.037159  0.386264  0.053605
2345  1304.299934  74.384663  16.583628  0.053092  0.287802  0.036990
2346  1092.055706  1319.816626  18.382607  0.092645  1.132141  0.063751
2347  201.502929  1716.118402  20.376641  0.178759  2.234598  0.138564
2348  1252.794339  1886.284064  20.635550  0.175294  2.607710  0.213250
2349  470.689605  1371.909185  16.770948  0.033761  0.455734  0.036961
2350  427.180388  1010.048504  18.766695  0.103183  1.221218  0.096048
2351  418.810982  584.518869  19.801377  0.183218  2.130972  0.113463
2353  814.609298  384.447036  19.503189  0.119349  1.873981  0.093676
2354  1073.690900  457.318521  18.686780  0.145714  1.316857  0.058301
2355  1564.461267  1619.577218  16.105521  0.038653  0.137134  0.087032
2356  967.797473  1493.047436  19.730595  0.176009  1.970319  0.090994
2358  422.397424  228.886653  18.701750  0.142318  1.479161  0.057396
2359  1432.765522  427.065460  16.931662  0.096112  0.500444  0.039367
2360  518.754717  1689.898376  20.153852  0.140032  1.889834  0.146384
2361  1022.106489  0.331287  16.905762  0.061008  0.494835  0.057289
2362  969.049938  939.067159  17.524671  0.106569  0.918998  0.050752
2363  861.972021  540.863272  20.185314  0.113874  2.141716  0.113893
2364  68.273829  1471.329063  18.281363  0.049392  1.428229  0.062079
2365  707.080918  251.945408  17.592932  0.050668  0.625731  0.072981
2366  1380.811281  1944.655643  14.948003  0.028091  -0.529346  0.029841
2367  1872.541476  134.757811  16.544494  0.041924  0.467358  0.084028
2368  260.352998  1582.124078  16.772814  0.038259  0.445699  0.074628
2369  529.801382  398.644658  18.175486  0.105554  1.213921  0.077089
2370  1054.581859  679.234712  19.643219  0.072183  2.000074  0.134111
2371  248.985626  1436.428921  20.681857  0.185544  2.711680  0.178167
2372  188.852536  526.840568  18.247950  0.098548  1.187781  0.045883
2373  1252.180159  759.241767  16.105605  0.083598  0.185108  0.028180
2374  1974.208865  458.692924  17.217900  0.039142  0.597681  0.057924
2375  102.067121  571.466267  16.599151  0.069223  0.120727  0.032097
2376  347.908901  863.784269  19.989831  0.074272  2.097041  0.091010
2377  1874.979784  32.676939  19.295679  0.078400  1.346770  0.070362
2378  574.699030  1471.949599  17.894460  0.060816  1.997117  0.078541
2379  631.873196  1176.154282  17.366866  0.094661  0.364162  0.079704
2380  590.076989  1963.145432  15.071324  0.031612  -0.826839  0.047806
2381  1049.765694  1802.450246  17.740200  0.041923  0.719396  0.061105
2382  205.662439  2003.637990  18.697857  0.082695  1.049174  0.079115
2383  946.042271  1045.750639  17.674649  0.062538  1.380468  0.056932
2384  1525.259974  133.793084  18.033288  0.074601  1.240243  0.054008
2385  1775.622292  546.952659  17.386101  0.049990  0.267209  0.092619
2386  2009.742930  2028.414598  16.916804  0.049075  0.243910  0.061913
2387  274.933447  1885.793090  18.778524  0.137091  1.333445  0.092111
2388  1575.280786  1731.038412  16.843461  0.036793  -0.039853  0.048029
2389  42.128054  11.517965  17.768061  0.041479  0.623339  0.064090
2390  1124.451205  1607.255515  17.801228  0.050034  0.577904  0.058453
2392  1826.732320  305.621841  17.893226  0.091620  0.553780  0.093399
2393  1219.671982  1567.186101  17.495530  0.065227  1.085160  0.048350
2394  1441.973307  72.686456  18.012514  0.060022  1.390609  0.060871
2395  1002.849887  953.719550  19.276314  0.212877  1.273282  0.115410
2396  112.527759  174.712810  16.799849  0.062692  -0.030598  0.049980
2397  142.971703  1784.416986  17.687009  0.046563  0.621038  0.049899
2398  1918.029677  1067.689342  16.617074  0.034926  0.190504  0.057120
2399  739.801122  1593.029582  19.932270  0.075635  2.012562  0.153992
2400  1376.778222  1459.139983  18.127343  0.099822  0.953498  0.063449
2401  93.509922  943.825122  20.100701  0.111149  1.773241  0.160728
2402  568.018604  697.485261  18.645677  0.115474  1.283118  0.101362
2403  979.842855  852.205781  17.146763  0.061010  0.543662  0.057558
2404  338.229820  1578.930603  19.579796  0.102405  1.623964  0.130613
2405  77.295490  1521.521524  18.070540  0.091508  0.689025  0.056303
2406  204.765348  1467.148744  17.926612  0.056860  0.678465  0.047705
2407  1535.383324  1543.634440  18.577556  0.109161  1.104458  0.128627
2408  1764.770709  1247.714396  17.982178  0.124337  1.706162  0.128921
2409  256.433138  1708.844945  18.146369  0.054350  1.058342  0.046205
2410  1976.083581  1530.578610  19.777272  0.073551  1.733863  0.190290
2411  1970.077969  399.146401  17.993178  0.093918  0.849036  0.073800
2412  1148.906921  165.420350  19.050939  0.098576  1.390871  0.085488
2413  600.747943  8.795819  17.560448  0.080404  0.624731  0.072647
2414  182.029981  1880.769767  17.837501  0.058691  1.212120  0.062555
2415  630.495233  1699.916262  17.827577  0.080427  0.624161  0.055348
2416  798.802193  1042.426781  20.487807  0.085329  2.263623  0.205332
2417  1946.879321  603.502326  17.684569  0.060176  0.492097  0.069800
2418  300.193366  1974.447490  17.606085  0.054110  0.578140  0.085539
2419  888.614903  1647.073867  17.515016  0.086064  0.666857  0.109850
2420  191.214958  662.804239  17.359693  0.054108  0.289047  0.131135
2421  448.851447  1395.173463  17.372567  0.055367  0.922553  0.106563
2422  1377.107371  1740.151437  19.413748  0.181201  1.244470  0.129826
2423  1221.908806  514.611273  21.361790  0.188695  2.642271  0.110903
2424  455.138709  410.699014  17.475458  0.084445  0.571454  0.075091
2425  2006.109921  492.494730  18.485024  0.101576  1.056849  0.138401
2426  80.515771  1492.832316  18.941662  0.113443  1.319709  0.148549
2427  302.668733  1701.691700  18.312786  0.078401  1.010374  0.069605
2429  1459.983950  1035.700078  17.989399  0.101549  0.652182  0.045233
2430  1378.014671  1083.534838  17.576191  0.073054  0.698828  0.046125
2431  1158.063951  1349.075612  19.884929  0.299886  1.822483  0.104967
2432  1800.604104  582.825632  18.937751  0.106029  1.253059  0.085249
2433  33.411750  1842.340348  18.766919  0.093684  1.418471  0.087353
2434  1815.386093  263.353768  18.353072  0.152861  0.885316  0.091798
2436  555.341472  1017.667514  17.520653  0.052586  0.595179  0.051797
2437  737.560332  1157.356026  17.781853  0.046191  0.821906  0.116609
2438  841.335750  11.970475  18.832257  0.118289  1.135075  0.126591
2439  655.880339  285.967193  17.315870  0.060737  0.439002  0.093731
2440  1318.213981  1884.201953  18.646429  0.058925  0.882889  0.067851
2441  1461.474519  167.419318  17.151225  0.098691  0.049144  0.046665
2442  1430.686106  1166.501421  18.116431  0.066221  0.756948  0.104353
2443  258.171452  332.773438  17.544574  0.061102  0.728256  0.075604
2444  1772.706193  1802.089610  17.669701  0.070265  0.599322  0.058854
2445  222.224122  1752.941792  17.697417  0.200140  1.111507  0.071477
2446  1635.335250  124.428674  19.702276  0.085991  1.904812  0.115953
2447  2009.955523  854.756103  18.523052  0.050002  1.101523  0.115422
2448  1763.142097  702.067805  18.162290  0.097014  0.817380  0.102991
2449  1868.516334  1578.228680  19.445722  0.081768  1.638901  0.141889
2451  170.964415  1639.610620  16.292754  0.052518  -0.147200  0.032543
2452  1570.054135  1365.008659  19.887796  0.085624  2.103584  0.113200
2453  161.850593  1268.332758  18.765701  0.053112  1.108662  0.113641
2454  656.229425  117.692008  16.756571  0.040845  0.013711  0.054069
2455  831.058720  1310.543275  18.147120  0.071977  1.635492  0.099522
2456  981.163660  1725.413029  17.240401  0.091252  0.330962  0.050215
2457  757.184866  1358.333483  17.751197  0.059752  0.864021  0.051052
2458  653.050735  160.668496  18.614459  0.104035  1.030080  0.056924
2459  197.978428  315.260506  19.239673  0.141486  1.291642  0.143754
2460  960.447827  1246.240811  20.510451  0.153071  2.070818  0.125644
2461  342.544112  800.646976  17.604009  0.055632  0.597184  0.053319
2462  1452.710214  1860.133175  17.658210  0.116303  1.400946  0.045260
2463  1663.379374  1584.689298  20.125166  0.111179  2.317940  0.101358
2464  1943.304302  1014.684221  20.108448  0.193383  1.985883  0.123712
2465  563.011834  1493.729174  18.149064  0.059812  0.811074  0.066800
2466  1596.343672  191.115430  17.106504  0.062781  0.365052  0.050907
2467  401.132903  1136.692574  15.710531  0.093784  -0.580427  0.068380
2468  1400.340104  1959.341520  17.039477  0.047443  0.271701  0.036698
2469  961.156941  1578.677273  18.730990  0.076294  1.522021  0.077998
2470  1421.179090  1125.430716  18.107308  0.082502  0.990334  0.095450
2471  696.236120  314.296478  18.436938  0.048866  1.834388  0.047257
2472  212.306750  785.002354  17.562949  0.049529  1.209947  0.063736
2473  1754.245173  1381.347652  17.616219  0.046377  0.647090  0.039958
2474  900.098830  1772.706579  17.754998  0.100526  0.533767  0.053764
2475  2030.530549  482.916483  18.049441  0.080589  0.803012  0.078870
2476  745.341974  18.018655  17.491859  0.077112  0.627220  0.072456
2477  1328.927116  1055.959818  19.365738  0.066514  1.507818  0.097634
2478  854.916816  1583.380061  19.031867  0.056773  1.284259  0.117107
2479  109.519144  866.117217  18.024495  0.088209  0.921416  0.055538
2480  1924.817194  804.943989  16.554425  0.086804  0.031520  0.034192
2481  61.534384  1455.506843  17.189362  0.083547  0.170925  0.060301
2482  819.763375  1018.723697  17.864125  0.045328  0.764404  0.090344
2483  1618.943011  1898.409932  16.157684  0.031618  -0.176222  0.069763
2484  1395.026957  341.262857  15.927852  0.042330  -0.523318  0.050396
2485  1544.619797  932.244235  20.523334  0.136588  2.342434  0.169750
2486  269.157114  774.706014  17.297889  0.047132  0.340304  0.080888
2487  1706.158254  612.442429  19.703170  0.067923  1.636398  0.276495
2488  532.737270  2035.739287  16.430962  0.041070  0.010778  0.049660
2490  1778.307594  1083.330903  18.249004  0.055233  0.958511  0.074230
2491  648.794525  1453.761131  17.547418  0.149908  0.545961  0.061526
2492  830.366994  1207.611763  18.871185  0.096312  1.458063  0.193540
2494  582.642756  2012.779069  17.473397  0.084542  0.635192  0.051389
2495  2020.049756  751.197341  18.487584  0.119713  1.858924  0.096853
2496  1229.901283  630.839938  17.996584  0.065328  0.760986  0.069419
2497  212.089031  791.817482  18.829840  0.080319  1.485652  0.127999
2498  1745.266615  1031.579826  19.486678  0.086137  1.524989  0.121052
2499  412.980584  1225.901685  17.910142  0.042375  0.618387  0.110356
2500  885.318192  1355.694853  19.408167  0.121613  1.450047  0.185121
2501  241.862812  1375.712450  17.465896  0.045183  0.618598  0.039197
2502  481.799806  649.493899  15.671268  0.066827  -0.454204  0.066661
2503  997.471739  1656.297084  20.073488  0.114468  1.906683  0.146408
2504  629.095353  571.639301  17.286634  0.078431  0.529217  0.053386
2506  37.522304  2001.910599  18.573706  0.172190  1.131345  0.075325
2507  494.756848  444.019300  16.012566  0.059273  -0.189748  0.042515
2508  230.183453  265.899049  20.000967  0.115045  1.808148  0.146038
2509  481.928166  197.860802  19.715148  0.087758  1.670932  0.091276
2510  1762.481855  1304.153201  18.309037  0.104023  0.899099  0.083432
2511  324.349333  470.902987  19.142879  0.058299  1.442491  0.169314
2512  1975.357738  806.998496  20.635040  0.165486  2.418333  0.206378
2513  1846.544817  1599.151487  19.465004  0.127470  1.551344  0.065828
2514  594.774889  929.167023  17.657974  0.060362  0.694019  0.112040
2515  2022.638998  1759.156437  19.709564  0.151073  1.781707  0.145665
2516  556.420683  973.462302  17.332174  0.065674  0.625649  0.054836
2517  336.128961  217.104003  19.145911  0.126517  1.454051  0.065642
2518  51.191582  2028.738324  17.649459  0.047926  1.250854  0.064254
2519  1762.137950  1071.535719  17.938272  0.120762  0.642535  0.053057
2520  1348.554811  1620.174218  20.254076  0.091527  1.848919  0.190712
2521  602.097815  622.791981  17.889466  0.099977  0.701357  0.090668
2522  357.740822  538.986067  18.632550  0.051170  1.199387  0.086515
2523  279.568068  666.389078  19.668166  0.122533  1.605977  0.085873
2524  1740.356273  1832.696231  17.782781  0.083127  0.609319  0.062022
2525  864.558807  555.312648  18.135865  0.084826  0.869889  0.082139
2526  1069.552313  689.548588  15.836301  0.050399  -0.283924  0.037540
2527  491.456972  1114.157231  17.748989  0.064590  0.592989  0.043558
2528  385.011879  1733.164479  18.809922  0.118066  1.074911  0.185062
2529  1727.497846  1146.238262  18.557756  0.070778  1.138435  0.102359
2530  1602.321722  860.757711  20.206519  0.172560  1.301719  0.172333
2531  285.888309  1764.025373  19.325297  0.072954  1.153909  0.135781
2532  93.567304  726.288830  20.482175  0.215626  2.029688  0.133252
2533  570.888834  409.050882  20.308881  0.091388  1.810319  0.120809
2534  368.282267  1429.751218  18.565706  0.109729  0.869555  0.062453
2535  1854.769422  1938.837507  18.455068  0.051402  0.889378  0.067827
2536  1706.123130  1694.630734  18.537292  0.050959  2.171124  0.082959
2537  1347.492702  167.140489  20.365937  0.149724  1.943611  0.141132
2540  700.200233  534.668858  18.101557  0.090942  0.551008  0.047499
2541  1903.075216  144.453225  18.450841  0.088964  0.594874  0.072023
2542  325.661738  628.478425  18.311789  0.109913  0.608032  0.073391
2543  155.885262  1278.665512  19.505293  0.099773  1.009045  0.140299
2544  1805.614347  1779.861428  18.474331  0.116370  0.649362  0.066912
2545  492.067515  1964.790673  18.543293  0.060971  0.622738  0.082779
2546  1230.511591  654.383777  17.458549  0.083905  0.158350  0.068827
2547  588.166220  667.019544  18.368456  0.114575  1.256219  0.088783
2548  868.415536  798.177112  18.402745  0.076578  0.707480  0.046590
2549  1405.964745  240.665266  20.188855  0.087760  1.962920  0.115160
2550  1627.124053  301.213051  18.736114  0.079891  0.678869  0.068481
2551  303.145715  1613.387448  19.500042  0.088443  1.411384  0.116773
2552  1642.003923  1619.900818  19.397474  0.101616  1.438232  0.132820
2553  51.738388  1177.222025  18.414310  0.066342  0.746670  0.050793
2554  647.333133  158.528857  18.768094  0.095123  0.747091  0.063287
2555  1328.081787  230.274808  19.409271  0.081731  1.302130  0.088548
2556  721.910739  1410.772381  19.969151  0.223211  1.423308  0.130871
2557  1765.486037  1974.430579  16.414911  0.085835  -0.630846  0.056062
2558  331.367038  1706.439651  20.358042  0.156588  1.476044  0.087992
2559  367.876097  282.473581  21.310465  0.149570  1.676760  0.227205
2560  1185.445304  1602.615818  21.530627  0.175842  1.991025  0.249148
2561  1107.490060  556.049700  18.596419  0.076960  0.658372  0.112356
2562  1787.372033  1790.277506  20.728773  0.157186  1.632741  0.118668
2563  874.005926  1813.321622  18.715691  0.101146  0.928119  0.135195
2564  734.517610  652.152318  19.713890  0.113976  1.369374  0.077431
2565  888.541023  1655.623862  18.752789  0.107038  0.835237  0.155089
2566  2031.145622  1096.375256  20.241625  0.099013  1.106216  0.278383
2567  257.551741  1571.491517  16.883498  0.036611  -0.123132  0.065419
2568  652.923179  1142.259200  18.443960  0.051737  0.906336  0.085106
2569  1331.888079  988.109177  17.690954  0.045382  0.265712  0.042622
2570  378.216584  1943.108558  19.429756  0.191801  0.983166  0.090695
2571  1550.839103  1796.997628  20.865584  0.185373  2.297374  0.138565
2572  897.796324  1568.015333  18.272949  0.072596  0.709088  0.070766
2573  556.908404  1893.392987  18.336510  0.060409  0.897510  0.066066
2574  491.140102  358.560839  18.303408  0.062261  1.024436  0.146872
2575  1560.764030  1137.648023  18.282288  0.062623  0.743751  0.107080
2576  967.789282  148.383466  18.481794  0.064096  0.609031  0.048979
2577  1173.045349  884.677017  18.526215  0.098525  0.622665  0.066628
2578  1780.197108  1847.986668  19.784936  0.134467  1.339751  0.137262
2579  1713.276509  1465.745988  18.478286  0.097386  0.716131  0.067609
2580  959.466389  1246.416013  18.964287  0.127528  0.921341  0.088522
2581  930.459584  993.778833  18.230872  0.108823  1.799170  0.059685
2582  870.786142  1319.320593  18.815715  0.196398  1.466920  0.070914
2583  1980.418514  422.015538  18.008854  0.060373  0.534859  0.074691
2584  157.261374  1533.498906  19.403302  0.136129  1.337127  0.143557
2585  808.752490  1480.048352  18.159137  0.060747  0.525651  0.098954
2587  426.939720  1366.185255  19.177651  0.071297  1.205603  0.098310
2588  1999.212315  1821.045284  17.274347  0.079913  0.039874  0.035428
2589  389.134812  646.968696  19.944000  0.115262  1.751025  0.144265
2591  1844.067563  1950.092524  19.037267  0.103420  0.853537  0.082535
2592  716.867966  531.879389  18.612469  0.056995  1.346592  0.102759
2593  1999.916258  265.305080  16.262992  0.063169  -0.652073  0.058479
2594  1766.204172  1293.287462  18.542594  0.093580  1.781163  0.093677
2595  865.732385  291.039445  17.936465  0.061820  0.295412  0.090334
2596  896.857430  730.556219  19.733129  0.130727  1.478975  0.116709
2597  884.621636  1924.623832  19.144729  0.071655  1.073537  0.158264
2598  2036.001308  1185.863905  19.908818  0.122796  1.796624  0.117442
2599  1043.710575  1816.943595  18.689097  0.065549  0.482777  0.115465
2600  1717.266055  1826.383986  18.512311  0.110709  1.798119  0.123142
2602  800.427070  1204.352171  18.285913  0.103351  0.760306  0.081280
2603  1075.597271  1362.852825  18.992815  0.112863  0.771206  0.139343
2604  1799.287024  132.858685  16.776885  0.045091  -0.376012  0.108093
2605  943.576007  1888.943172  21.361111  0.198511  2.766388  0.324749
2606  326.680499  1703.280489  18.113898  0.049019  0.893688  0.145551
2607  1119.281935  282.014113  18.360721  0.073991  0.684336  0.139934
2608  1946.488432  572.773072  19.515258  0.066752  1.536020  0.115098
2609  1709.513122  1896.208303  19.215739  0.112901  0.915025  0.164179
2610  895.607829  344.335478  18.377848  0.071491  0.700037  0.117539
2611  499.234439  868.834435  18.600921  0.073320  1.038770  0.182949
2612  1015.720937  1886.535789  19.543537  0.131390  1.228179  0.081202
2613  62.169540  1729.204559  18.688631  0.084124  0.784159  0.096200
2614  465.384156  5.306217  18.429047  0.046636  1.407915  0.061550
2615  478.797973  960.824400  20.528487  0.167390  1.746541  0.156293
2616  912.193701  1586.359706  19.113053  0.088786  0.956105  0.080914
2617  557.917252  839.434422  18.185211  0.103187  0.480329  0.102406
2618  188.020167  131.302679  18.887227  0.124464  0.674712  0.054268
2619  1903.596591  1840.220001  19.083014  0.067584  1.148542  0.072618
2620  1436.308289  485.973547  20.640851  0.127098  2.005092  0.160441
2621  848.780483  1054.577119  19.957292  0.186561  1.564155  0.097418
2622  1965.247058  1383.081565  20.025092  0.189539  1.618949  0.162888
2623  1560.307904  1746.742959  20.942633  0.138488  1.882941  0.134571
2624  808.328734  1150.590233  17.305588  0.087598  0.086880  0.107100
2625  1124.158569  482.957839  18.190429  0.119662  0.820930  0.088371
2626  164.534984  1920.321614  19.140146  0.077714  1.190651  0.123408
2627  58.508268  1778.074861  17.893029  0.053770  0.441473  0.098842
2628  1629.272902  302.253735  18.415550  0.120326  1.636019  0.136752
2629  1956.284430  1106.224193  17.608605  0.052841  0.315341  0.079730
2630  809.784586  2.281948  18.455397  0.149703  1.039027  0.080301
2631  1666.242702  410.718713  18.310630  0.064853  0.725374  0.101466
2632  1285.834872  601.411674  18.327947  0.111256  0.582652  0.052655
2633  1411.152803  35.034101  20.625980  0.104778  1.746738  0.101619
2634  1485.958968  94.751647  19.780901  0.133884  1.539115  0.084092
2635  1700.740623  1739.789339  19.921981  0.085225  1.368805  0.093392
2636  104.249234  1904.489199  18.483306  0.047889  0.889128  0.131466
2637  874.425650  1247.408739  18.283344  0.063757  0.354379  0.046544
2638  186.765567  1878.385299  18.993620  0.074547  0.901384  0.106013
2639  382.756493  528.703189  19.245440  0.146099  1.147397  0.081164
2640  386.274739  2031.853851  19.414673  0.153169  0.882321  0.095934
2641  452.179510  150.714287  18.489081  0.100202  0.803202  0.058230
2643  1126.982472  1895.864628  18.499214  0.073939  0.790606  0.063088
2644  1160.196593  600.149232  19.090587  0.088527  1.211430  0.060062
2645  1490.049281  956.458209  18.431882  0.058118  0.662043  0.060815
2646  668.337489  1347.961697  19.626407  0.157273  1.627157  0.087378
2647  1924.384049  1972.463079  20.564108  0.098132  1.838655  0.091948
2648  1171.858179  573.979624  18.389108  0.062042  0.711553  0.080497
2649  464.174216  134.190816  20.158626  0.132156  1.390463  0.102673
2650  124.680885  1526.336400  20.553227  0.182928  2.006637  0.144227
2651  622.810111  473.694651  20.858421  0.228812  2.073930  0.194769
2652  1458.757970  891.018782  20.572767  0.091505  1.863742  0.179827
2653  386.960253  1121.032003  18.232546  0.055741  0.674311  0.070120
2654  1685.193361  1315.089800  18.844806  0.119309  0.776190  0.082464
2655  1319.489480  1514.363742  19.585207  0.195536  1.276755  0.092174
2656  379.926818  710.346654  20.486595  0.128672  1.523217  0.236101
2657  1542.957902  1004.900486  17.239719  0.038509  -0.071707  0.086122
2658  414.704950  2047.426753  18.835147  0.069275  1.068015  0.121963
2659  727.736235  1244.604071  18.712032  0.051832  0.614197  0.111670
2660  493.654065  277.849780  18.712810  0.072904  1.808700  0.091591
2661  841.710193  657.939455  18.085958  0.079138  0.702272  0.104813
2663  1419.546569  1793.852055  18.638667  0.080342  0.756259  0.125139
2665  1475.439930  1823.734855  18.451554  0.081064  1.675380  0.054795
2666  237.093668  838.620126  19.785714  0.172550  1.485237  0.107816
2667  282.328290  792.623414  18.495797  0.100473  0.805026  0.141524
2668  1270.988201  1067.340667  16.169268  0.032030  -0.775878  0.044308
2669  1411.292347  1479.146532  19.069465  0.125099  1.020715  0.156575
2670  1711.677407  178.449957  18.763439  0.105245  0.939868  0.120793
2671  737.147391  1855.354858  18.995340  0.076572  1.665285  0.065784
2672  1633.431528  1132.763716  18.248243  0.108550  1.032302  0.061188
2673  1083.679655  1791.834536  20.578107  0.120977  2.067609  0.123722
2674  1980.166850  819.551554  18.850677  0.059275  1.041131  0.085888
2675  984.881827  1939.773490  19.634875  0.087924  1.504968  0.067523
2676  2044.322341  164.108262  17.763459  0.046720  0.194377  0.054653
2677  436.288449  845.867256  18.734487  0.096923  0.698881  0.088913
2678  1144.916478  1028.308474  18.332578  0.051885  0.763768  0.054272
2679  1272.483829  1812.686821  19.283435  0.103140  0.996995  0.146212
2680  793.944051  1246.919569  18.673812  0.071138  1.027372  0.072882
2681  116.249447  408.147099  18.619519  0.099586  0.815052  0.058866
2682  1481.788842  1523.937307  20.614150  0.111811  2.044949  0.124482
2683  761.022961  1683.714552  18.145739  0.063301  0.732423  0.054298
2684  1200.477946  1602.406150  20.204759  0.143364  1.655397  0.084879
2685  1713.477832  866.737312  18.233849  0.101446  0.585662  0.095639
2686  1471.314445  1843.109023  18.038806  0.074970  0.474390  0.087864
2687  1580.274344  1770.439304  18.278996  0.098964  1.177070  0.073314
2689  905.556557  1182.648502  18.617406  0.059157  0.845208  0.069691
2690  555.057325  1744.962232  19.384830  0.084192  1.339964  0.071711
2691  819.798075  855.191831  21.002711  0.114213  2.136473  0.238134
2692  28.722813  1114.688134  18.447407  0.104323  0.754521  0.073167
2693  1135.067620  775.230447  19.122697  0.122200  1.041001  0.102281
2694  1121.444135  520.356047  19.913322  0.126014  1.794659  0.120572
2695  1127.652400  1470.483768  19.302809  0.107292  1.106191  0.114990
2696  505.588883  1426.055241  18.297851  0.056804  0.951553  0.085226
2697  94.946136  1952.387874  18.694453  0.108353  0.608859  0.070756
2698  1921.977489  917.054995  19.378003  0.083736  1.161216  0.127900
2699  1760.621635  678.808902  18.221532  0.099681  0.424699  0.142353
2701  1746.666239  926.017210  16.620855  0.058905  -0.343617  0.055555
2702  1238.064809  775.575773  18.969855  0.145464  0.651328  0.079897
2703  457.897816  963.814826  19.005511  0.167722  1.086336  0.062543
2704  250.401263  1147.643648  19.753071  0.154002  1.303121  0.146248
2705  529.831417  961.194568  20.676897  0.093003  1.948092  0.090890
2706  1917.081048  1204.469315  18.570134  0.121534  1.485111  0.062011
2707  1456.379226  216.637132  18.775267  0.065229  0.876976  0.100878
