# Synthetic cluster MASSCLEAN parameters:
# M = 500 Mo
# z = 0.008
# log(age) = 8.0
# Av = 1.0 / E(B-V) = 0.32
# d = 3 kpc / d_m = 12.39
#
# id  x  y  V  eV  BV  eBV
2177  1805.215555  458.907438  19.076806  0.061445  2.332626  0.063036
2178  833.991558  1544.186395  19.028555  0.073311  2.432896  0.067643
2179  1432.404346  3.925986  15.220415  0.041999  0.169651  0.033790
2180  430.726316  1020.583629  15.650109  0.036504  0.474296  0.083770
2181  490.917241  1791.531546  17.722169  0.060309  1.418724  0.050449
2182  685.692410  1134.142091  16.931002  0.037540  1.138789  0.033137
2183  421.535344  9.479368  15.965347  0.038208  0.956043  0.071953
2184  1176.629659  934.805467  19.149290  0.092079  2.269549  0.137297
2185  1529.825727  1367.255292  15.821106  0.054239  0.484486  0.054099
2186  943.881339  49.154937  18.736860  0.053517  2.278498  0.062149
2187  512.368748  1310.428753  19.493846  0.066663  2.508208  0.085819
2188  145.667629  86.995028  15.655283  0.073988  0.467668  0.027250
2189  758.293961  948.937213  18.134551  0.072035  2.090691  0.089803
2190  1212.182079  1646.843982  15.383929  0.038916  0.292308  0.024431
2191  1713.916239  321.180516  15.790799  0.062188  0.546499  0.027447
2192  1130.272964  252.159689  17.646775  0.049325  1.735689  0.074527
2193  815.841459  1887.774837  14.406715  0.024919  -0.229916  0.041379
2194  597.531317  602.355118  18.833253  0.090544  1.931634  0.064751
2195  152.463556  1121.358487  15.733827  0.031250  -0.114777  0.063878
2196  1462.414925  1629.162762  18.574542  0.086680  1.878263  0.055791
2198  1737.826464  77.401173  16.454044  0.054898  0.475118  0.057076
2199  375.606514  37.559389  20.984534  0.107107  2.716941  0.356705
2200  1130.714023  366.239358  18.282762  0.064281  1.484395  0.121875
2201  676.401530  150.275213  16.276688  0.030707  1.040195  0.041835
2202  1581.471068  1935.036416  16.289329  0.117107  0.493328  0.072373
2204  435.210396  1212.377423  20.177609  0.123555  2.553309  0.120520
2205  905.736826  1504.143959  19.677478  0.097284  2.236320  0.068869
2206  1349.538724  29.013601  21.195828  0.155210  3.268377  0.181208
2207  449.344970  923.257843  19.377990  0.122816  2.338259  0.111210
2209  1670.238969  504.171365  17.324209  0.035614  0.900372  0.059292
2210  1939.408223  1160.403545  18.921711  0.095866  2.232756  0.070367
2211  1422.768147  1553.257747  15.952750  0.049471  0.359625  0.061220
2212  476.560840  309.445681  16.544131  0.044435  0.533408  0.050484
2213  816.868420  13.339679  17.923485  0.087951  1.176016  0.039530
2214  1571.256540  640.530742  16.382323  0.071355  0.576485  0.035256
2215  1465.888833  1089.348573  19.873074  0.169660  2.420267  0.161654
2216  239.280002  689.729834  16.190173  0.070503  1.140967  0.040444
2217  475.538374  1949.701239  17.916930  0.169963  1.273513  0.059166
2218  1330.827730  4.631964  18.315512  0.077376  1.515106  0.057775
2219  889.983714  1282.159225  18.670330  0.106511  1.835980  0.083303
2220  740.905208  1832.038248  14.752501  0.044524  -0.541443  0.045427
2221  1282.620969  80.732584  16.248150  0.076290  1.160436  0.048656
2222  1551.144254  898.001032  17.026588  0.102889  0.809014  0.040824
2223  292.691986  1613.756252  17.166520  0.071702  0.779705  0.040179
2225  1248.706011  288.053436  19.031932  0.138170  2.265102  0.193875
2226  1377.059747  908.799341  19.521550  0.116385  2.342359  0.117273
2227  1476.918659  1223.516227  16.490592  0.070612  1.433345  0.041400
2228  1659.424692  1769.116665  17.747187  0.053895  0.816380  0.091412
2229  909.918037  197.519007  16.606301  0.053691  1.609712  0.044541
2230  380.419868  2005.058613  16.319747  0.068722  0.723807  0.063398
2231  636.152898  861.764104  17.030207  0.069336  0.696695  0.061565
2232  762.825850  1951.522379  18.508372  0.051572  1.773935  0.089589
2233  1630.490131  1791.378160  16.612188  0.042844  0.614398  0.035329
2234  1582.925948  1979.387824  19.531345  0.074066  2.332529  0.082970
2235  541.906684  615.927885  14.808629  0.031856  -0.427362  0.029212
2236  589.697896  1183.032250  16.589290  0.058602  0.840414  0.045920
2237  555.783031  259.565054  20.786120  0.097845  3.027513  0.176414
2238  1542.967300  972.256935  17.737591  0.108941  1.192678  0.084410
2239  1536.690003  26.104396  16.722223  0.031032  1.036183  0.036168
2240  1653.326187  1738.581325  17.701087  0.124709  1.306311  0.051514
2241  1061.763702  986.820127  16.558838  0.050264  1.265041  0.046488
2242  887.103056  1941.555530  16.790059  0.057637  0.721906  0.033932
2243  1882.695559  1364.441795  16.093743  0.043184  0.387481  0.037590
2244  348.189488  1845.273767  16.364171  0.037070  0.503176  0.058235
2245  1686.779660  1405.913798  16.845864  0.044795  0.784891  0.047086
2246  1127.913279  1096.758953  15.932269  0.100520  0.459341  0.042074
2247  1307.118947  1805.088002  15.640278  0.046864  0.137858  0.067751
2248  1033.422259  2009.044135  16.460884  0.075075  0.658666  0.041138
2249  1201.527966  29.167963  18.736498  0.125792  1.873692  0.071103
2250  419.245852  387.216805  20.868542  0.130704  2.857167  0.169615
2251  132.654379  1489.203602  19.311549  0.063793  2.337422  0.085762
2252  1790.012782  1958.825007  16.025363  0.042209  0.519552  0.040887
2253  826.152567  1921.621408  17.111646  0.041614  0.964463  0.054259
2254  646.223007  168.910852  17.520789  0.083889  1.083226  0.055604
2255  600.910115  1050.421962  15.403599  0.095895  -0.102311  0.036603
2256  1528.173086  1732.217322  20.267345  0.291885  2.558583  0.140389
2257  639.667617  1423.988767  16.204591  0.034257  0.702113  0.044860
2258  1412.226242  1537.353082  17.533687  0.037944  1.255496  0.098806
2259  1904.143897  1988.728155  19.019269  0.119618  2.057381  0.089321
2260  150.354202  1096.532729  16.058553  0.034382  1.031081  0.052423
2261  1355.122776  74.176996  18.583509  0.101076  1.537984  0.069027
2263  1184.580671  1226.421443  17.036140  0.043981  0.861673  0.050709
2264  430.288897  318.281919  16.414903  0.032999  0.510681  0.080330
2265  32.381277  773.130388  17.333082  0.083321  1.110753  0.111848
2266  639.081809  1030.539148  15.613952  0.038735  0.219112  0.043958
2267  925.818933  1473.618986  16.252420  0.056198  0.410173  0.048435
2268  1953.441198  204.278440  19.608470  0.116705  2.329560  0.106343
2270  610.754800  833.713100  18.879776  0.178902  1.657590  0.083287
2271  311.706620  1553.796456  18.696260  0.190251  1.620790  0.117210
2272  1943.720144  1876.491764  19.235428  0.111535  1.626096  0.135542
2273  1455.115483  1118.328689  17.948270  0.085384  0.943087  0.044739
2274  1552.035752  733.799744  18.338475  0.076956  1.090413  0.054554
2275  1111.877838  1725.483919  16.924768  0.055817  0.453259  0.060857
2276  1039.575865  696.980340  16.933637  0.044695  0.609074  0.046346
2277  1762.161396  913.154080  17.194252  0.042556  0.422124  0.058305
