# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Sun May  2 15:39:34 CEST 2021
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Age = 1.000000E+07 yr
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0005 -1.49213 7.00000 12.9573736191 2.6281754971   12.952  4.330  4.5189  4.248    1 -6.054 -2.974 -3.137 -2.659
0.0005 -1.49213 7.00000 13.4035367966 2.6284236908   13.394  4.386  4.5222  4.220    1 -6.194 -3.102 -3.265 -2.786
0.0005 -1.49213 7.00000 13.8206148148 2.6286389828   13.808  4.438  4.5246  4.191    1 -6.324 -3.222 -3.385 -2.906
0.0005 -1.49213 7.00000 13.9999990463 2.6287269592   13.987  4.460  4.5254  4.177    1 -6.380 -3.274 -3.438 -2.959
0.0005 -1.49213 7.00000 14.3431806564 2.6288886070   14.331  4.500  4.5266  4.152    1 -6.481 -3.372 -3.536 -3.056
0.0005 -1.49213 7.00000 14.7578821182 2.6290721893   14.746  4.549  4.5275  4.120    1 -6.602 -3.491 -3.655 -3.176
0.0005 -1.49213 7.00000 15.2884902954 2.6292905807   15.278  4.610  4.5275  4.074    1 -6.755 -3.646 -3.810 -3.332
0.0005 -1.49213 7.00000 15.7497549057 2.6294667721   15.740  4.664  4.5260  4.027    1 -6.889 -3.792 -3.956 -3.479
0.0005 -1.49213 7.00000 15.9999990463 2.6295573711   15.990  4.693  4.5245  3.999    1 -6.962 -3.875 -4.038 -3.562
0.0005 -1.49213 7.00000 16.1894550323 2.6296238899   16.177  4.714  4.5233  3.979    1 -7.014 -3.933 -4.096 -3.620
0.0005 -1.49213 7.00000 16.6424312592 2.6297760010   16.624  4.763  4.5193  3.925    1 -7.137 -4.076 -4.238 -3.763
0.0005 -1.49213 7.00000 17.1222515106 2.6299269199   17.098  4.816  4.5123  3.856    1 -7.271 -4.241 -4.403 -3.929
0.0005 -1.49213 7.00000 17.5597286224 2.6300563812   17.528  4.865  4.5039  3.785    1 -7.392 -4.405 -4.566 -4.097
0.0005 -1.49213 7.00000 17.9684886932 2.6301708221   17.931  4.910  4.4937  3.708    1 -7.506 -4.584 -4.742 -4.283
0.0005 -1.49213 7.00000 18.0000000000 2.6301794052   17.965  4.914  4.4928  3.702    1 -7.515 -4.599 -4.757 -4.298
0.0005 -1.49213 7.00000 18.2372112274 2.6302428246   18.200  4.940  4.4857  3.653    1 -7.580 -4.703 -4.860 -4.405
0.0005 -1.49213 7.00000 18.5122718811 2.6303141117   18.474  4.971  4.4791  3.602    1 -7.657 -4.818 -4.973 -4.523
0.0005 -1.49213 7.00000 18.6326713562 2.6303443909   18.593  4.984  4.4769  3.583    1 -7.691 -4.863 -5.018 -4.569
0.0005 -1.49213 7.00000 18.7553443909 2.6303749084   18.715  5.001  4.4837  3.596    1 -7.732 -4.872 -5.028 -4.576
0.0005 -1.49213 7.00000 18.8017177582 2.6303863525   18.761  5.011  4.4935  3.626    1 -7.757 -4.845 -5.003 -4.546
0.0005 -1.49213 7.00000 18.8205108643 2.6303908825   18.780  5.022  4.5061  3.666    1 -7.786 -4.789 -4.949 -4.479
0.0005 -1.49213 7.00000 18.8265323639 2.6303925514   18.785  5.034  4.5164  3.695    1 -7.816 -4.767 -4.930 -4.455
0.0005 -1.49213 7.00000 18.8302440643 2.6303932667   18.789  5.047  4.5259  3.721    1 -7.847 -4.752 -4.916 -4.439
0.0005 -1.49213 7.00000 18.8305435181 2.6303935051   18.789  5.047  4.5262  3.722    1 -7.848 -4.751 -4.915 -4.438
0.0005 -1.49213 7.00000 18.8314762115 2.6303937435   18.790  5.045  4.5244  3.717    1 -7.842 -4.755 -4.918 -4.442
0.0005 -1.49213 7.00000 18.8325061798 2.6303939819   18.791  5.042  4.5218  3.709    1 -7.836 -4.762 -4.925 -4.449
0.0005 -1.49213 7.00000 18.8332252502 2.6303939819   18.792  5.041  4.5195  3.701    1 -7.833 -4.770 -4.933 -4.457
0.0005 -1.49213 7.00000 18.8338050842 2.6303942204   18.793  5.040  4.5176  3.694    1 -7.831 -4.777 -4.939 -4.464
0.0005 -1.49213 7.00000 18.8343124390 2.6303944588   18.793  5.040  4.5160  3.688    1 -7.829 -4.782 -4.945 -4.470
0.0005 -1.49213 7.00000 18.8349208832 2.6303944588   18.794  5.039  4.5139  3.681    2 -7.827 -4.790 -4.952 -4.478
0.0005 -1.49213 7.00000 18.8353672028 2.6303946972   18.794  5.038  4.5122  3.675    2 -7.826 -4.797 -4.958 -4.485
0.0005 -1.49213 7.00000 18.8358211517 2.6303946972   18.795  5.038  4.5106  3.669    2 -7.824 -4.803 -4.964 -4.491
0.0005 -1.49213 7.00000 18.8363742828 2.6303949356   18.795  5.037  4.5083  3.660    2 -7.824 -4.813 -4.974 -4.501
