EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,_x,_y,Gmag,BP-RP,e_Gmag,e_BP-RP
1084,116.3672,-24.0434,0.606,0.134,-0.974,0.099,1.049,0.123,-0.191,0.207,18.493,1.545,0.003,0.026
1085,116.3709,-24.0416,0.422,0.142,-1.717,0.097,2.294,0.128,-0.189,0.21,18.672,1.568,0.003,0.032
1086,116.368,-24.0407,0.204,0.105,-1.347,0.07,2.537,0.097,-0.188,0.207,18.085,1.114,0.003,0.016
1087,116.3712,-24.0376,-0.146,0.184,-1.007,0.123,1.429,0.161,-0.185,0.21,18.96,1.9,0.003,0.038
1088,116.3721,-24.0357,0.238,0.093,-2.402,0.064,2.79,0.083,-0.183,0.211,17.974,1.239,0.003,0.014
1089,116.3652,-24.0352,0.539,0.155,-1.715,0.101,1.717,0.139,-0.182,0.205,18.717,1.469,0.003,0.024
1090,116.3684,-24.0333,0.457,0.162,0.708,0.105,0.696,0.146,-0.18,0.208,18.792,1.446,0.003,0.031
1091,116.3678,-24.043,0.026,0.153,-1.978,0.104,2.238,0.137,-0.19,0.207,18.681,1.355,0.003,0.055
1092,116.3737,-24.0384,0.478,0.175,-1.353,0.119,1.204,0.159,-0.186,0.212,18.936,1.388,0.003,0.055
1093,116.3737,-24.039,0.341,0.107,-1.14,0.071,1.564,0.101,-0.186,0.213,18.16,1.117,0.003,0.024
1094,116.3638,-24.0372,0.268,0.016,-0.722,0.011,1.345,0.015,-0.184,0.203,14.247,1.631,0.003,0.005
1095,116.383,-24.036,0.646,0.012,-3.495,0.008,2.705,0.011,-0.183,0.221,13.327,0.344,0.003,0.005
1096,116.375,-24.0353,0.466,0.163,-2.273,0.101,2.095,0.144,-0.183,0.214,18.699,1.329,0.003,0.028
1097,116.3807,-24.0273,0.195,0.169,-3.27,0.105,3.234,0.15,-0.174,0.219,18.771,1.474,0.003,0.028
1098,116.3778,-24.0263,0.441,0.174,-3.607,0.114,7.261,0.158,-0.173,0.216,18.833,1.501,0.003,0.029
1099,116.3689,-24.0302,0.246,0.1,-0.417,0.069,1.323,0.092,-0.177,0.208,17.023,1.484,0.003,0.007
1100,116.3519,-24.0344,0.215,0.154,-0.269,0.105,1.418,0.142,-0.182,0.193,18.736,1.545,0.003,0.025
1101,116.3624,-24.0278,0.258,0.126,-0.827,0.085,6.766,0.118,-0.175,0.202,18.371,1.469,0.003,0.02
1102,116.355,-24.0326,0.351,0.06,-3.074,0.041,3.247,0.054,-0.18,0.195,17.138,1.114,0.003,0.009
1103,116.3625,-24.0194,0.135,0.062,-1.358,0.043,2.067,0.056,-0.167,0.202,17.129,0.982,0.003,0.008
1104,116.3712,-24.0166,1.216,0.182,-7.17,0.121,11.155,0.158,-0.164,0.21,18.94,2.705,0.003,0.048
1105,116.3619,-24.0188,0.789,0.116,-0.327,0.079,4.577,0.108,-0.166,0.202,18.22,1.401,0.003,0.022
1106,116.3762,-24.0205,0.438,0.122,-0.887,0.081,2.393,0.109,-0.168,0.215,17.451,1.15,0.003,0.01
1107,116.3651,-24.0144,0.553,0.086,-1.76,0.057,4.11,0.074,-0.162,0.205,17.69,1.261,0.003,0.011
1108,116.3638,-24.0211,0.276,0.054,-2.11,0.036,2.992,0.049,-0.168,0.204,16.901,1.186,0.003,0.007
1109,116.3661,-24.0265,0.48,0.048,-2.952,0.034,0.479,0.044,-0.174,0.206,15.574,1.047,0.003,0.005
1110,116.3652,-24.0254,0.75,0.086,-6.593,0.058,5.741,0.082,-0.173,0.205,17.727,1.6,0.003,0.014
1111,116.3603,-24.0208,0.44,0.073,-4.413,0.05,3.371,0.067,-0.168,0.2,17.517,1.132,0.003,0.01
1112,116.3939,-24.0223,0.417,0.139,-1.916,0.089,0.998,0.126,-0.17,0.231,18.516,1.473,0.003,0.025
1113,116.3889,-24.0223,0.564,0.137,-5.968,0.093,4.845,0.128,-0.169,0.226,18.498,1.547,0.003,0.022
1114,116.396,-24.017,0.695,0.121,-5.445,0.082,2.664,0.114,-0.164,0.233,18.377,1.501,0.003,0.023
1115,116.3892,-24.0122,0.237,0.064,-1.473,0.043,1.81,0.057,-0.159,0.227,17.212,1.99,0.003,0.009
1116,116.389,-24.0207,0.293,0.047,-2.776,0.032,3.621,0.042,-0.168,0.227,16.624,0.799,0.003,0.007
1117,116.3916,-24.0266,0.259,0.015,-1.615,0.01,2.145,0.014,-0.174,0.229,14.256,1.451,0.003,0.005
1118,116.4039,-24.015,0.937,0.161,-5.908,0.103,2.206,0.143,-0.162,0.24,18.705,2.085,0.003,0.036
1119,116.4084,-24.0112,1.262,0.131,-4.883,0.085,4.075,0.12,-0.158,0.244,18.385,2.236,0.003,0.029
1120,116.4013,-24.0076,0.041,0.12,-1.058,0.081,2.915,0.117,-0.155,0.238,18.2,1.343,0.003,0.02
1121,116.3992,-24.0037,0.337,0.179,-2.23,0.125,1.582,0.167,-0.151,0.236,18.954,1.405,0.003,0.032
1122,116.3996,-24.0168,0.226,0.158,-1.292,0.103,1.404,0.156,-0.164,0.236,18.546,1.567,0.003,0.02
1123,116.4001,-24.0134,0.256,0.061,-1.052,0.041,1.44,0.057,-0.161,0.237,17.143,0.989,0.003,0.008
1124,116.3965,-24.0131,1.008,0.025,-3.504,0.017,1.109,0.022,-0.16,0.233,15.064,0.898,0.003,0.005
1125,116.3982,-24.016,0.21,0.027,1.886,0.018,2.516,0.025,-0.163,0.235,15.566,1.487,0.003,0.005
1126,116.3863,-24.0119,0.146,0.099,-2.206,0.064,2.081,0.085,-0.159,0.224,17.916,1.09,0.003,0.014
1127,116.3764,-24.0113,-0.103,0.214,-1.178,0.141,1.096,0.197,-0.158,0.215,18.779,1.488,0.003,0.022
1128,116.3794,-24.0074,0.222,0.154,2.863,0.103,-5.166,0.14,-0.155,0.218,18.704,1.572,0.003,0.03
1129,116.3824,-24.0165,0.287,0.063,-2.449,0.043,3.196,0.058,-0.164,0.221,15.278,1.034,0.003,0.005
1130,116.3786,-24.0117,0.281,0.04,-2.001,0.026,2.238,0.034,-0.159,0.217,16.219,0.821,0.003,0.006
1131,116.3866,-24.0035,0.362,0.109,-0.381,0.073,-2.366,0.101,-0.151,0.224,18.067,1.546,0.003,0.016
1132,116.3974,-24.0017,0.412,0.103,-4.776,0.069,4.933,0.095,-0.149,0.234,18.063,1.308,0.003,0.016
1133,116.3969,-23.9984,0.652,0.077,-2.411,0.053,2.068,0.069,-0.146,0.234,17.601,1.385,0.003,0.011
1134,116.3898,-23.9955,0.282,0.17,-0.88,0.116,1.747,0.156,-0.143,0.227,18.895,1.234,0.003,0.026
1135,116.3896,-23.9912,3.257,0.18,-9.601,0.128,5.592,0.17,-0.138,0.227,18.979,3.059,0.003,0.071
1136,116.395,-23.9973,0.294,0.129,-0.771,0.088,2.852,0.12,-0.145,0.232,18.452,1.472,0.003,0.021
1137,116.3907,-23.9986,0.419,0.109,-1.758,0.073,3.483,0.102,-0.146,0.228,18.177,1.175,0.003,0.013
1138,116.383,-23.9999,1.11,0.087,-3.964,0.06,4.452,0.079,-0.147,0.221,17.563,1.719,0.003,0.011
1139,116.3466,-24.027,1.178,0.374,-2.696,0.251,-0.879,0.355,-0.174,0.188,18.194,1.435,0.004,0.018
1140,116.3438,-24.0238,0.202,0.114,-2.18,0.077,1.658,0.105,-0.171,0.185,18.245,1.148,0.003,0.022
1141,116.3525,-24.0206,0.59,0.139,-1.75,0.094,2.811,0.128,-0.168,0.193,18.515,1.285,0.003,0.018
1142,116.3446,-24.0207,0.274,0.155,-2.154,0.104,3.051,0.142,-0.168,0.186,18.711,1.42,0.003,0.029
1143,116.3507,-24.0181,0.89,0.013,1.42,0.009,-1.702,0.011,-0.165,0.192,13.524,0.704,0.003,0.005
1144,116.3463,-24.0184,0.255,0.108,-2.077,0.072,3.095,0.099,-0.166,0.188,18.059,1.529,0.003,0.017
1145,116.3444,-24.016,1.437,0.179,-10.836,0.121,6.919,0.159,-0.163,0.186,18.943,2.304,0.003,0.053
1146,116.3435,-24.0135,0.271,0.06,-1.78,0.04,2.721,0.054,-0.161,0.185,17.103,1.335,0.003,0.009
1147,116.3447,-24.0257,0.098,0.136,-1.313,0.092,0.815,0.128,-0.173,0.186,18.504,1.711,0.003,0.026
1148,116.3456,-24.016,0.152,0.154,-1.335,0.101,0.537,0.137,-0.163,0.187,18.645,1.451,0.003,0.029
1149,116.3493,-24.0148,0.379,0.034,-1.552,0.024,2.925,0.031,-0.162,0.19,15.995,0.974,0.003,0.006
1150,116.3522,-24.0241,0.534,0.044,-2.906,0.03,0.797,0.04,-0.171,0.193,16.525,1.079,0.003,0.006
1151,116.3479,-24.0256,0.609,0.069,-2.577,0.047,0.841,0.066,-0.173,0.189,15.621,1.226,0.003,0.005
1152,116.3417,-24.0169,0.474,0.142,-1.397,0.097,2.095,0.132,-0.164,0.183,18.597,1.628,0.003,0.032
1153,116.3453,-24.023,0.214,0.157,-1.903,0.107,3.328,0.145,-0.17,0.187,18.752,1.258,0.003,0.029
1154,116.3392,-24.0185,0.191,0.156,-1.119,0.104,1.97,0.147,-0.166,0.181,18.627,1.275,0.003,0.029
1155,116.3434,-24.0264,0.961,0.024,-3.429,0.017,5.127,0.023,-0.174,0.185,15.337,0.916,0.003,0.005
1156,116.3395,-24.0227,0.282,0.024,-2.81,0.017,3.268,0.022,-0.17,0.181,15.209,0.501,0.003,0.005
1157,116.3423,-24.0275,0.184,0.024,-2.273,0.017,3.317,0.022,-0.175,0.184,15.276,0.441,0.003,0.005
1158,116.3523,-24.0133,1.005,0.056,-3.746,0.038,5.106,0.051,-0.16,0.193,16.982,1.423,0.003,0.008
1159,116.3617,-24.0147,0.518,0.162,-2.726,0.108,3.022,0.14,-0.162,0.202,18.62,1.176,0.003,0.067
1160,116.3474,-24.0114,-0.065,0.205,-1.236,0.135,0.712,0.185,-0.159,0.189,18.909,1.994,0.003,0.043
1161,116.3608,-24.0106,0.111,0.124,-1.943,0.084,1.48,0.114,-0.158,0.201,18.354,1.251,0.003,0.018
1162,116.3594,-24.0081,0.147,0.064,-1.276,0.044,1.996,0.058,-0.155,0.199,17.27,0.872,0.003,0.009
1163,116.3535,-24.0039,0.428,0.175,-1.261,0.113,2.298,0.156,-0.151,0.194,18.828,1.347,0.003,0.028
1164,116.357,-24.007,0.293,0.117,-1.345,0.075,1.912,0.106,-0.154,0.197,18.223,1.265,0.003,0.015
1165,116.3555,-24.0024,0.188,0.068,-1.251,0.047,1.805,0.061,-0.15,0.196,17.354,0.909,0.003,0.008
1166,116.3581,-24.0066,0.625,0.062,-1.408,0.041,0.115,0.056,-0.154,0.198,17.101,1.265,0.003,0.007
1167,116.3619,-24.0141,0.447,0.073,-3.657,0.049,4.509,0.065,-0.161,0.202,17.233,1.188,0.003,0.012
1168,116.3528,-24.0058,0.166,0.017,-1.314,0.012,2.082,0.016,-0.153,0.193,14.391,0.57,0.003,0.005
1169,116.3558,-24.0145,0.189,0.056,-1.142,0.037,0.954,0.051,-0.162,0.196,16.999,1.318,0.003,0.008
1170,116.3534,-24.0144,0.5,0.127,-1.457,0.085,2.089,0.122,-0.162,0.194,17.397,1.382,0.004,0.008
1171,116.3535,-24.0171,0.497,0.051,-7.378,0.036,2.385,0.047,-0.164,0.194,16.814,1.261,0.003,0.007
1172,116.33,-24.0145,0.301,0.122,-3.916,0.082,6.728,0.116,-0.162,0.173,18.352,1.292,0.003,0.019
1173,116.3278,-24.0138,0.323,0.056,-3.042,0.037,1.614,0.052,-0.161,0.171,16.89,1.179,0.003,0.006
1174,116.341,-24.0112,1.044,0.09,-2.648,0.061,-3.658,0.082,-0.158,0.183,17.832,1.784,0.003,0.025
1175,116.338,-24.009,2.068,0.051,-15.508,0.035,-5.034,0.048,-0.156,0.18,16.786,2.136,0.003,0.009
1176,116.3326,-24.0055,0.474,0.073,-1.178,0.052,1.876,0.069,-0.153,0.175,17.544,1.227,0.003,0.01
1177,116.3369,-24.0129,0.285,0.049,-1.551,0.034,2.526,0.046,-0.16,0.179,16.74,0.947,0.003,0.007
1178,116.3334,-24.0091,0.157,0.018,-1.278,0.012,1.929,0.018,-0.156,0.176,14.606,0.529,0.003,0.005
1179,116.3308,-24.0091,0.203,0.074,-1.336,0.05,2.18,0.07,-0.156,0.173,17.486,1.178,0.003,0.011
1180,116.3354,-24.0185,0.144,0.046,-1.201,0.031,1.975,0.042,-0.166,0.178,16.627,0.759,0.003,0.007
1181,116.3284,-24.0104,0.345,0.031,-0.467,0.021,2.182,0.029,-0.157,0.171,15.794,1.003,0.003,0.005
1182,116.3288,-24.0125,0.685,0.063,-3.221,0.042,6.45,0.059,-0.16,0.172,17.051,1.256,0.003,0.007
1183,116.3268,-24.0126,1.01,0.032,-3.489,0.022,5.01,0.031,-0.16,0.17,15.875,1.047,0.003,0.006
1184,116.342,-23.9994,0.569,0.129,-3.112,0.095,-8.281,0.122,-0.147,0.184,18.387,1.333,0.003,0.02
1185,116.3404,-24.0001,0.11,0.146,-1.179,0.099,1.84,0.14,-0.147,0.182,18.648,1.327,0.003,0.022
1186,116.3448,-23.9992,0.922,0.172,-3.112,0.108,2.913,0.153,-0.146,0.186,18.73,2.098,0.003,0.035
1187,116.3458,-23.9907,0.541,0.164,-1.268,0.112,2.189,0.163,-0.138,0.187,18.818,1.358,0.003,0.041
1188,116.3466,-23.9932,0.198,0.172,-1.126,0.109,1.177,0.151,-0.14,0.188,18.764,1.558,0.003,0.028
1189,116.3445,-24.0035,1.371,0.173,-3.513,0.108,4.976,0.162,-0.151,0.186,18.592,1.135,0.004,0.077
1190,116.3407,-24.0024,0.312,0.045,-2.349,0.029,2.935,0.041,-0.15,0.182,16.322,1.005,0.003,0.016
1191,116.3413,-24.0022,0.645,0.203,-1.799,0.126,2.515,0.196,-0.149,0.183,18.729,,0.003,
1192,116.3437,-24.0047,0.457,0.187,0.645,0.133,0.206,0.186,-0.152,0.185,18.591,0.855,0.005,0.086
1193,116.3549,-23.9997,0.126,0.068,-1.365,0.046,1.994,0.064,-0.147,0.195,17.331,1.104,0.003,0.01
1194,116.3507,-24.004,-0.041,0.091,-1.799,0.059,2.276,0.086,-0.151,0.192,17.756,1.635,0.003,0.015
1195,116.3462,-24.0016,-0.941,0.199,-2.161,0.137,-0.019,0.195,-0.149,0.187,15.401,0.655,0.003,0.005
1196,116.343,-24.0038,0.188,0.022,-1.221,0.015,1.974,0.021,-0.151,0.185,11.649,0.501,0.003,0.01
1197,116.3399,-24.0033,0.281,0.015,-2.99,0.01,3.505,0.014,-0.15,0.182,13.881,1.585,0.003,0.005
1198,116.366,-24.0023,-0.047,0.208,-0.609,0.149,1.199,0.19,-0.149,0.206,18.994,1.854,0.004,0.04
1199,116.3622,-23.9987,0.351,0.075,-2.046,0.054,3.481,0.069,-0.146,0.202,17.626,1.16,0.003,0.01
1200,116.3737,-24.0041,0.156,0.058,-1.256,0.04,2.011,0.053,-0.151,0.213,17.069,0.732,0.003,0.009
1201,116.3694,-23.9979,0.319,0.049,-0.179,0.033,0.212,0.044,-0.145,0.209,16.63,1.056,0.003,0.006
1202,116.3668,-23.9994,0.376,0.079,-5.414,0.055,4.778,0.072,-0.147,0.206,17.66,1.249,0.003,0.011
1203,116.3831,-23.9924,0.475,0.151,-2.721,0.106,3.742,0.142,-0.14,0.221,18.745,1.314,0.003,0.033
1204,116.373,-23.9896,0.285,0.121,-2.286,0.081,1.681,0.112,-0.137,0.212,18.32,1.215,0.003,0.019
1205,116.3742,-23.9839,0.227,0.138,-1.262,0.095,0.652,0.132,-0.131,0.213,18.586,1.409,0.003,0.029
1206,116.3785,-23.9852,0.293,0.143,-0.933,0.097,1.929,0.133,-0.132,0.217,18.615,1.462,0.003,0.037
1207,116.3813,-23.9936,0.504,0.021,-4.689,0.015,1.353,0.02,-0.141,0.22,14.829,0.741,0.003,0.005
1208,116.3787,-23.9907,0.21,0.257,-2.459,0.175,-4.417,0.24,-0.138,0.217,18.773,1.639,0.003,0.041
1209,116.3738,-23.9915,0.187,0.037,-1.519,0.025,1.797,0.034,-0.139,0.213,16.201,0.623,0.003,0.006
1210,116.3782,-23.999,0.453,0.023,-2.286,0.015,3.047,0.02,-0.146,0.217,15.048,0.925,0.003,0.005
1211,116.3752,-23.9965,0.436,0.015,-2.826,0.01,1.783,0.014,-0.144,0.214,12.936,1.594,0.003,0.005
1212,116.3697,-23.9897,0.281,0.042,-4.76,0.029,4.684,0.039,-0.137,0.209,16.454,0.988,0.003,0.006
1213,116.3592,-23.9967,0.183,0.128,-2.475,0.087,4.947,0.123,-0.144,0.199,18.443,1.39,0.003,0.02
1214,116.3566,-23.9895,0.408,0.092,-2.034,0.062,2.518,0.085,-0.137,0.197,17.884,1.274,0.003,0.015
1215,116.3501,-23.9892,0.168,0.137,-1.431,0.092,2.265,0.128,-0.136,0.191,18.482,1.317,0.003,0.018
1216,116.3472,-23.991,0.521,0.166,-1.178,0.111,1.657,0.181,-0.138,0.188,18.793,1.473,0.003,0.036
1217,116.3659,-23.9891,0.353,0.043,-2.176,0.03,3.077,0.039,-0.136,0.205,16.446,1.03,0.003,0.007
1218,116.3627,-23.9874,0.117,0.029,-1.228,0.021,1.962,0.028,-0.135,0.203,15.73,0.691,0.003,0.005
1219,116.3618,-23.9917,0.209,0.024,-1.947,0.017,1.621,0.023,-0.139,0.202,15.257,0.474,0.003,0.005
1220,116.3524,-23.9934,0.201,0.04,-1.305,0.025,1.992,0.036,-0.141,0.193,16.073,0.671,0.003,0.006
1221,116.3527,-23.9888,0.268,0.163,-1.006,0.115,1.802,0.149,-0.136,0.193,18.754,1.705,0.003,0.023
1222,116.3713,-23.984,0.352,0.144,-1.119,0.098,1.884,0.136,-0.131,0.21,18.64,1.301,0.003,0.024
1223,116.364,-23.9824,0.489,0.12,-3.23,0.078,0.849,0.117,-0.13,0.204,18.234,1.349,0.003,0.017
1224,116.3703,-23.9789,2.003,0.204,-7.439,0.132,0.487,0.193,-0.126,0.21,18.978,2.595,0.003,0.044
1225,116.3658,-23.9786,0.178,0.189,-0.679,0.128,1.31,0.171,-0.126,0.205,18.977,1.45,0.003,0.027
1226,116.3622,-23.9778,0.311,0.071,-2.586,0.048,3.974,0.064,-0.125,0.202,17.383,1.074,0.003,0.008
1227,116.3652,-23.9771,0.617,0.145,-0.523,0.091,1.34,0.131,-0.124,0.205,18.483,1.772,0.003,0.019
1228,116.3669,-23.9759,0.14,0.174,-2.704,0.12,3.394,0.156,-0.123,0.206,18.916,1.356,0.003,0.027
1229,116.3747,-23.979,0.307,0.097,-1.18,0.066,-2.103,0.089,-0.126,0.214,17.986,1.034,0.003,0.013
1230,116.3685,-23.9742,0.393,0.026,-0.581,0.017,2.558,0.025,-0.121,0.208,15.39,1.565,0.003,0.005
1231,116.3651,-23.9853,0.401,0.107,0.625,0.074,2.906,0.101,-0.132,0.205,18.136,1.284,0.003,0.015
1232,116.3599,-23.978,0.235,0.071,-1.246,0.048,1.972,0.066,-0.125,0.2,17.431,0.888,0.003,0.008
1233,116.3638,-23.9857,0.199,0.018,-1.61,0.012,3.049,0.016,-0.133,0.204,14.462,0.479,0.003,0.005
1234,116.3741,-23.9777,0.23,0.128,-1.235,0.086,1.762,0.123,-0.125,0.213,18.418,1.475,0.003,0.02
1235,116.3691,-23.9775,0.599,0.074,-3.47,0.05,2.817,0.069,-0.125,0.208,17.457,1.495,0.003,0.01
1236,116.4132,-24.0111,0.055,0.14,-2.381,0.093,3.457,0.13,-0.158,0.249,18.524,1.114,0.003,0.023
1237,116.4118,-24.0108,1.024,0.227,-2.245,0.15,1.567,0.218,-0.158,0.247,17.46,1.288,0.003,0.01
1238,116.4101,-24.0022,0.151,0.178,-1.31,0.116,1.817,0.159,-0.149,0.246,18.848,1.283,0.003,0.031
1239,116.4132,-23.9973,0.363,0.059,-2.92,0.04,0.151,0.055,-0.145,0.249,17.069,1.088,0.003,0.008
1240,116.4102,-23.9959,0.374,0.074,-2.362,0.082,2.089,0.063,-0.143,0.246,17.047,1.099,0.003,0.088
1241,116.4073,-23.9951,1.152,0.107,-8.939,0.071,8.202,0.098,-0.142,0.243,18.088,1.705,0.003,0.02
1242,116.4038,-23.997,0.126,0.041,-1.047,0.028,1.788,0.038,-0.144,0.24,16.337,1.852,0.003,0.007
1243,116.4067,-24.0039,-0.008,0.112,-1.632,0.077,2.808,0.103,-0.151,0.243,18.15,1.348,0.003,0.018
1244,116.4101,-23.9963,0.778,0.171,-2.382,0.127,0.868,0.154,-0.144,0.246,16.71,1.077,0.003,0.026
1245,116.3952,-23.9936,0.04,0.131,-0.437,0.091,2.788,0.123,-0.141,0.232,18.442,1.367,0.003,0.045
1246,116.3974,-23.9839,0.163,0.062,-1.322,0.043,1.994,0.057,-0.131,0.234,17.201,0.922,0.003,0.008
1247,116.4027,-23.9963,0.258,0.159,-2.007,0.105,2.458,0.153,-0.143,0.239,18.734,1.392,0.003,0.033
1248,116.3946,-23.9935,0.557,0.161,-2.394,0.102,3.445,0.141,-0.141,0.232,18.688,,0.003,
1249,116.4088,-23.9916,0.665,0.019,-1.146,0.013,3.725,0.017,-0.139,0.245,14.712,0.845,0.003,0.005
1250,116.3995,-23.99,0.402,0.111,-2.453,0.075,1.326,0.105,-0.137,0.236,18.171,1.215,0.003,0.018
1251,116.3938,-23.9918,0.067,0.094,-0.156,0.066,2.297,0.088,-0.139,0.231,17.969,1.05,0.003,0.014
1252,116.3916,-23.9904,0.188,0.063,-1.376,0.045,1.909,0.058,-0.138,0.229,17.246,0.969,0.003,0.008
1253,116.3993,-23.9929,0.464,0.17,-2.236,0.123,3.362,0.158,-0.14,0.236,18.963,1.284,0.003,0.028
1254,116.4044,-23.9817,0.432,0.118,2.132,0.08,2.681,0.11,-0.129,0.241,18.276,1.383,0.003,0.016
1255,116.4138,-23.982,0.579,0.013,-7.599,0.009,2.582,0.012,-0.129,0.249,13.675,0.678,0.003,0.005
1256,116.4051,-23.9761,0.994,0.227,-0.745,0.157,-6.182,0.22,-0.123,0.241,18.726,2.039,0.003,0.034
1257,116.4077,-23.975,0.112,0.146,-3.043,0.099,2.147,0.137,-0.122,0.244,18.594,1.474,0.003,0.021
1258,116.4071,-23.9811,0.534,0.092,-2.381,0.065,2.71,0.085,-0.128,0.243,17.842,0.989,0.003,0.014
1259,116.41,-23.9857,0.364,0.049,-1.323,0.035,1.625,0.046,-0.133,0.246,16.858,1.025,0.003,0.007
1260,116.4066,-23.9803,0.381,0.029,-0.108,0.021,0.499,0.027,-0.128,0.243,15.733,1.112,0.003,0.005
1261,116.4031,-23.9782,0.127,0.056,-1.662,0.039,2.525,0.055,-0.125,0.24,17.063,1.023,0.003,0.007
1262,116.3908,-23.9839,-0.013,0.129,-2.102,0.091,1.592,0.122,-0.131,0.228,18.493,1.155,0.003,0.02
1263,116.3839,-23.9771,0.425,0.153,-3.698,0.103,1.897,0.141,-0.124,0.222,18.743,1.329,0.003,0.03
1264,116.3907,-23.9806,0.141,0.076,-2.641,0.054,3.693,0.071,-0.128,0.228,17.672,1.032,0.003,0.011
1265,116.3922,-23.9845,0.397,0.102,-4.354,0.07,4.019,0.095,-0.132,0.23,18.048,1.263,0.003,0.016
1266,116.3931,-23.9859,0.243,0.076,-1.209,0.054,1.775,0.07,-0.133,0.23,17.629,0.954,0.003,0.01
1267,116.4034,-23.9765,-0.115,0.162,-1.655,0.118,2.626,0.161,-0.124,0.24,18.901,1.428,0.003,0.028
1268,116.3952,-23.9744,0.456,0.095,-1.314,0.066,1.608,0.089,-0.122,0.232,17.952,1.621,0.003,0.014
1269,116.3978,-23.9718,0.62,0.16,-4.02,0.105,4.001,0.156,-0.119,0.235,18.392,1.626,0.004,0.018
1270,116.3937,-23.9712,0.507,0.139,-4.125,0.098,3.391,0.13,-0.118,0.231,18.592,1.423,0.003,0.031
1271,116.3958,-23.9677,0.483,0.136,-2.304,0.097,3.188,0.127,-0.115,0.233,18.535,1.31,0.003,0.025
1272,116.396,-23.9748,0.108,0.179,-1.681,0.124,2.649,0.165,-0.122,0.233,18.968,1.487,0.003,0.046
1273,116.4062,-23.9738,0.149,0.073,-2.769,0.052,2.16,0.068,-0.121,0.242,17.516,1.073,0.003,0.01
1274,116.4012,-23.9665,0.634,0.063,-0.868,0.047,-0.697,0.063,-0.114,0.238,17.31,1.183,0.003,0.009
1275,116.3948,-23.9645,-0.625,0.627,0.804,0.455,8.022,0.644,-0.112,0.232,14.749,0.87,0.005,0.005
1276,116.3797,-23.9746,0.367,0.162,-1.854,0.114,2.318,0.162,-0.122,0.218,18.827,1.389,0.003,0.023
1277,116.3802,-23.9623,-0.051,0.117,-2.664,0.08,3.61,0.109,-0.11,0.219,18.088,1.351,0.003,0.015
1278,116.3766,-23.9623,0.455,0.07,-1.915,0.051,-0.177,0.065,-0.11,0.215,17.473,1.258,0.003,0.009
1279,116.3788,-23.9662,0.284,0.144,-2.162,0.104,3.821,0.136,-0.113,0.217,18.656,1.18,0.003,0.027
1280,116.3831,-23.9736,0.81,0.06,-8.218,0.042,1.174,0.056,-0.121,0.221,17.146,1.34,0.003,0.008
1281,116.3747,-23.9764,0.261,0.119,-1.968,0.078,1.774,0.111,-0.124,0.214,18.058,1.26,0.003,0.028
1282,116.3817,-23.9681,0.277,0.048,-1.171,0.033,3.674,0.044,-0.115,0.22,16.704,1.044,0.003,0.006
1283,116.3793,-23.9656,0.252,0.06,-2.485,0.042,3.277,0.056,-0.113,0.218,17.156,0.921,0.003,0.008
1284,116.3765,-23.9665,0.378,0.044,-1.801,0.031,2.445,0.041,-0.114,0.215,16.572,1.04,0.003,0.006
1285,116.3756,-23.9761,0.299,0.016,-2.1,0.011,2.05,0.015,-0.123,0.214,14.085,0.603,0.003,0.005
1286,116.3932,-23.9645,0.421,0.011,-1.604,0.008,3.079,0.011,-0.112,0.231,13.177,0.661,0.003,0.005
1287,116.3923,-23.9605,-0.081,0.111,-1.215,0.077,0.517,0.107,-0.108,0.23,18.119,1.513,0.003,0.021
1288,116.389,-23.9571,0.298,0.167,-0.833,0.131,1.49,0.185,-0.104,0.227,18.631,1.235,0.004,0.167
1289,116.3887,-23.9579,0.664,0.15,-1.241,0.112,3.624,0.142,-0.105,0.226,18.691,1.229,0.003,0.087
1290,116.3893,-23.9574,-0.019,0.117,-1.419,0.086,0.572,0.116,-0.105,0.227,18.253,1.179,0.003,0.023
1291,116.4092,-23.9548,0.246,0.047,-2.88,0.035,2.307,0.043,-0.102,0.245,16.636,0.899,0.003,0.006
1292,116.4058,-23.9544,2.182,0.074,-21.136,0.053,-8.528,0.068,-0.102,0.242,17.504,2.53,0.003,0.015
1293,116.4125,-23.9515,0.26,0.108,-1.305,0.076,2.799,0.1,-0.099,0.248,18.074,,0.003,
1294,116.4092,-23.9596,0.163,0.17,-1.204,0.127,2.089,0.155,-0.107,0.245,18.931,1.496,0.003,0.075
1295,116.4124,-23.9519,0.41,0.072,-3.04,0.052,2.136,0.066,-0.099,0.248,17.457,1.274,0.003,0.02
1296,116.4127,-23.9608,0.369,0.048,1.002,0.034,0.096,0.043,-0.108,0.248,16.649,1.177,0.003,0.007
1297,116.4048,-23.9564,0.52,0.024,-1.536,0.017,1.178,0.024,-0.104,0.241,15.341,0.78,0.003,0.005
1298,116.41,-23.9597,0.165,0.079,-1.435,0.06,0.973,0.074,-0.107,0.246,17.687,1.426,0.003,0.013
1299,116.4062,-23.96,0.213,0.012,-2.433,0.009,2.787,0.011,-0.107,0.242,13.445,0.319,0.003,0.005
1300,116.3956,-23.9544,0.715,0.024,1.493,0.016,-5.303,0.022,-0.102,0.233,15.151,0.919,0.003,0.005
1301,116.4037,-23.9534,0.15,0.224,-3.418,0.165,0.023,0.224,-0.101,0.24,17.462,1.092,0.004,0.008
