EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 522847126528443392,16.38345267747,62.22601745216,0.3153,0.0142,-2.554,0.012,-1.539,0.015,13.715686,0.002887,1.207336,0.006244138841082
Gaia EDR3 522847156583927808,16.41093087584,62.23567944618,0.5131,0.1055,-2.112,0.088,-1.113,0.104,17.98798,0.002939,1.935207,0.024068792269283
Gaia EDR3 522847156585387392,16.38802028658,62.23903465449,0.387,0.1654,2.917,0.135,-0.356,0.164,18.72444,0.003307,2.172916,0.050472604537574
Gaia EDR3 522847156585594112,16.38385544198,62.24750183668,0.1327,0.1893,1.273,0.153,-0.565,0.19,18.782484,0.003346,2.783457,0.067044216079999
Gaia EDR3 522847160882525824,16.39055912046,62.23371234776,1.5255,0.2806,-3.356,0.237,-2.534,0.275,18.91877,0.00414,2.09487,0.064268828424727
Gaia EDR3 522847160888073344,16.39183443829,62.23317173535,0.2911,0.0363,-1.191,0.03,-0.912,0.034,16.03931,0.00278,1.362631,0.006733133749942
Gaia EDR3 522847160888073600,16.40517299538,62.23352638567,0.7469,0.0169,-1.712,0.014,-0.814,0.016,14.239964,0.002815,1.422681,0.005379171986865
Gaia EDR3 522847122225646208,16.37547155864,62.23528519645,0.4762,0.1101,-5.648,0.092,4.93,0.103,17.978931,0.00294,2.041473,0.025263075414959
Gaia EDR3 522847362743819392,16.37191355315,62.24145339577,0.8401,0.1,4.62,0.082,0.183,0.097,17.837624,0.002919,2.131769,0.020852281307938
Gaia EDR3 522847367046494464,16.37654343792,62.2455409074,0.626,0.0563,-6.311,0.046,-2.575,0.056,16.853699,0.00282,1.976466,0.011238597653923
Gaia EDR3 522847367046611584,16.37815766741,62.24185392552,0.3547,0.0668,-2.133,0.053,-0.777,0.061,17.097912,0.002833,1.696274,0.01216378869741
Gaia EDR3 522848569637405568,16.6836071233,62.14721262315,0.2879,0.075,-2.074,0.061,-1.273,0.079,17.376457,0.002855,2.013647,0.011438652976681
Gaia EDR3 522848569637407744,16.68056925959,62.14146325493,0.6925,0.0807,-2.721,0.063,-2.222,0.083,17.44176,0.002899,2.11166,0.018040542454811
Gaia EDR3 522848569637409024,16.68118978926,62.13958242241,0.1257,0.0248,-0.663,0.02,0.251,0.025,14.397086,0.002788,3.361027,0.005986307184351
Gaia EDR3 522848603997140608,16.67814667854,62.15875820775,0.4547,0.0954,-1.512,0.074,-0.896,0.098,17.783312,0.002891,2.090242,0.021618299093065
Gaia EDR3 522848603997141504,16.688901949,62.15702320346,0.2815,0.0586,-1.935,0.046,-0.144,0.064,16.937521,0.002819,1.602293,0.008217256023711
Gaia EDR3 522848634052632576,16.6374746648,62.15334656347,0.2525,0.0952,-2.311,0.076,0.074,0.097,17.734945,0.002943,2.704365,0.021780577175259
Gaia EDR3 522848634052634752,16.64200262563,62.16333134104,1.2751,0.1318,-2.556,0.103,0.751,0.137,18.208454,0.00308,2.313497,0.030518028751507
Gaia EDR3 522848668412374144,16.64867678098,62.16901184181,0.221,0.1492,-0.652,0.118,0.023,0.155,18.51249,0.003126,2.315943,0.043079061326717
Gaia EDR3 522848672711153664,16.64865135707,62.17455797771,0.2125,0.1086,-2.323,0.088,-0.434,0.106,17.961464,0.002959,1.973585,0.031179347583365
Gaia EDR3 522848672716611584,16.64354647131,62.17566608515,0.3661,0.0602,-3.531,0.048,0.121,0.063,16.92394,0.002824,1.932427,0.010784803346105
Gaia EDR3 522848672716611968,16.64795093797,62.17522439753,0.3415,0.0663,-2.034,0.053,-0.559,0.061,17.06987,0.002829,1.727756,0.013415422390093
Gaia EDR3 522848672716612480,16.654740577,62.17296755998,0.2911,0.0769,-2.076,0.062,-0.344,0.08,17.376083,0.002867,1.903959,0.013649396204748
Gaia EDR3 522848702772111104,16.69868246438,62.16313083015,0.1446,0.1871,0.392,0.15,-1.412,0.2,17.934137,0.003735,2.031792,0.023236272629676
Gaia EDR3 522848702772111616,16.70781955576,62.16492239339,0.3283,0.12,-1.636,0.095,-0.13,0.134,18.150253,0.003005,1.968981,0.025285530853719
Gaia EDR3 522848707076352128,16.6767699156,62.17083141329,0.3667,0.0404,-2.019,0.034,-0.594,0.04,16.118141,0.002786,1.56858,0.00598514402112
Gaia EDR3 522848707076354176,16.69060365906,62.16555666199,0.2529,0.0724,-2.322,0.057,-0.761,0.073,17.18641,0.002852,2.123526,0.013819413878682
Gaia EDR3 522848737131856384,16.69206253627,62.18203315108,3.4872,0.094,-21.214,0.077,13.606,0.104,17.69186,0.00295,2.943771,0.038586279670115
Gaia EDR3 522848737131858688,16.68853395408,62.1878164593,0.1805,0.1505,-2.231,0.122,-0.741,0.174,18.351866,0.003109,2.173466,0.031068699500444
Gaia EDR3 522848741436084224,16.69037479724,62.18588378986,0.2718,0.0912,-2.389,0.076,-0.581,0.105,17.607037,0.002912,1.887388,0.014654790491714
Gaia EDR3 522848741436089856,16.7099611396,62.17412859012,0.3412,0.0444,-4.585,0.035,-1.149,0.046,16.315123,0.002826,2.640155,0.008759513548421
Gaia EDR3 522848771491592064,16.66452752546,62.17573366716,0.3813,0.0582,-0.308,0.047,-1.76,0.062,16.874907,0.002818,2.348191,0.012758798145695
Gaia EDR3 522848771491593344,16.65969496906,62.17843262438,0.2032,0.1656,-3.033,0.137,-0.445,0.173,18.628935,0.003169,2.042831,0.049533632506935
Gaia EDR3 522848771491594496,16.67575337127,62.180282058,,,,,,,18.148748,0.013408,2.242294,0.026039742734307
Gaia EDR3 522848775795823232,16.66913071763,62.18290274499,0.1827,0.0864,-1.255,0.071,-0.48,0.091,17.550535,0.002886,2.16683,0.016548262035487
Gaia EDR3 522848775795826816,16.67430872496,62.1770603537,0.2898,0.0563,-1.298,0.046,-0.259,0.058,16.793922,0.002808,1.606669,0.009533340270745
Gaia EDR3 522848805851335808,16.66634527296,62.18777340707,0.5449,0.1086,-3.698,0.088,-0.635,0.105,18.015072,0.002953,2.246489,0.026298507007532
Gaia EDR3 522848810155551232,16.65384332678,62.19952538742,0.1824,0.1424,-1.975,0.123,-0.227,0.148,18.418861,0.003103,2.24123,0.05318960216941
Gaia EDR3 522848810155555584,16.65094734636,62.19256303701,0.2951,0.0955,-1.085,0.079,1.18,0.098,17.699324,0.002891,2.042215,0.016513521435639
Gaia EDR3 522848810155558400,16.67010276414,62.189373789,0.3947,0.0442,-2.132,0.035,-0.441,0.047,16.369087,0.002792,1.615491,0.00625365194097
Gaia EDR3 522848840211065728,16.61432233174,62.16731938617,1.3618,0.0906,-1.78,0.071,0.049,0.094,17.621365,0.002936,2.110802,0.016272203328215
Gaia EDR3 522848840211067904,16.61945970189,62.17237411174,0.0308,0.1459,-1.256,0.115,-0.319,0.15,18.505203,0.003085,2.015881,0.031202630761079
Gaia EDR3 522848844509846144,16.61784849891,62.17249882575,0.5563,0.1886,-1.026,0.15,-1.19,0.193,18.823828,0.003285,2.16293,0.04895371798361
Gaia EDR3 522848844515364736,16.60897438505,62.16857304238,0.2114,0.1032,-0.968,0.081,-0.432,0.111,17.929022,0.002918,1.714867,0.017475282251826
Gaia EDR3 522848874570806784,16.6277994252,62.17381138316,0.2021,0.1068,-6.614,0.085,1.192,0.113,17.581263,0.003377,2.071321,0.014816626624877
Gaia EDR3 522848874570809472,16.61591031944,62.17932574959,0.577,0.0871,-2.285,0.07,-1.547,0.09,17.580235,0.002908,2.078735,0.015227610697575
Gaia EDR3 522848878875034624,16.61656502237,62.18752846894,0.1717,0.0795,-2.172,0.065,-0.535,0.082,17.423342,0.002864,1.86409,0.012354490200401
Gaia EDR3 522848878875038208,16.62933182325,62.18108943781,0.8839,0.035,-0.448,0.028,-1.175,0.035,15.901781,0.002779,1.93406,0.005833462286836
Gaia EDR3 522848878875038592,16.63113844875,62.18056102858,0.2931,0.0595,-2.074,0.048,-0.689,0.06,16.947945,0.002826,1.750397,0.00844281444923
Gaia EDR3 522848878875102848,16.61096042003,62.18357603955,0.3742,0.0497,-2.089,0.039,-0.407,0.055,16.531803,0.002802,1.48669,0.007035273709375
Gaia EDR3 522848913234775168,16.57136295248,62.18260802972,0.354,0.0298,-2.131,0.024,-0.41,0.029,15.515077,0.002775,1.477584,0.005286162839067
Gaia EDR3 522848913234777344,16.57844431625,62.17767121079,0.1859,0.1025,-1.959,0.083,-0.449,0.103,17.907724,0.002939,1.901209,0.016355228799915
Gaia EDR3 522848913234777856,16.5782417051,62.17658316433,0.3766,0.041,-2.923,0.031,-0.912,0.039,16.169424,0.002786,1.49184,0.006260177666037
Gaia EDR3 522848913234779136,16.59388202223,62.17534519146,0.3586,0.0195,-2.087,0.015,-0.471,0.019,14.573249,0.002764,1.245289,0.00493296324387
Gaia EDR3 522848913234779904,16.58203928706,62.17379023786,0.7969,0.0633,4.846,0.048,-1.069,0.059,16.970522,0.002843,2.034179,0.011600810429116
Gaia EDR3 522848913234780800,16.59127035408,62.17170699441,0.281,0.0683,-0.995,0.053,-0.519,0.063,16.992254,0.002836,2.539711,0.013920884096439
Gaia EDR3 522848943290289408,16.60787972897,62.18613496665,0.3462,0.0241,-2.196,0.02,-0.516,0.025,15.053054,0.002767,1.472284,0.00517321106874
Gaia EDR3 522848943290289536,16.59513734068,62.18639519243,0.3706,0.1011,-2.099,0.083,-0.608,0.098,17.882765,0.002919,1.973717,0.017841021821443
Gaia EDR3 522848943290292352,16.58688329978,62.19168829499,0.0036,0.1865,-2.062,0.154,-0.7,0.194,18.825636,0.003378,2.322678,0.051410229863776
Gaia EDR3 522848943290292480,16.60383784902,62.19217838051,0.3522,0.1914,-2.11,0.157,-0.161,0.193,18.8957,0.003417,2.253416,0.068103264250122
Gaia EDR3 522848943290293376,16.57566887038,62.19315999376,0.8499,0.1078,0.556,0.09,-6.557,0.102,18.02886,0.002937,2.223633,0.01989572322377
Gaia EDR3 522848943290297600,16.58219178857,62.19972451127,0.473,0.2191,0.447,0.182,-1.578,0.202,18.990028,0.003485,2.327351,0.056055977658103
Gaia EDR3 522848947594507008,16.58615525998,62.19400540824,0.6583,0.0592,-2.376,0.048,-0.627,0.062,16.89907,0.002818,2.08854,0.009490181966462
Gaia EDR3 522848947594511104,16.59749493959,62.18684338082,0.325,0.1812,-2.094,0.152,-0.982,0.184,18.799818,0.003274,2.195526,0.043523660542818
Gaia EDR3 522848977650029184,16.63412735138,62.18944365363,0.3662,0.0973,-2.045,0.082,-0.711,0.098,17.76995,0.002913,1.943941,0.013391566588294
Gaia EDR3 522848977650029696,16.63792065345,62.19130882425,0.3746,0.1612,-3.729,0.13,-0.533,0.163,18.625257,0.003185,2.092003,0.035161245703183
Gaia EDR3 522848977650030976,16.63676464627,62.19315998284,0.3151,0.1436,-0.263,0.117,0.856,0.145,18.428133,0.00306,2.074675,0.034042331902656
Gaia EDR3 522848981954241920,16.62387481543,62.19983144461,0.5469,0.0869,-2.472,0.071,-0.248,0.088,17.535643,0.002887,2.010563,0.015734331300105
Gaia EDR3 522848981954242560,16.62149177969,62.19863161969,0.2944,0.0748,-0.648,0.061,-0.056,0.076,17.28013,0.002848,1.970224,0.017460469329095
Gaia EDR3 522848981954243456,16.61629936205,62.19729175284,0.3152,0.0211,-2.042,0.017,-0.489,0.021,14.740567,0.00277,1.413454,0.005061343468007
Gaia EDR3 522848981954245504,16.6144283142,62.19527845547,0.4258,0.0956,-2.251,0.079,-0.481,0.097,17.747013,0.002906,2.015877,0.018072605976267
Gaia EDR3 522849012009771136,16.6382245848,62.1964683088,0.2213,0.191,-3.347,0.154,-1.339,0.195,18.847246,0.003341,2.082279,0.044076514653114
Gaia EDR3 522849012009771520,16.64875974208,62.19680942885,0.2043,0.151,-2.267,0.122,-0.346,0.151,18.496471,0.003107,2.198469,0.036592154147255
Gaia EDR3 522849012009777024,16.6322220715,62.20538684424,0.3141,0.1495,-1.983,0.126,-0.537,0.154,18.400345,0.003241,2.334358,0.051321025183877
Gaia EDR3 522849012009781888,16.63709020559,62.20951838339,0.4336,0.1127,-2.236,0.089,-0.64,0.108,17.843855,0.002936,2.056416,0.017249726331763
Gaia EDR3 522849012014706304,16.62486427888,62.21350921916,0.3604,0.0135,-2.128,0.011,-0.524,0.013,11.750688,0.002819,1.573117,0.005458291483903
Gaia EDR3 522849016313970432,16.62923640283,62.21291575797,0.4835,0.0212,-2.071,0.017,-0.467,0.021,12.891306,0.002762,1.666075,0.004796700734147
Gaia EDR3 522849016313975296,16.63854387967,62.20749034525,0.3295,0.0188,-2.049,0.015,-0.498,0.019,14.422703,0.002766,1.610542,0.005119346061295
Gaia EDR3 522849016313975424,16.63733420322,62.20725794918,0.4174,0.1232,-2.057,0.147,-0.457,0.114,17.864431,0.003305,1.815733,0.128485885184823
Gaia EDR3 522849016313977088,16.64606202162,62.20591591403,0.5119,0.1024,-2.021,0.08,-0.436,0.101,17.800486,0.00293,2.110943,0.016958881094789
Gaia EDR3 522849016313983616,16.64446653923,62.19693929905,0.0144,0.1564,-2.241,0.127,-0.181,0.155,18.495905,0.003091,2.107311,0.036737359969833
Gaia EDR3 522849046369512960,16.59323179932,62.20020296383,0.7059,0.1689,-2.004,0.142,-0.369,0.171,18.67912,0.003206,2.111647,0.056963887179584
Gaia EDR3 522849046369516288,16.58517808487,62.2051644094,0.3946,0.181,-2.212,0.15,-0.252,0.184,18.75575,0.003205,2.207907,0.051331354261241
Gaia EDR3 522849046369517056,16.59827090717,62.20615858653,0.5691,0.1978,-1.925,0.173,-0.218,0.188,18.982277,0.003544,2.315866,0.056137247742157
Gaia EDR3 522849046369520768,16.59298535063,62.21070977699,0.7741,0.1233,5.619,0.106,-5.309,0.142,18.15951,0.003066,2.239635,0.033906706008938
Gaia EDR3 522849050673717888,16.61132002149,62.20028601598,0.4478,0.1077,-2.13,0.089,-0.367,0.106,17.985073,0.002925,2.054155,0.023271294688269
Gaia EDR3 522849050673720576,16.61226050922,62.19694360973,0.4069,0.0413,-2.071,0.033,-0.515,0.041,16.225405,0.00279,1.678686,0.006649540300731
Gaia EDR3 522849050673793664,16.60134446339,62.2091095045,0.3927,0.0504,-1.997,0.041,-0.412,0.057,16.621302,0.002808,1.628051,0.007453264817988
Gaia EDR3 522849050673793792,16.60138664168,62.20737804232,0.43,0.1111,-2.09,0.096,-0.605,0.116,18.03096,0.002982,2.072491,0.030470889537747
Gaia EDR3 522849050673794048,16.60503127497,62.20620409612,0.2054,0.1239,-2.393,0.108,-0.241,0.135,18.211863,0.003043,2.134312,0.034493080957459
Gaia EDR3 522849050673794304,16.60396603874,62.19942700179,0.3846,0.0449,-1.701,0.037,-0.029,0.047,16.321274,0.002811,1.823088,0.007973875045784
Gaia EDR3 522849080729257728,16.61075154118,62.20707728548,0.806,0.1504,-2.357,0.122,-0.271,0.146,18.214386,0.003156,2.208637,0.036965200713115
Gaia EDR3 522849080729260800,16.60322660502,62.21179423137,0.4057,0.1228,-2.42,0.1,-0.152,0.155,18.114338,0.003069,2.296721,0.030415453165781
Gaia EDR3 522849080729260928,16.59547240349,62.21353119818,0.4195,0.1384,-2.218,0.118,-0.624,0.142,18.41143,0.003118,2.108912,0.038396201139676
Gaia EDR3 522849080729262848,16.5909669169,62.21766095179,0.5009,0.1718,-2.004,0.137,-0.214,0.172,18.61926,0.003206,2.126444,0.047248758874764
Gaia EDR3 522849080734182016,16.60308101983,62.21308350883,0.447,0.191,-2.17,0.162,-0.304,0.191,18.901897,0.003917,2.299721,0.062114191604648
Gaia EDR3 522849080734182400,16.61789910133,62.21403698601,0.6202,0.1769,-2.275,0.133,-0.512,0.165,18.573906,0.003368,2.355402,0.092469605780784
Gaia EDR3 522849085033444352,16.61351976189,62.2148642421,0.4645,0.0448,-2.15,0.037,-0.363,0.044,16.22711,0.002792,1.576828,0.007356896817019
Gaia EDR3 522849085033445888,16.62095754795,62.21397206969,0.3415,0.0181,-2.06,0.014,-0.521,0.017,13.873327,0.002795,1.477356,0.005575676560128
Gaia EDR3 522849085033446272,16.59450026984,62.21207267049,0.2493,0.1205,-2.271,0.103,-0.359,0.13,18.141003,0.003,2.089355,0.025477370583363
Gaia EDR3 522849085033446784,16.62311179401,62.21281284283,0.3811,0.0141,-2.232,0.011,-0.636,0.014,10.986458,0.002771,1.573611,0.004796479222405
Gaia EDR3 522849085033449216,16.61263685641,62.2088168741,0.8622,0.0132,4.291,0.01,-7.185,0.013,13.088329,0.002768,2.498961,0.004829857507132
Gaia EDR3 522849085033449344,16.60942970672,62.20841296839,0.5653,0.1626,-2.038,0.143,-0.619,0.165,18.65873,0.003165,2.249626,0.050781500871379
Gaia EDR3 522849085033530752,16.59991001482,62.22260404913,0.549,0.0731,-2.108,0.058,-0.36,0.077,17.205996,0.002854,1.769306,0.013949875195125
Gaia EDR3 522849085033530880,16.60013192299,62.21911910123,0.2314,0.0864,-0.445,0.071,-0.756,0.09,17.376947,0.002886,2.710049,0.018211204762449
Gaia EDR3 522849085033531008,16.60515091581,62.21817311531,1.1653,0.1523,-2.881,0.118,1.966,0.154,17.835243,0.003678,2.06852,0.019513154981428
Gaia EDR3 522849085033531392,16.60569454921,62.21247795299,0.3464,0.066,-1.929,0.056,-0.671,0.071,17.060043,0.002831,1.663387,0.009659812728026
Gaia EDR3 522849085033580288,16.59984690609,62.21193174738,0.3211,0.046,-2.042,0.038,-0.583,0.054,16.428572,0.002797,1.578648,0.006898808582833
Gaia EDR3 522849085033580928,16.62317140904,62.21233974828,-0.6724,0.3421,0.505,0.342,-3.999,0.41,16.707546,0.004026,,
Gaia EDR3 522849115088982784,16.71419199584,62.19188986805,0.7457,0.2315,2.049,0.186,-0.805,0.223,18.969465,0.003424,2.02103,0.056438807259721
Gaia EDR3 522849119393205632,16.71002759638,62.18872292094,0.2216,0.0706,-2.224,0.056,0.37,0.067,17.114546,0.002847,2.53903,0.016344700727899
Gaia EDR3 522849149448724096,16.71239443592,62.19697633956,0.785,0.1395,-1.706,0.106,0.291,0.131,18.086609,0.003024,2.1346,0.032418137235389
Gaia EDR3 522849149448729984,16.69505559223,62.20386428643,0.2563,0.0568,-2.055,0.046,-0.588,0.06,16.749989,0.002818,1.685479,0.009486145357927
Gaia EDR3 522849153752931456,16.70296362481,62.20770101422,0.3726,0.0573,-2.138,0.047,-0.491,0.059,16.777895,0.002814,1.567803,0.008368192132346
Gaia EDR3 522849153752932480,16.69489676346,62.2052415788,1.8551,0.773,-4.464,0.696,-2.009,0.74,15.678549,0.006338,1.837015,0.005743429824618
Gaia EDR3 522849153752934016,16.71380303577,62.2033098199,0.0672,0.0907,-1.73,0.071,0.113,0.089,17.50975,0.002894,1.665031,0.017101001660924
Gaia EDR3 522849153752934784,16.71914593681,62.20259005618,0.3609,0.0743,-2.25,0.058,-0.72,0.075,17.197319,0.002853,1.781651,0.015869708315007
Gaia EDR3 522849153752938880,16.72324470346,62.19648820312,1.0486,0.0194,13.338,0.015,-5.892,0.019,14.293544,0.002765,1.439632,0.004849991886737
Gaia EDR3 522849183808463232,16.67495186159,62.19719304296,0.4252,0.0781,-2.115,0.065,-0.493,0.081,17.364706,0.002856,1.876699,0.012751849656192
Gaia EDR3 522849183808465920,16.68655942432,62.20200574056,0.3847,0.2115,-2.866,0.168,-1.72,0.216,18.938053,0.003417,2.20726,0.053134209954819
Gaia EDR3 522849183808470272,16.66014416537,62.20659955889,0.2505,0.1041,-1.985,0.082,-0.533,0.1,17.774515,0.002924,2.124298,0.022548459758424
Gaia EDR3 522849183813399168,16.67292516123,62.20208222221,0.4648,0.1335,-2.024,0.111,-0.842,0.129,18.195667,0.003041,2.041519,0.027561017333795
Gaia EDR3 522849188107186944,16.65751301793,62.20429688566,-0.0172,0.2705,-1.087,0.194,-0.537,0.273,18.878082,0.003878,,
Gaia EDR3 522849188112670336,16.65758540246,62.20475770097,0.3362,0.0276,-2.063,0.022,-0.507,0.026,15.218238,0.002778,1.6291,0.005820652202909
Gaia EDR3 522849188112671616,16.67383457273,62.20280974054,0.518,0.2151,-4.318,0.183,-2.263,0.205,18.926716,0.003392,2.200449,0.095273698958116
Gaia EDR3 522849188112672512,16.67492612475,62.20135004483,0.388,0.0624,-2.174,0.052,-0.656,0.062,16.90368,0.002814,1.53355,0.008916195907022
Gaia EDR3 522849188112674816,16.68918508491,62.19947909556,0.336,0.0529,-1.988,0.043,-0.48,0.057,16.574638,0.0028,1.537194,0.00714633087714
Gaia EDR3 522849188112675328,16.68251958792,62.1989248045,0.3655,0.0604,-2.128,0.049,-0.468,0.065,16.811735,0.002811,1.522621,0.007802365328441
Gaia EDR3 522849188112679168,16.68509489191,62.19136601736,0.4466,0.0787,-0.439,0.063,-2.171,0.085,17.339146,0.002868,2.281563,0.014869240727618
Gaia EDR3 522849218168206848,16.69174982423,62.20372879762,0.2356,0.1442,-2.466,0.118,-0.198,0.149,18.336647,0.003111,2.10883,0.029472663327436
Gaia EDR3 522849218168210944,16.69765497177,62.21188685798,0.4568,0.1883,-1.102,0.149,-0.56,0.183,18.554966,0.00315,2.820616,0.063483180852705
Gaia EDR3 522849218168215552,16.69104315778,62.21764561792,0.3752,0.0728,-2.204,0.058,-0.476,0.072,17.149483,0.00284,1.711018,0.01061683871425
Gaia EDR3 522849218168216192,16.6790032625,62.21884458652,0.3033,0.0753,-1.521,0.062,0.631,0.074,17.077007,0.00285,1.938129,0.010136173403833
Gaia EDR3 522849222472397440,16.682163494,62.21883546476,0.6354,0.0255,-0.069,0.021,-0.578,0.026,15.043517,0.002771,1.802422,0.005373514553717
Gaia EDR3 522849222472397952,16.67934306459,62.21788811383,1.0461,0.0824,9.95,0.067,4.816,0.089,17.363144,0.002871,2.061264,0.018733228013245
Gaia EDR3 522849222472398208,16.67269871017,62.21726875637,0.2551,0.0523,-2.024,0.042,-0.437,0.05,16.461138,0.002811,1.548974,0.006786491485037
Gaia EDR3 522849222472398336,16.66557341357,62.21656931446,0.4168,0.0855,-2.037,0.069,-0.554,0.084,17.441502,0.002867,1.897446,0.013778678315758
Gaia EDR3 522849222472400768,16.67884171405,62.21457730542,0.7115,0.1344,-5.213,0.106,-3.509,0.144,18.181112,0.003001,2.108574,0.024350857702049
Gaia EDR3 522849256832135040,16.71445521318,62.22155266217,0.3186,0.1085,-1.618,0.08,-0.693,0.105,17.897097,0.002959,2.128401,0.026684819020773
Gaia EDR3 522849256832141952,16.7067584033,62.21230508748,0.2756,0.0519,-2.061,0.041,-0.865,0.067,13.827729,0.002926,1.308571,0.005278165008902
Gaia EDR3 522849256832142464,16.71201272532,62.21200400848,0.2967,0.1545,-1.267,0.12,-0.467,0.152,18.499424,0.003115,1.938065,0.037699944064209
Gaia EDR3 522849286887696256,16.73210680345,62.22581695558,0.1475,0.1643,-1.735,0.128,-0.613,0.162,18.56141,0.003144,1.929535,0.035792059934292
Gaia EDR3 522849286887697024,16.72861476063,62.22703673383,0.7151,0.1764,-4.777,0.148,-1.757,0.175,18.62944,0.003222,2.217989,0.041642365602536
Gaia EDR3 522849286887698048,16.71214386295,62.22827727675,0.2441,0.1899,-2.432,0.146,1.012,0.201,18.838825,0.003296,2.182932,0.053953979640681
Gaia EDR3 522849286887701120,16.71509350556,62.23190290458,-0.0352,0.1894,-3.332,0.152,-0.093,0.194,18.674288,0.003194,2.21619,0.04470179162237
Gaia EDR3 522849291191869696,16.73706882041,62.2273250346,0.2858,0.1511,-3.284,0.117,-2.874,0.15,18.42125,0.003078,2.08087,0.044733548954196
Gaia EDR3 522849321247430016,16.70123289053,62.2172611626,0.6445,0.1474,-2.182,0.117,-0.599,0.146,18.437124,0.003053,2.119124,0.031037108582873
Gaia EDR3 522849321247436160,16.68491404115,62.22705012383,0.2852,0.0931,-1.578,0.071,-0.228,0.102,17.537745,0.002876,1.711597,0.012631050311394
Gaia EDR3 522849321247545984,16.69508298924,62.21843734139,0.3279,0.2006,-2.129,0.16,-0.676,0.193,18.91408,0.003483,2.528542,0.058614711661621
Gaia EDR3 522849321252352896,16.67489114437,62.23429313856,0.6214,0.1651,-1.456,0.125,-0.273,0.174,18.586819,0.003167,2.087339,0.047054219204982
Gaia EDR3 522849325546105472,16.69589255861,62.22103371074,0.4593,0.1305,-0.708,0.105,-0.446,0.132,18.199654,0.004519,1.887136,0.310087043253662
Gaia EDR3 522849325551600512,16.67830162082,62.23377448819,0.3493,0.0177,-2.146,0.013,-0.479,0.018,14.187137,0.002765,1.538698,0.004914119951404
Gaia EDR3 522849325551604480,16.68715047762,62.2302372916,0.3849,0.0611,-1.069,0.048,-0.856,0.064,16.822214,0.002828,1.906665,0.011111764108497
Gaia EDR3 522849325551611520,16.69702397358,62.22130349201,0.3634,0.0373,-2.087,0.03,-0.39,0.035,15.936542,0.002785,1.510941,0.009198638503232
Gaia EDR3 522849355607183872,16.69388065408,62.24299200143,0.755,0.1353,11.28,0.11,-0.78,0.138,18.347055,0.003068,2.332067,0.048094063087549
Gaia EDR3 522849355607184768,16.68276116288,62.24377104754,0.3018,0.1189,1.142,0.098,-0.888,0.115,18.067114,0.002986,2.202009,0.025874304691008
Gaia EDR3 522849359911332736,16.69962979028,62.24266822285,0.347,0.0475,-2.224,0.038,-0.568,0.046,15.779836,0.002791,1.472338,0.005474679599134
Gaia EDR3 522849359911336832,16.71137996771,62.23685041719,0.24,0.1192,-1.079,0.093,1.519,0.115,18.004322,0.002964,2.939875,0.037946011219781
Gaia EDR3 522849359911337600,16.69627085706,62.23555961492,0.3702,0.0635,-0.453,0.048,-2.302,0.06,16.982676,0.002821,2.171183,0.012038662346818
Gaia EDR3 522849389966903808,16.63775738951,62.21056352422,0.5983,0.1297,-2.044,0.104,-0.502,0.128,18.199638,0.003032,1.948606,0.030552808826055
Gaia EDR3 522849389967143808,16.64899742297,62.21572454583,0.5812,0.1657,-2.052,0.134,-0.557,0.172,18.569866,0.003191,2.14757,0.034419286570357
Gaia EDR3 522849394265588352,16.62803670815,62.21436471477,0.2119,0.2458,-1.316,0.412,-0.814,0.192,18.013597,0.004082,,
Gaia EDR3 522849394271082496,16.63282604594,62.22550005252,0.3674,0.0185,-2.092,0.015,-0.524,0.018,11.474504,0.002827,1.50542,0.005077253527409
Gaia EDR3 522849394271088896,16.6403652969,62.21771771493,0.3454,0.0137,-2.058,0.011,-0.387,0.013,13.151914,0.002771,1.630454,0.004935258346557
Gaia EDR3 522849394271090816,16.62814209263,62.21450449761,5.2955,0.6831,-9.653,0.553,3.678,0.631,17.518839,0.003141,2.1857,0.019797778170745
Gaia EDR3 522849394271090944,16.64624642855,62.21524551398,0.0578,0.1533,-1.837,0.125,-0.573,0.155,18.4758,0.003069,2.081781,0.029147307577216
Gaia EDR3 522849394271091328,16.63861957702,62.21457533883,0.3695,0.0309,-2.209,0.024,-0.403,0.03,15.546078,0.002777,1.749558,0.00617524273697
Gaia EDR3 522849394271093248,16.66121223489,62.21284794445,0.3093,0.0577,-2.126,0.046,-0.64,0.058,16.720575,0.002803,1.761791,0.00784514705695
Gaia EDR3 522849394271093888,16.64337686597,62.21051689422,0.367,0.0798,-1.953,0.064,-0.463,0.078,17.342083,0.002858,1.836596,0.0114425539491
Gaia EDR3 522849394271096448,16.6552020122,62.20910322157,0.396,0.0568,-2.072,0.043,-0.465,0.056,16.610117,0.002817,1.809112,0.007826228233681
Gaia EDR3 522849394271099008,16.65472395744,62.20659342586,0.2932,0.0676,-1.973,0.051,-0.761,0.065,16.733301,0.002821,1.703056,0.008432049701917
Gaia EDR3 522849424326652928,16.64376042564,62.22581942306,0.382,0.0136,-1.981,0.01,-0.518,0.014,12.74472,0.002763,1.398678,0.004821720463369
Gaia EDR3 522849424326653312,16.6368538542,62.22874161762,0.4446,0.046,-2.089,0.039,-0.652,0.044,16.304626,0.002792,1.526579,0.007722922943045
