EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 2014580420513221632,0.20342,-0.227963,343.99755378028,60.58639978531,0.4436,0.0985,-3.109,0.103,-0.782,0.098,18.080711,0.003082,2.474129,0.038514541112360114
Gaia EDR3 2014580424811622528,0.209314,-0.229069,344.00954055004,60.58525624395,0.6463,0.0559,-1.131,0.061,-3.408,0.059,17.192171,0.00298,2.241489,0.017298598353709647
Gaia EDR3 2014580424811622656,0.212157,-0.227605,344.01534835014,60.58670170952,0.7518,0.0574,-4.715,0.066,0.045,0.062,17.15602,0.00289,2.455366,0.014605825654296214
Gaia EDR3 2014580454872874368,0.172139,-0.249959,343.93362090928,60.56458577479,0.4224,0.2711,-3.212,0.31,-2.265,0.287,19.470984,0.004367,2.614479,0.11748166242959864
Gaia EDR3 2014580454872891264,0.165045,-0.245833,343.91923004483,60.5687489302,2.6363,0.0934,4.166,0.105,0.2,0.099,18.110142,0.003159,2.72488,0.03642916518581417
Gaia EDR3 2014580454872895104,0.162265,-0.244582,343.91358432942,60.57001401617,1.2254,0.2184,1.26,0.244,-2.199,0.228,19.40227,0.004036,2.400545,0.09345491971770652
Gaia EDR3 2014580459171359616,0.169108,-0.24967,343.92745760373,60.56489102658,0.412,0.2254,-3.375,0.264,-1.373,0.237,19.366837,0.004002,3.066849,0.12449957452688583
Gaia EDR3 2014580489232632192,0.172193,-0.24561,343.93377883311,60.56893422,0.5693,0.1671,0.364,0.18,-4.101,0.176,18.956312,0.003425,2.346891,0.05976927107126628
Gaia EDR3 2014580489232647936,0.18038,-0.240516,343.95049675418,60.57398416361,0.1238,0.2782,-2.756,0.306,-0.683,0.291,19.662062,0.004257,2.578877,0.08728571504748397
Gaia EDR3 2014580489232663296,0.174242,-0.236606,343.9380464057,60.57792714309,1.4942,0.248,20.805,0.285,-1.451,0.263,19.475245,0.003986,2.367218,0.08731323361065517
Gaia EDR3 2014580489232674944,0.185369,-0.233671,343.96073222349,60.58080025467,0.6492,0.0536,0.608,0.056,-2.543,0.055,17.059475,0.002869,2.088759,0.012831465504893572
Gaia EDR3 2014580489232683520,0.180657,-0.231108,343.95116882281,60.58339018426,0.2168,0.1751,-5.233,0.195,-5.922,0.181,18.984478,0.003467,2.292522,0.06111733899191953
Gaia EDR3 2014580493529016064,0.176733,-0.233095,343.94315808623,60.58142470287,-0.2785,0.175,-2.069,0.2,-0.424,0.185,18.834446,0.005786,2.902119,0.12601934152502597
Gaia EDR3 2014580493531097344,0.172872,-0.237596,343.93524770052,60.57694490527,0.4275,0.029,-2.475,0.032,-2.035,0.031,15.876369,0.002786,1.654989,0.006120583743589851
Gaia EDR3 2014580493532286720,0.176601,-0.233479,343.94288373218,60.58104142613,0.2904,0.2721,-2.334,0.344,-2.912,0.285,19.521101,0.004449,,
Gaia EDR3 2014580523592417536,0.165764,-0.232025,343.92083718938,60.58255316048,0.6006,0.0881,-2.302,0.093,-2.53,0.095,17.895653,0.002999,2.149366,0.03805733438527174
Gaia EDR3 2014580527890835072,0.155469,-0.243939,343.8997609091,60.57069043008,0.5628,0.109,-2.834,0.118,-1.982,0.115,18.333933,0.003231,2.211613,0.03591351715036566
Gaia EDR3 2014580527890835456,0.163854,-0.242418,343.91684113975,60.57216975802,0.7844,0.0703,3.635,0.077,0.199,0.074,17.519228,0.002933,2.071796,0.01985826991432162
Gaia EDR3 2014580557952142336,0.169348,-0.235967,343.92809245232,60.57859299786,0.5572,0.0977,-0.175,0.11,-3.131,0.103,18.101728,0.003034,2.241667,0.03312881782316893
Gaia EDR3 2014580557952174080,0.171747,-0.227672,343.93306613387,60.58687444058,0.8586,0.144,1.068,0.172,3.021,0.154,18.733503,0.003267,2.373798,0.0636170357329822
Gaia EDR3 2014580557952179840,0.172072,-0.225809,343.9337463673,60.58873645066,0.355,0.1296,1.951,0.143,-0.053,0.135,18.592384,0.003318,2.355648,0.06152352062746857
Gaia EDR3 2014580557952182528,0.183409,-0.225595,343.95683477773,60.58888726427,0.6221,0.1091,-3.102,0.118,-3.167,0.112,18.314875,0.003112,2.379269,0.05052603042140913
Gaia EDR3 2014580557952187264,0.177308,-0.224117,343.94442869601,60.59039913293,0.0922,0.098,-1.165,0.108,-0.339,0.1,17.925592,0.002999,3.492641,0.05727254258480656
Gaia EDR3 2014580557952995328,0.180896,-0.217722,343.95180706086,60.59677429732,0.5086,0.2745,-3.571,0.304,-0.548,0.277,19.678795,0.004196,2.320717,0.1310637932497519
Gaia EDR3 2014580557956052096,0.169128,-0.236676,343.92763567135,60.57788495858,0.6751,0.2481,-2.709,0.284,-2.722,0.274,19.454372,0.004049,2.075161,0.22518194146845885
Gaia EDR3 2014580557956109696,0.177091,-0.223524,343.94399279275,60.59099415377,0.2912,0.3312,-1.207,0.379,-1.203,0.326,19.923016,0.004966,2.675011,0.22626205797825902
Gaia EDR3 2014580557956129920,0.180606,-0.221517,343.95117450653,60.59298120099,0.2936,0.2291,-5.122,0.257,-1.689,0.221,19.353285,0.003851,2.260941,0.06926448904799555
Gaia EDR3 2014580562250572416,0.174938,-0.220574,343.93964099632,60.59395538363,0.4949,0.0372,-4.884,0.039,-1.128,0.037,16.261433,0.002825,2.746927,0.009403493936878332
Gaia EDR3 2014580562250572672,0.180595,-0.220061,343.951169134,60.59443755805,1.3538,0.0137,-0.071,0.015,-8.089,0.014,14.102472,0.002762,1.229793,0.004839398859646143
Gaia EDR3 2014580562250573184,0.171595,-0.230884,343.93272111581,60.58366385792,0.2608,0.0591,-2.556,0.061,-2.117,0.065,16.408863,0.003036,2.120854,0.03784334162040822
Gaia EDR3 2014580562250573312,0.172244,-0.23111,343.93404038559,60.58343412425,0.5754,0.0121,-0.535,0.013,-3.574,0.013,13.736365,0.002768,1.61508,0.005083306188380865
Gaia EDR3 2014580562250727808,0.177191,-0.230042,343.94412290322,60.58447538466,1.5572,0.0115,-4.034,0.012,-2.922,0.013,13.731705,0.00276,1.096765,0.004824409581164839
Gaia EDR3 2014580592311890176,0.186897,-0.234177,343.96383645872,60.58028593627,1.4057,0.1297,-14.242,0.141,-6.125,0.136,18.490555,0.003153,2.286041,0.03834269811750585
Gaia EDR3 2014580592311890304,0.187447,-0.235351,343.96494167139,60.5791083148,1.1849,0.1875,-2.661,0.205,-3.008,0.192,19.13335,0.003612,2.548372,0.05889994450643759
Gaia EDR3 2014580592311902720,0.187922,-0.230008,343.96597232618,60.58444897923,0.1959,0.1869,-2.54,0.207,-1.397,0.19,19.168339,0.003803,2.331997,0.05721822900569748
Gaia EDR3 2014580592311920768,0.199054,-0.225473,343.98869419923,60.58891630642,0.347,0.2634,-1.998,0.286,-0.809,0.263,19.501575,0.004028,2.416958,0.08991535934749686
Gaia EDR3 2014580592311940992,0.196729,-0.219929,343.98402916917,60.59447515578,0.2098,0.1494,-2.373,0.159,-1.849,0.144,18.642227,0.003519,3.633427,0.11424024468892077
Gaia EDR3 2014580626671663232,0.201445,-0.224126,343.99358134712,60.5902491529,0.4176,0.2619,-3.999,0.285,-1.919,0.265,19.651537,0.004138,2.61941,0.10324799248275601
Gaia EDR3 2014580626671683072,0.208676,-0.218303,344.00838347877,60.59602595221,-0.0589,0.3146,-3.489,0.359,-2.739,0.305,19.760933,0.004623,2.673891,0.10565868431679457
Gaia EDR3 2014580626671689728,0.210182,-0.217041,344.01146655101,60.59727753887,0.0569,0.3063,-3.856,0.344,-1.688,0.296,19.723196,0.004383,2.654182,0.11689036617332706
Gaia EDR3 2014580626671725824,0.209549,-0.207178,344.01030900592,60.6071447326,0.4147,0.081,-0.212,0.085,-1.145,0.081,17.781202,0.002948,2.162367,0.02623533800359287
Gaia EDR3 2014580626671729664,0.210019,-0.205535,344.01128753189,60.6087851997,-0.008,0.2879,-4.185,0.32,-2.12,0.285,19.661827,0.004395,2.549175,0.11419663070065476
Gaia EDR3 2014580661031410560,0.184201,-0.221703,343.95849427471,60.59277495362,0.2711,0.139,-1.912,0.153,-1.973,0.135,18.635944,0.003305,2.575321,0.058840575106712506
Gaia EDR3 2014580661031429376,0.188188,-0.216567,343.9666733282,60.5978873775,0.2421,0.058,-2.752,0.063,-1.72,0.06,17.247496,0.002873,2.533049,0.017405621288492375
Gaia EDR3 2014580661031430144,0.193916,-0.216382,343.97834334674,60.59803841479,2.4901,0.1721,-3.074,0.19,-4.616,0.175,18.954132,0.003546,2.721781,0.09242226943218187
Gaia EDR3 2014580661031444736,0.189861,-0.211723,343.97013978156,60.60272169634,0.0448,0.2373,-1.559,0.261,-1.175,0.24,19.494934,0.004004,2.848307,0.09091994914786333
Gaia EDR3 2014580661031450112,0.187963,-0.210455,343.96628815655,60.60400052511,-0.0502,0.1936,-2.799,0.211,-2.141,0.192,19.114302,0.00372,2.494282,0.07848895118894289
Gaia EDR3 2014580661031467008,0.193949,-0.205933,343.97853960697,60.60848711684,0.3225,0.0839,-2.017,0.09,-1.593,0.087,17.885216,0.005416,2.080704,0.026842613293430576
Gaia EDR3 2014580661032211072,0.196069,-0.208063,343.98283301407,60.60634474019,0.3795,0.3024,-0.44,0.332,-0.674,0.313,19.772991,0.00459,2.553347,0.0908733501748378
Gaia EDR3 2014580665329787264,0.181069,-0.214591,343.95219527973,60.59990455457,2.2153,0.013,-0.957,0.014,-10.239,0.014,11.283484,0.002779,0.635452,0.004814774984615373
Gaia EDR3 2014580665330916864,0.191027,-0.215906,343.97246454288,60.59853211591,1.3206,0.4458,-1.638,0.505,-1.232,0.474,19.47688,0.006005,2.828007,0.09701563008183652
Gaia EDR3 2014580695391187456,0.198725,-0.210761,343.98820866995,60.60362994347,0.5134,0.1607,-3.363,0.172,-1.562,0.163,18.927353,0.003461,2.439867,0.05312327755438145
Gaia EDR3 2014580695391195008,0.200757,-0.209163,343.99236866996,60.60521567634,0.6137,0.1939,0.064,0.218,-1.476,0.201,19.19632,0.003621,2.263664,0.060238185220620084
Gaia EDR3 2014580699689525760,0.20268,-0.199017,343.9964176873,60.61534917051,0.4423,0.134,-0.608,0.145,-1.013,0.144,18.60486,0.003321,2.423946,0.05333520540951751
Gaia EDR3 2014580699689526272,0.197533,-0.207721,343.98581820625,60.60667753339,0.3681,0.0697,-2.855,0.075,-1.65,0.073,17.533913,0.002905,2.157913,0.016238257907500067
Gaia EDR3 2014580729750845696,0.222619,-0.233095,344.03657365945,60.58114042766,0.9125,0.2066,-3.603,0.218,-0.772,0.214,19.178234,0.003701,2.841078,0.08317394677186056
Gaia EDR3 2014580729750866688,0.223082,-0.227615,344.0375927129,60.58661760335,0.4598,0.2076,-3.543,0.225,-1.137,0.217,19.248508,0.003798,2.832018,0.09884793362690103
Gaia EDR3 2014580729750886016,0.230598,-0.222432,344.05297312044,60.59174726871,0.7809,0.3101,-2.996,0.345,-1.426,0.307,19.900541,0.004659,2.547772,0.1255150527085693
Gaia EDR3 2014580729750892800,0.2278,-0.22112,344.04729316405,60.59307936007,0.2877,0.1387,-2.876,0.151,-1.035,0.142,18.781168,0.003338,2.5072,0.050498761633791814
Gaia EDR3 2014580729750897920,0.229249,-0.218793,344.05027774334,60.59539586661,0.6848,0.1347,-0.348,0.148,2.173,0.137,18.719397,0.0033,2.670328,0.05434600265110637
Gaia EDR3 2014580734049268480,0.228183,-0.222282,344.04805669768,60.59191420286,1.5696,0.1881,-15.439,0.21,-7.972,0.186,19.060555,0.003569,2.516871,0.08790936565426295
Gaia EDR3 2014580734049268992,0.221762,-0.229955,344.03487342751,60.58428635451,-0.0526,0.3708,-1.318,0.379,-1.024,0.378,19.964695,0.005039,3.08288,0.1927778658487423
Gaia EDR3 2014580764110646528,0.233247,-0.216182,344.05845807879,60.59797865103,0.7231,0.2223,-4.505,0.248,-1.303,0.223,19.363325,0.003864,2.663288,0.07847325028690462
Gaia EDR3 2014580764110673280,0.242916,-0.209332,344.07825934158,60.60475659201,0.3668,0.0833,-0.843,0.092,-1.882,0.086,17.834509,0.002992,2.247675,0.030002829601638987
Gaia EDR3 2014580764110673408,0.2408,-0.209179,344.07394942419,60.60492505826,0.5807,0.1257,-1.252,0.139,0.088,0.127,18.423513,0.003133,2.288029,0.051220004883195655
Gaia EDR3 2014580768409007744,0.244903,-0.218138,344.08217148855,60.59593547889,0.2147,0.0946,-2.727,0.103,0.679,0.096,17.892466,0.00306,3.334633,0.09142997465318667
Gaia EDR3 2014580768409007872,0.235991,-0.225514,344.06390896476,60.58862622782,2.4963,0.074,1.708,0.081,-3.071,0.076,17.706652,0.002995,2.482197,0.024815432862026057
Gaia EDR3 2014580798470385024,0.222234,-0.21609,344.03602753678,60.59814840694,0.0202,0.101,-2.437,0.116,-1.239,0.103,17.684225,0.003042,4.116427,0.09639179767218808
Gaia EDR3 2014580798470393472,0.225152,-0.213427,344.04201051164,60.60079103589,0.8606,0.2709,-4.473,0.334,-1.885,0.287,19.608547,0.004576,2.543409,0.10513675115655417
Gaia EDR3 2014580798470399872,0.223241,-0.211653,344.03814096592,60.60257838493,0.8457,0.3704,-4.063,0.429,0.417,0.377,19.959059,0.00506,2.371515,0.12056974180617258
Gaia EDR3 2014580798470412800,0.225272,-0.208588,344.04232384593,60.60562909455,0.258,0.1567,-0.792,0.175,-0.363,0.161,18.83129,0.00343,3.643459,0.12277294008876936
Gaia EDR3 2014580802768743680,0.224181,-0.214476,344.04001759269,60.59974817573,0.4996,0.1957,-4.075,0.236,-3.133,0.206,18.847296,0.003993,2.519182,0.06164018359805162
Gaia EDR3 2014580802768744320,0.219522,-0.219862,344.0304512153,60.59439446127,0.2524,0.0482,-2.668,0.051,-1.672,0.052,16.777721,0.002903,2.283626,0.0130170054573588
Gaia EDR3 2014580802768744960,0.230749,-0.214844,344.05339140966,60.59933470829,0.4743,0.0174,-1.779,0.019,-1.592,0.018,14.83067,0.002778,1.804636,0.00517843344306721
Gaia EDR3 2014580832834325760,0.241722,-0.203948,344.07590855408,60.61014915995,2.2631,0.2916,-2.982,0.34,-7.52,0.306,19.47746,0.004261,,
Gaia EDR3 2014580832834329344,0.242644,-0.204071,344.07778566393,60.61001954448,0.5989,0.208,-1.221,0.236,1.02,0.247,19.283108,0.003945,,
Gaia EDR3 2014580837124849408,0.23589,-0.205212,344.06400599049,60.60892856209,0.1758,0.2489,-0.96,0.296,-1.055,0.261,19.601982,0.004008,3.290487,0.15652629321360187
Gaia EDR3 2014580837128482816,0.242207,-0.204152,344.07689371429,60.60994203336,2.6219,0.081,-3.004,0.089,-7.514,0.085,17.800623,0.003128,2.601263,0.04155480276424395
Gaia EDR3 2014581004628846976,0.214768,-0.207348,344.02093912773,60.60694006812,0.512,0.1338,-1.789,0.146,-1.434,0.143,18.529049,0.003283,3.150856,0.11404580345639567
Gaia EDR3 2014581004628880384,0.222022,-0.196335,344.03587402877,60.61790446332,-0.1792,0.6614,-8.606,0.778,8.69,0.667,18.306515,0.013082,2.789169,0.030155964035620302
Gaia EDR3 2014581008923537792,0.222105,-0.196631,344.03603837586,60.6176078933,1.0018,0.261,-0.282,0.556,-2.012,0.292,19.112345,0.004201,,
Gaia EDR3 2014581008927172736,0.217383,-0.203623,344.02631785557,60.61064762848,1.6136,0.1309,0.854,0.144,-2.112,0.134,18.492973,0.00319,2.391581,0.03834258641052922
Gaia EDR3 2014581038988636416,0.237034,-0.190754,344.06655454531,60.62337833682,0.2449,0.0713,-2.945,0.08,-2.358,0.075,17.545433,0.002952,3.375046,0.046188185414723526
Gaia EDR3 2014581043286911744,0.239134,-0.193116,344.0707990418,60.62100064802,0.3379,0.1143,-2.569,0.131,-2.606,0.122,18.279299,0.003122,2.713818,0.06306226363887646
Gaia EDR3 2014581073348355584,0.212294,-0.196855,344.01603937123,60.61744986555,0.8702,0.0809,-4.226,0.091,-2.398,0.087,17.753407,0.002981,2.973929,0.03226541169611042
Gaia EDR3 2014581073348372480,0.211303,-0.190778,344.0141018154,60.62353291228,0.4082,0.125,-1.694,0.143,-0.819,0.135,18.458082,0.003196,3.742722,0.09380453070457191
Gaia EDR3 2014581077646648064,0.215147,-0.192115,344.02191810746,60.62217065964,1.1987,0.0327,-4.145,0.037,-3.41,0.035,15.711057,0.002812,2.134725,0.006116413664308114
Gaia EDR3 2014581107708146688,0.231973,-0.176775,344.0564428342,60.63739307348,0.3661,0.0735,-1.419,0.083,-1.778,0.078,17.25348,0.002945,3.649276,0.038025118068168086
Gaia EDR3 2014581112002748160,0.231632,-0.176593,344.05574860557,60.63757751101,0.1597,0.3908,-1.793,0.427,-0.167,0.465,19.973682,0.005822,,
Gaia EDR3 2014581142067874048,0.247409,-0.18158,344.08784542105,60.6324733913,0.0588,0.1429,-2.434,0.156,-1.243,0.154,18.706892,0.003275,2.713368,0.06775248823423667
Gaia EDR3 2014581142067877248,0.244331,-0.180436,344.08158872669,60.63364065862,0.3718,0.1073,-3.095,0.12,-0.454,0.11,18.178707,0.00306,3.314337,0.07126757412911076
Gaia EDR3 2014581146367254272,0.246368,-0.177494,344.08578727986,60.63656730125,1.921,0.0927,-12.251,0.108,-4.638,0.098,18.01623,0.003107,2.712515,0.040672232446958154
Gaia EDR3 2014581210787369088,0.241893,-0.173015,344.07673000599,60.64107974076,0.4692,0.3389,-3.007,0.374,-2.149,0.365,19.992434,0.004949,2.353386,0.14868134459607427
Gaia EDR3 2014581210787384576,0.238505,-0.16675,344.06991394857,60.64737044782,0.1414,0.2324,-3.647,0.272,-2.731,0.243,19.480494,0.004084,2.530697,0.10390784437389246
Gaia EDR3 2014581210787400192,0.246197,-0.160587,344.08570205886,60.65347549873,1.2178,0.0988,-10.283,0.118,-3.386,0.12,18.211992,0.003098,2.413794,0.039912756438443296
Gaia EDR3 2014581210791464960,0.24614,-0.171873,344.0854105225,60.64218964498,0.4009,0.2024,-2.592,0.23,-2.158,0.214,19.188053,0.003805,2.976536,0.10483094357334331
Gaia EDR3 2014581215081965184,0.249782,-0.169614,344.09287329481,60.64442057971,0.2568,0.1579,-2.035,0.171,-1.161,0.176,18.797934,0.004917,3.383539,0.16987615336593628
Gaia EDR3 2014581279506651008,0.152392,-0.234723,343.89358595975,60.57992147009,0.1007,0.2387,-1.438,0.275,-2.48,0.254,19.519817,0.004181,2.282181,0.08332678778787732
Gaia EDR3 2014581279506657792,0.156317,-0.232998,343.9015940171,60.58162743785,2.0118,0.1451,11.725,0.164,2.234,0.156,18.747263,0.003402,2.605244,0.06506493582460567
Gaia EDR3 2014581279506674304,0.155888,-0.228491,343.90076482964,60.58613583717,0.236,0.2537,-2.715,0.278,-1.481,0.268,19.489553,0.004253,2.526287,0.12627679990786136
Gaia EDR3 2014581279506687360,0.161721,-0.225197,343.91267464875,60.58940166642,1.3502,0.2742,-5.762,0.313,-5.366,0.293,19.521397,0.004273,2.735563,0.12344540108101983
Gaia EDR3 2014581279506692352,0.159503,-0.223637,343.90817426377,60.59097289589,1.3338,0.2345,-5.23,0.271,-3.157,0.239,19.446907,0.004137,2.782778,0.10008754522261645
Gaia EDR3 2014581279506700032,0.160883,-0.221631,343.91100603431,60.59297166331,0.5781,0.1652,-4.162,0.184,-4.073,0.178,18.901705,0.003557,2.511568,0.07299389882439433
Gaia EDR3 2014581279510475520,0.157297,-0.233854,343.90358097019,60.58076625474,0.6929,0.2938,-5.606,0.33,-4.817,0.314,19.764347,0.004551,2.60796,0.1179300969464666
Gaia EDR3 2014581313866425600,0.16634,-0.22534,343.92208068361,60.58923518831,0.5142,0.352,-4.997,0.432,-2.618,0.442,19.930176,0.004834,1.971851,0.1392903284888336
Gaia EDR3 2014581313866451968,0.164943,-0.217406,343.91931758735,60.59717604539,0.9087,0.3149,-1.897,0.37,0.648,0.356,19.807886,0.004789,2.585213,0.10104632938511784
Gaia EDR3 2014581313866474368,0.175573,-0.212152,343.94102860624,60.60237422871,0.3052,0.0183,-3.306,0.02,-2.299,0.019,14.912655,0.002783,1.848956,0.005128134709622133
Gaia EDR3 2014581313866474496,0.173907,-0.212564,343.93762846787,60.60197121356,0.7647,0.0976,-0.649,0.106,-1.853,0.099,18.144909,0.003059,2.200991,0.027973510397533978
Gaia EDR3 2014581313866474624,0.171815,-0.211391,343.9333802196,60.60315521149,0.3936,0.116,2.598,0.129,3.009,0.117,18.438028,0.003212,2.330191,0.03956979669167644
Gaia EDR3 2014581313866478208,0.170652,-0.210254,343.93102245588,60.60429824012,0.8009,0.2552,-3.243,0.285,-3.63,0.269,19.514727,0.004051,2.391583,0.10737331586995298
Gaia EDR3 2014581313870361344,0.178542,-0.214026,343.9470539418,60.60048315596,1.2359,0.3152,-8.413,0.351,-3.835,0.308,19.760454,0.005289,2.261328,0.2219812357828722
Gaia EDR3 2014581318161175552,0.176023,-0.212049,343.94194616393,60.60247434214,-0.4055,0.5565,-3.235,0.536,-1.004,0.535,19.886217,0.006419,,
Gaia EDR3 2014581318161176064,0.17566,-0.216197,343.94115910355,60.59832889166,0.3702,0.248,-5.546,0.281,-3.057,0.255,19.554176,0.004037,2.533833,0.0915168592399343
Gaia EDR3 2014581318164815744,0.167033,-0.222485,343.92352091592,60.59208601899,0.2296,0.0788,-2.387,0.09,-1.914,0.08,17.68424,0.00299,2.195532,0.018817406841059512
Gaia EDR3 2014581318164971136,0.167676,-0.218856,343.9248686222,60.59571218878,0.4739,0.2075,-2.373,0.236,-1.75,0.22,19.325447,0.004018,2.561043,0.07003104379553395
Gaia EDR3 2014581348226196224,0.157842,-0.216312,343.90486568144,60.59830581688,0.2179,0.1089,-2.197,0.119,-2.473,0.12,18.059395,0.003171,3.174753,0.06628194905092998
Gaia EDR3 2014581352520909056,0.146707,-0.216675,343.88217982645,60.59799512921,0.7,0.2687,-4.884,0.324,-2.512,0.29,19.551025,0.004147,2.085894,0.10576700655961783
Gaia EDR3 2014581352524552320,0.14705,-0.218561,343.88286135622,60.59610804922,0.6007,0.0287,0.348,0.034,-2.622,0.032,15.780789,0.002787,1.631637,0.0064098335138401035
Gaia EDR3 2014581352524553344,0.149479,-0.222162,343.88777436493,60.59249571624,-0.2277,0.2011,-3.008,0.224,-0.74,0.237,14.245861,0.003052,1.589166,0.005077246417067833
Gaia EDR3 2014581352524708992,0.159938,-0.208673,343.90921156409,60.60593420634,0.1574,0.0656,-2.461,0.071,-1.167,0.069,16.557135,0.002932,3.639421,0.01883401749382999
Gaia EDR3 2014581382585969664,0.167285,-0.206384,343.92420378702,60.60818545094,0.3808,0.1984,-0.229,0.223,0.031,0.204,19.182123,0.003556,2.33074,0.048112015352367664
Gaia EDR3 2014581382585974656,0.160885,-0.204458,343.91118280822,60.61014446032,0.0198,0.1838,-0.703,0.207,1.336,0.193,19.137424,0.003695,2.773594,0.10141770332402676
Gaia EDR3 2014581382585975296,0.1687,-0.20452,343.92710665896,60.61004231111,0.6094,0.2133,-0.811,0.239,-0.016,0.216,19.366402,0.003808,2.325951,0.1028994414630077
Gaia EDR3 2014581382585980672,0.17577,-0.203188,343.94152947647,60.6113363344,0.4354,0.2902,-2.93,0.333,-1.737,0.315,19.722012,0.00441,2.558939,0.13499793512684735
