DR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
2469,6.2505,61.1478,0.6343,0.0599,1.902,0.651,0.055,-1.788,0.053,16.846224,0.002817,1.47946,0.008
2470,6.261,61.1574,0.2446,0.14,1.59,-1.567,0.128,-0.264,0.134,18.39474,0.003072,1.413504,0.0274
2471,6.258,61.1638,0.495,0.1153,1.78,-0.83,0.111,-1.574,0.111,18.072699,0.002975,1.384506,0.0173
2472,6.2429,61.1707,0.3641,0.0258,1.016,-0.946,0.024,-0.37,0.025,15.173215,0.002769,0.840863,0.005
2473,6.24,61.1669,0.6339,0.0474,5.038,-4.861,0.043,1.326,0.042,15.192936,0.002803,1.47114,0.0052
2474,6.2534,61.1659,0.4338,0.0302,0.817,-0.545,0.028,-0.608,0.028,15.539581,0.002773,0.925601,0.0053
2475,6.2627,61.1601,0.4737,0.0251,3.785,-2.67,0.024,-2.683,0.024,15.093448,0.002767,0.994928,0.0051
2476,6.1992,61.1684,0.342,0.0424,3.51,-3.343,0.039,-1.07,0.039,16.040014,0.002789,0.957211,0.0058
2477,6.2049,61.1723,0.1901,0.1209,2.909,-2.746,0.11,0.961,0.118,18.150475,0.003026,1.369915,0.0167
2478,6.2021,61.1649,9.3819,0.1031,37.884,18.168,0.091,-33.243,0.094,15.818073,0.003024,3.022705,0.0076
2479,6.2214,61.1593,0.0288,0.0961,4.581,-4.364,0.086,-1.394,0.085,15.029819,0.002817,0.976658,0.005
2480,6.2195,61.1835,1.112,0.0138,2.963,2.559,0.012,-1.494,0.013,12.368176,0.002762,0.500578,0.0048
2481,6.211,61.1772,0.3569,0.0656,1.675,-1.534,0.06,0.673,0.058,17.019743,0.002832,1.387762,0.0082
2482,6.2013,61.1783,0.4524,0.1115,2.806,-2.633,0.102,-0.969,0.11,17.902176,0.002967,1.455069,0.0147
2483,6.2046,61.1823,0.6948,0.1379,3.555,3.36,0.128,-1.162,0.135,18.348228,0.003035,1.64625,0.0236
2484,6.2095,61.187,0.283,0.0484,1.032,-0.57,0.043,-0.86,0.044,16.402056,0.002799,1.269872,0.0071
2485,6.2148,61.183,0.1876,0.0787,3.875,-3.555,0.071,-1.543,0.068,17.249231,0.002853,1.234581,0.0141
2486,6.2144,61.1761,0.712,0.0702,2.547,2.159,0.064,1.35,0.064,17.181211,0.002826,1.582235,0.0129
2487,6.2331,61.1706,0.3458,0.0289,4.526,-4.525,0.027,0.128,0.026,15.394214,0.002778,1.473825,0.0053
2488,6.3206,61.1489,0.2223,0.1043,4.349,4.349,0.098,-0.017,0.096,17.840649,0.002933,1.351379,0.0142
2489,6.3354,61.1468,0.0007,0.1312,1.282,-1.225,0.124,-0.378,0.121,18.07579,0.003036,1.457954,0.0223
2490,6.3183,61.1603,1.2586,0.0223,3.743,1.988,0.021,-3.172,0.021,14.857553,0.002766,1.193311,0.0049
2491,6.3284,61.1484,0.3295,0.0828,2.149,2.018,0.079,-0.738,0.076,17.470284,0.002864,1.208197,0.0132
2492,6.3354,61.1461,0.2266,0.0555,1.703,-1.68,0.051,-0.28,0.052,16.823135,0.00281,1.105022,0.01
2493,6.3379,61.1624,0.6686,0.0913,2.174,-0.898,0.083,-1.98,0.085,17.543234,0.002931,1.481346,0.0132
2494,6.3303,61.165,0.7432,0.6547,6.169,-6.118,0.561,-0.791,0.597,18.340403,0.00966,1.728149,0.0317
2495,6.3128,61.1746,0.5518,0.0436,1.9,-0.407,0.04,-1.856,0.042,16.09474,0.002785,1.169338,0.0059
2496,6.3263,61.1705,0.507,0.0685,3.333,-3.311,0.06,-0.387,0.064,16.926989,0.002852,1.279873,0.0088
2497,6.3397,61.164,0.6981,0.6085,1.169,1.042,0.508,0.53,0.505,17.255983,0.005666,1.495831,0.0095
2498,6.3218,61.1654,0.4355,0.0603,7.926,-6.403,0.054,-4.673,0.054,16.848597,0.002818,1.146631,0.0097
2499,6.2724,61.1708,0.3381,0.1891,3.057,-3.052,0.163,-0.178,0.175,15.986101,0.002875,1.046723,0.0055
2500,6.2914,61.1705,0.6342,0.0243,3.941,1.839,0.021,-3.486,0.021,14.92127,0.002765,1.114085,0.0049
2501,6.2939,61.1695,-0.0161,0.1107,1.119,-1.095,0.096,-0.23,0.094,17.791214,0.00293,2.016172,0.0199
2502,6.3001,61.1642,0.4459,0.0342,5.939,-5.891,0.032,0.751,0.033,15.844857,0.002774,1.029343,0.0056
2503,6.2851,61.1617,0.1637,0.0296,0.619,-0.608,0.027,0.117,0.028,15.478279,0.002776,1.973712,0.0054
2504,6.2976,61.1582,0.6264,0.0215,2.249,0.667,0.021,-2.147,0.02,14.714064,0.002798,0.855909,0.0053
2505,6.2956,61.1726,0.1809,0.1477,4.733,-3.917,0.137,2.658,0.137,18.466614,0.003126,1.475716,0.0254
2506,6.2741,61.187,1.7195,0.1175,32.468,32.263,0.107,3.643,0.109,17.978758,0.003,2.613186,0.0251
2507,6.2813,61.1798,0.4656,0.0227,1.987,-0.313,0.022,-1.962,0.021,14.832757,0.002764,1.363103,0.005
2508,6.302,61.1795,0.4208,0.039,3.512,0.397,0.037,-3.489,0.035,16.012304,0.00278,1.147587,0.0057
2509,6.3024,61.1778,0.4185,0.0463,1.619,-1.602,0.043,0.234,0.043,16.427473,0.002792,1.082937,0.0063
2510,6.3216,61.1764,0.1359,0.0733,1.235,-1.09,0.068,-0.581,0.07,17.020876,0.002947,1.545319,0.0082
2511,6.3116,61.1812,0.2952,0.0567,2.072,-1.812,0.053,-1.005,0.051,16.558262,0.002813,1.268847,0.0072
2512,6.3309,61.1807,0.6229,0.0826,8.054,-7.488,0.075,-2.967,0.074,17.392307,0.002868,1.385309,0.0096
2513,6.3199,61.1789,0.5004,0.1111,4.166,3.499,0.104,-2.262,0.109,17.963694,0.002935,1.579145,0.0187
2514,6.3336,61.1781,0.3126,0.0904,2.788,-2.334,0.082,-1.526,0.083,17.588587,0.0029,1.540415,0.0125
2515,6.3341,61.1714,0.4468,0.0426,4.725,-4.335,0.039,-1.879,0.04,16.233212,0.002787,1.097226,0.0074
2516,6.3266,61.1859,0.3901,0.1259,3.18,-1.876,0.118,-2.568,0.118,18.208555,0.003027,1.429113,0.0185
2517,6.3416,61.1907,0.1014,0.1164,2.494,-1.952,0.106,-1.553,0.11,18.005127,0.00296,1.465178,0.0174
2518,6.3114,61.1898,0.3838,0.1092,1.548,-1.531,0.102,0.225,0.107,17.94576,0.002926,1.280253,0.0154
2519,6.3334,61.1837,0.2565,0.0249,3.546,-3.525,0.023,0.387,0.023,15.013494,0.002767,1.115534,0.005
2520,6.2886,61.1958,1.1067,0.0448,3.004,-2.969,0.04,-0.458,0.04,16.12613,0.002808,1.278738,0.0059
2521,6.2803,61.1905,0.2641,0.0561,1.924,1.204,0.051,1.5,0.052,16.702713,0.002809,1.113018,0.0066
2522,6.2792,61.1925,5.415,0.0991,96.377,91.124,0.091,31.384,0.089,17.72823,0.003004,2.926664,0.0268
2523,6.281,61.1974,0.7541,0.1344,3.047,1.663,0.127,2.553,0.123,18.276087,0.00301,1.806078,0.0365
2524,6.2902,61.1964,0.3782,0.0473,3.504,-3.356,0.043,-1.01,0.042,16.278236,0.002791,1.016804,0.0077
2525,6.2916,61.1929,0.3213,0.0512,5.043,-5.031,0.047,-0.34,0.047,16.53575,0.002798,1.109671,0.0068
2526,6.2951,61.1878,0.2263,0.0317,2.87,-2.614,0.03,-1.186,0.03,15.677668,0.002776,0.770154,0.0058
2527,6.3095,61.188,0.0573,0.0562,3.214,-2.92,0.052,1.342,0.052,16.753801,0.002811,1.993486,0.0077
2528,6.2965,61.1857,0.3416,0.0839,2.63,-1.199,0.08,2.341,0.077,17.526545,0.002877,1.308723,0.0102
2529,6.3043,61.1966,1.3865,0.1376,2.873,-2.84,0.132,0.438,0.135,18.287674,0.00307,2.295584,0.0319
2530,6.2832,61.2037,0.7357,0.0842,7.806,-7.797,0.078,-0.366,0.073,17.375147,0.002872,1.38695,0.0115
2531,6.2772,61.2044,0.526,0.068,1.771,0.93,0.064,1.508,0.061,17.102882,0.002826,1.243914,0.0099
2532,6.3073,61.2025,0.4119,0.037,2.594,-1.928,0.034,-1.736,0.035,15.965763,0.00278,1.109425,0.0057
2533,6.3113,61.199,0.4052,0.0273,2.488,-1.926,0.026,-1.574,0.026,15.328376,0.002768,0.904666,0.0051
2534,6.2982,61.1943,0.3126,0.0587,1.824,-1.619,0.054,-0.84,0.054,16.906555,0.002827,1.352785,0.012
2535,6.2399,61.1774,0.2291,0.1274,2.156,-1.985,0.114,-0.84,0.115,18.163235,0.003012,1.73052,0.0236
2536,6.2383,61.1829,3.0302,0.0798,8.72,5.714,0.071,-6.587,0.071,17.302431,0.002907,2.533293,0.0166
2537,6.2645,61.1691,0.5257,0.1449,2.475,2.26,0.137,1.01,0.138,18.479761,0.003076,1.60486,0.0391
2538,6.2692,61.1684,1.1278,0.0624,14.233,13.087,0.056,-5.594,0.057,16.803923,0.002885,1.990657,0.0092
2539,6.2539,61.1784,-1.656,0.479,3.295,2.254,0.405,-2.403,0.41,16.665226,0.004094,1.226715,0.0071
2540,6.265,61.1872,0.3707,0.0923,2.432,-0.248,0.086,-2.419,0.084,17.68552,0.002907,1.338652,0.0186
2541,6.2499,61.1893,0.0517,0.1043,2.377,-2.215,0.098,0.863,0.099,17.86062,0.002943,1.641205,0.0205
2542,6.2484,61.1973,0.4859,0.0634,2.592,-1.875,0.058,-1.789,0.057,16.93766,0.00284,1.259806,0.0096
2543,6.2396,61.194,0.2322,0.0428,3.2,-2.974,0.039,-1.183,0.039,16.047876,0.002797,0.868121,0.0081
2544,6.2441,61.1929,0.3612,0.043,2.271,-2.063,0.04,-0.948,0.039,16.149508,0.002794,0.897067,0.006
2545,6.2626,61.1918,0.3258,0.0506,1.56,-1.31,0.045,0.848,0.045,16.482298,0.002802,1.782794,0.0071
2546,6.2618,61.1859,0.369,0.1324,3.468,-3.134,0.122,-1.484,0.125,18.325079,0.003042,1.602325,0.0264
2547,6.2101,61.1926,1.557,0.0865,0.993,0.28,0.08,-0.952,0.084,17.328531,0.002899,2.124906,0.0144
2548,6.2212,61.1831,0.2527,0.0361,0.662,-0.493,0.031,-0.443,0.033,15.277057,0.002791,0.900122,0.0117
2549,6.2123,61.1946,0.4498,0.0772,3.195,-3.168,0.072,-0.414,0.073,17.240639,0.00286,1.182642,0.0118
2550,6.2243,61.1946,0.4021,0.0819,2,-1.219,0.076,-1.585,0.071,17.386724,0.002859,1.280127,0.0109
2551,6.2093,61.1886,0.2653,0.0738,3.133,-3.133,0.069,0.035,0.067,17.09759,0.002849,2.015949,0.0112
2552,6.2335,61.1907,0.3757,0.0825,3.129,-2.449,0.079,-1.947,0.073,17.421358,0.002885,1.339315,0.0126
2553,6.2168,61.2013,0.7818,0.1591,2.266,-2.133,0.143,-0.765,0.14,18.461237,0.00321,1.71756,0.0307
2554,6.2057,61.2053,0.2068,0.1193,2.433,-2.389,0.113,0.461,0.116,18.030169,0.003002,2.249674,0.0205
2555,6.222,61.2058,0.265,0.0481,2.363,-1.455,0.043,-1.862,0.042,16.33427,0.002809,2.338962,0.0077
2556,6.2307,61.2049,0.3954,0.1239,1.937,0.07,0.115,-1.935,0.111,17.750166,0.002964,1.349352,0.0175
2557,6.2249,61.201,0.3923,0.0253,2.444,-0.657,0.023,-2.354,0.022,14.967922,0.002768,0.974024,0.005
2558,6.2355,61.1995,0.1197,0.1209,2.233,-1.388,0.108,-1.749,0.109,17.968836,0.003002,1.541208,0.0206
2559,6.2267,61.1965,0.5148,0.0383,6.712,2.598,0.035,6.189,0.034,15.853165,0.002782,1.377395,0.0066
2560,6.2394,61.1972,0.4245,0.1174,8.556,-8.171,0.106,-2.536,0.103,17.769932,0.002937,1.508938,0.016
2561,6.2267,61.2,3.8215,0.6678,7.757,-7.569,0.621,-1.698,0.552,16.665445,0.005329,1.257562,0.0071
2562,6.2728,61.1979,0.2703,0.0749,3.779,-2.982,0.073,2.322,0.066,17.223406,0.002845,1.345591,0.0111
2563,6.2475,61.2019,0.7966,0.0927,3.625,3.608,0.088,-0.345,0.079,17.456549,0.002912,1.93301,0.0152
2564,6.2604,61.2042,1.7169,0.1435,9.297,6.536,0.133,6.612,0.133,18.346834,0.003099,2.278265,0.0464
2565,6.2725,61.2029,0.3914,0.0834,1.106,-0.477,0.078,0.998,0.074,17.440556,0.00287,1.545254,0.0158
2566,6.2689,61.203,0.2923,0.0431,3.021,-2.819,0.04,-1.085,0.039,16.172121,0.002793,0.868989,0.0076
2567,6.2516,61.2099,0.4235,0.095,3.62,-3.113,0.088,1.846,0.082,17.610252,0.002916,1.40155,0.0134
2568,6.2626,61.2128,0.0367,0.1481,2.667,-2.627,0.139,-0.46,0.142,18.348648,0.003127,1.34055,0.0317
2569,6.2506,61.2201,0.6954,0.0948,0.784,-0.755,0.086,-0.212,0.081,17.592485,0.002879,1.394167,0.015
2570,6.2455,61.222,0.3568,0.0866,6.755,6.086,0.078,-2.931,0.073,17.419598,0.002873,1.303564,0.0132
2571,6.2523,61.2178,0.3701,0.1007,3.004,-2.753,0.096,-1.203,0.094,17.723568,0.002909,1.37356,0.0184
2572,6.2625,61.218,0.268,0.0599,5.237,-5.23,0.054,-0.27,0.055,16.707754,0.002812,1.267825,0.0082
2573,6.2574,61.2164,1.4547,0.0191,2.665,1.507,0.017,-2.198,0.018,14.242472,0.002762,1.079144,0.0048
2574,6.2636,61.2167,0.2618,0.1386,2.913,-2.692,0.125,-1.113,0.132,18.276348,0.003045,1.563387,0.0266
2575,6.2489,61.2142,0.2971,0.0344,3.566,-3.391,0.032,-1.105,0.031,15.042007,0.002771,0.842686,0.0051
2576,6.266,61.2145,0.6595,0.0291,9.745,-9.744,0.027,-0.155,0.026,15.36317,0.002767,1.24297,0.0054
2577,6.272,61.2045,0.2005,0.0742,0.923,0.309,0.071,-0.869,0.066,17.243036,0.002863,1.766789,0.0143
2578,6.2344,61.2047,0.7833,0.1178,4.177,4.176,0.108,0.079,0.109,17.935627,0.002999,1.763605,0.0204
2579,6.2231,61.2152,0.4403,0.1042,2.253,-1.378,0.096,-1.782,0.096,17.811691,0.002941,1.326263,0.0138
2580,6.2103,61.2146,0.8875,0.0705,4.164,4.106,0.064,-0.692,0.062,17.034885,0.002843,1.468611,0.0092
2581,6.2089,61.2157,0.142,0.1257,2.191,-2.097,0.112,-0.634,0.11,18.00559,0.002962,1.478224,0.0172
2582,6.2095,61.2178,0.387,0.0867,3.631,-2.799,0.079,-2.313,0.077,17.461096,0.002946,1.533752,0.0123
2583,6.2158,61.212,0.6731,0.0282,3.694,-2.653,0.026,-2.57,0.027,15.216322,0.00277,1.182889,0.0051
2584,6.2188,61.2095,0.4754,0.0893,2.922,-2.725,0.083,-1.054,0.081,17.576908,0.00288,1.455614,0.0135
2585,6.2318,61.208,1.2787,0.1142,3.978,-2.299,0.103,-3.246,0.104,17.914288,0.003004,2.168257,0.0241
2586,6.2376,61.2085,0.6903,0.0306,4.242,-1.869,0.027,-3.808,0.026,15.315947,0.002769,1.21667,0.0053
2587,6.2407,61.2148,0.1934,0.1407,1.746,-1.559,0.131,-0.787,0.129,18.35549,0.003041,1.301243,0.0327
2588,6.2159,61.2238,0.2475,0.1151,2.984,-2.889,0.108,-0.749,0.109,17.900076,0.002943,1.459957,0.0164
2589,6.2281,61.2276,0.1363,0.1016,1.415,-1.413,0.096,-0.063,0.095,17.693048,0.002925,1.608378,0.0169
2590,6.2409,61.2229,0.6864,0.0475,1.012,0.867,0.043,0.521,0.042,16.323444,0.002803,1.246215,0.0061
2591,6.2103,61.2286,0.1453,0.1368,1.842,-1.824,0.127,0.257,0.126,18.293043,0.00302,1.609894,0.0359
2592,6.1833,61.1471,0.5119,0.114,2.126,0.767,0.108,-1.983,0.104,18.015158,0.002971,1.657841,0.0191
2593,6.19,61.1532,0.1371,0.0892,0.938,-0.913,0.085,0.216,0.079,17.488962,0.002896,2.110907,0.0166
2594,6.1821,61.1553,0.3221,0.1318,0.498,-0.396,0.118,-0.302,0.118,18.24358,0.003218,1.87892,0.0222
2595,6.1612,61.1586,0.1714,0.0931,1.984,-1.944,0.085,-0.397,0.081,17.668158,0.002992,2.019373,0.0331
2596,6.1602,61.1588,0.3563,0.1473,2.917,-2.916,0.131,0.052,0.15,18.470516,0.003178,nan,nan
2597,6.1642,61.1575,0.2818,0.0509,4.27,-3.937,0.044,-1.652,0.045,16.577276,0.002806,1.130041,0.0065
2598,6.1747,61.1571,0.2312,0.0624,0.247,-0.243,0.056,-0.041,0.055,16.989378,0.002835,1.521475,0.0084
2599,6.1626,61.1553,0.8091,0.016,3.418,-2.827,0.014,-1.922,0.014,13.816972,0.00276,1.084815,0.0048
2600,6.1782,61.1477,0.1637,0.0161,2.787,-2.716,0.015,-0.627,0.014,13.876557,0.002772,2.408362,0.0048
2601,6.1855,61.1486,0.9565,0.0382,7.479,7.279,0.035,-1.721,0.033,15.996609,0.002779,1.321493,0.0059
2602,6.1819,61.1658,0.3226,0.0585,4.163,-3.952,0.053,1.31,0.052,16.807034,0.00282,1.156446,0.0101
2603,6.1824,61.1671,0.39,0.1311,1.069,0.72,0.124,0.79,0.119,18.236094,0.003039,1.455671,0.0194
2604,6.1867,61.1656,0.7013,0.0294,0.28,0.274,0.027,-0.057,0.027,15.425558,0.002771,1.170867,0.0051
2605,6.195,61.1653,0.3558,0.0999,2.69,-2.628,0.091,-0.573,0.095,17.777437,0.002937,1.350178,0.0119
2606,6.1511,61.1582,0.6523,0.1501,4.598,3.551,0.136,-2.921,0.131,18.415691,0.003134,1.745295,0.0293
2607,6.1362,61.1652,0.0964,0.115,2.07,-0.719,0.117,-1.941,0.144,17.79444,0.003029,nan,nan
2608,6.1582,61.1548,1.2075,0.0326,0.969,0.191,0.03,-0.95,0.029,15.67282,0.003034,1.275984,0.0084
2609,6.1368,61.1654,0.2094,0.0487,3.043,-2.826,0.044,-1.128,0.044,16.276295,0.002845,1.016182,0.0149
2610,6.1366,61.1639,0.6518,0.0236,3.016,0.985,0.022,2.851,0.021,14.823574,0.002767,1.521086,0.005
2611,6.1492,61.1736,0.3023,0.1502,8.663,-8.614,0.138,-0.914,0.131,18.463139,0.003144,1.936476,0.0316
2612,6.1591,61.1777,0.3767,0.0566,3.21,1.977,0.053,-2.529,0.049,16.765598,0.002811,1.117157,0.0082
2613,6.1431,61.1738,0.1275,0.097,3.945,-3.611,0.091,1.589,0.084,17.730755,0.002927,1.831234,0.0163
2614,6.1585,61.1718,0.6677,0.0454,5.28,2.204,0.042,-4.798,0.038,16.255186,0.002795,1.274831,0.0064
2615,6.1522,61.17,0.2383,0.0467,2.727,-1.252,0.042,-2.422,0.039,16.157473,0.002793,1.301922,0.0063
2616,6.1311,61.1804,0.0042,0.0709,3.025,-2.653,0.064,-1.454,0.063,15.976762,0.002863,0.99139,0.0057
2617,6.1709,61.1846,0.0434,0.1275,2.792,-2.755,0.123,-0.45,0.117,18.213526,0.003039,1.558149,0.0229
2618,6.1925,61.18,0.4153,0.1224,1.172,-0.139,0.114,1.164,0.111,18.125687,0.003042,1.414915,0.0214
2619,6.1646,61.1825,0.2599,0.0581,3.42,-3.22,0.053,-1.152,0.052,16.76718,0.002821,1.150494,0.0081
2620,6.1656,61.1808,0.3198,0.0773,1.818,-1.495,0.071,1.035,0.068,17.307785,0.002858,1.28624,0.0115
2621,6.1763,61.175,0.7067,0.0888,4.431,-4.143,0.082,-1.569,0.079,17.506466,0.002922,1.566473,0.0215
2622,6.1801,61.1744,0.0466,0.0394,0.331,0.001,0.036,0.331,0.036,15.940002,0.002798,2.177093,0.0068
2623,6.1885,61.1731,0.2687,0.0683,2.23,-1.698,0.062,-1.445,0.063,17.032146,0.002837,1.177115,0.009
2624,6.1914,61.1901,0.4217,0.0645,0.498,-0.011,0.059,-0.498,0.058,16.88531,0.002925,1.322643,0.0082
2625,6.1882,61.1822,0.2903,0.0919,3.788,-3.776,0.086,0.299,0.08,17.532648,0.002898,1.290335,0.01
2626,6.1547,61.1876,0.2381,0.0762,1.74,-1.479,0.071,-0.917,0.068,17.284737,0.002858,1.423082,0.0092
2627,6.135,61.1888,0.2737,0.1314,3.727,-3.422,0.126,-1.475,0.116,18.153143,0.003046,1.542797,0.0228
2628,6.1437,61.1942,0.3929,0.0359,2.793,-2.793,0.033,-0.029,0.031,15.788353,0.002776,0.991347,0.0052
2629,6.1618,61.1883,0.646,0.0757,2.822,0.581,0.07,-2.762,0.067,17.272799,0.002854,1.351639,0.0104
2630,6.1599,61.2019,-0.0115,0.2118,1.693,-1.64,0.25,0.422,0.274,17.378702,0.004337,nan,nan
2631,6.1506,61.1995,0.9075,0.095,10.658,10.566,0.081,-1.392,0.08,16.40774,0.003018,1.465524,0.0429
2632,6.1511,61.1992,0.5657,0.0719,3.269,-0.023,0.082,-3.269,0.061,16.590923,0.002935,1.497864,0.1349
2633,6.1397,61.2071,1.1912,0.0357,6.304,6.286,0.032,-0.481,0.032,15.833331,0.002775,1.35922,0.0055
2634,6.1601,61.2013,1.3922,0.0252,10.874,10.546,0.023,-2.653,0.022,11.24642,0.002779,0.645961,0.0048
2635,6.1213,61.1728,0.41,0.0944,1.432,0.506,0.093,-1.34,0.078,17.61973,0.002923,1.399069,0.014
2636,6.1187,61.1799,0.0685,0.1509,1.929,-1.374,0.142,-1.355,0.134,18.498312,0.003118,1.727942,0.0328
2637,6.1125,61.182,0.1205,0.0624,1.502,-1.393,0.058,-0.562,0.054,16.846504,0.002838,2.296701,0.0132
2638,6.1034,61.1764,0.3501,0.0728,5.423,-4.963,0.069,-2.186,0.062,17.057077,0.002842,1.250923,0.0086
2639,6.1127,61.1709,0.1985,0.0838,3.651,-3.16,0.081,-1.827,0.071,17.32396,0.002884,1.226124,0.0111
2640,6.1244,61.1891,0.3433,0.1037,1.703,-1.693,0.095,0.183,0.095,17.883938,0.002944,1.269834,0.0169
2641,6.108,61.1918,0.6419,0.1423,1.164,1.034,0.135,-0.535,0.118,18.18887,0.00306,1.521,0.0269
2642,6.1016,61.1921,0.3832,0.1186,2.314,-2.03,0.104,-1.111,0.104,17.969627,0.003213,1.498259,0.0217
2643,6.1053,61.1965,0.3045,0.0389,3.843,0.655,0.035,3.787,0.034,16.006458,0.002787,1.79709,0.0066
2644,6.1161,61.1912,0.8668,0.0732,5.365,3.405,0.065,-4.146,0.061,16.994913,0.002827,1.662252,0.014
2645,6.1265,61.1881,0.392,0.2128,1.029,-0.899,0.196,0.5,0.192,18.427969,0.003531,1.449562,0.0256
2646,6.0787,61.1913,0.4941,0.1252,4.763,-4.251,0.112,-2.149,0.109,18.19249,0.003004,1.750649,0.0263
2647,6.0832,61.191,0.1448,0.0589,1.361,-1.156,0.051,-0.718,0.05,16.772863,0.002829,2.223767,0.0095
2648,6.0706,61.1881,0.3972,0.0562,3.189,1.62,0.049,2.747,0.048,16.753277,0.002818,1.215073,0.0075
2649,6.0895,61.1835,0.4746,0.0754,4.987,-4.53,0.071,-2.085,0.064,17.304544,0.002855,1.32695,0.0096
2650,6.0711,61.1896,nan,nan,nan,nan,nan,nan,nan,17.185665,0.015469,1.295406,0.0077
2651,6.0634,61.2119,0.4665,0.0924,6.227,-4.364,0.085,-4.443,0.078,17.672333,0.002929,1.481222,0.0141
2652,6.0699,61.2089,0.3183,0.1184,4.259,-3.619,0.107,2.245,0.101,18.105425,0.003021,1.350788,0.0361
2653,6.0707,61.2096,0.4877,0.0427,5.406,-5.317,0.039,-0.976,0.038,16.118023,0.002798,1.183291,0.0062
2654,6.0712,61.2074,0.2449,0.1301,4.344,-4.186,0.117,-1.161,0.11,18.27121,0.003085,1.354088,0.039
2655,6.0869,61.2045,0.1687,0.0731,1.672,-1.639,0.065,-0.327,0.062,17.220657,0.002856,1.405811,0.0103
2656,6.0835,61.2008,2.8004,0.082,12.18,11.62,0.072,-3.652,0.071,17.208946,0.002866,2.434576,0.016
2657,6.0893,61.1968,0.4707,0.0524,13.309,13.068,0.047,2.524,0.047,16.56518,0.002808,1.287944,0.0069
2658,6.1141,61.2005,0.3958,0.1189,2.534,-1.636,0.107,-1.936,0.107,18.094124,0.002962,1.439871,0.0175
2659,6.1011,61.2065,0.5228,0.0171,6.218,6.216,0.016,-0.167,0.015,14.136512,0.002851,0.888408,0.0065
2660,6.1085,61.205,0.0944,0.0913,1.097,-1.092,0.083,0.098,0.084,17.626286,0.003,2.187847,0.0198
2661,6.1141,61.2033,0.7631,0.0438,6.467,-1.416,0.039,-6.31,0.039,16.242685,0.002791,1.413797,0.0058
2662,6.134,61.2135,0.3601,0.0246,2.014,-1.822,0.022,-0.859,0.021,14.91689,0.002767,0.748178,0.0049
2663,6.128,61.2065,0.5464,0.0879,2.964,1.003,0.078,-2.789,0.074,17.54579,0.002896,1.4352,0.0126
2664,6.0652,61.221,0.2327,0.0895,1.34,-0.607,0.084,-1.194,0.079,17.576464,0.002889,1.456242,0.0132
2665,6.0758,61.2099,0.5398,0.0252,4.275,4.226,0.023,-0.645,0.022,15.013958,0.002767,1.1815,0.0052
2666,6.0941,61.216,0.5357,0.0682,1.118,0.062,0.066,-1.116,0.058,17.066534,0.002827,1.352211,0.0087
2667,6.0984,61.2197,0.3699,0.1223,1.196,-1.126,0.114,-0.404,0.109,18.174118,0.002998,1.560484,0.0203
2668,6.0839,61.2304,0.2034,0.155,3.115,-2.957,0.146,-0.979,0.131,18.49,0.003141,1.643169,0.0274
2669,6.1691,61.2043,0.2457,0.1028,2.525,-2.303,0.094,-1.037,0.09,17.785027,0.00294,1.439606,0.0148
2670,6.1916,61.2106,0.2641,0.1563,5.411,-2.403,0.14,-4.848,0.143,18.461664,0.003149,1.900511,0.035
2671,6.2024,61.2127,0.1966,0.1464,2.622,-2.582,0.134,-0.455,0.139,18.303818,0.003059,1.623671,0.0288
2672,6.174,61.2188,0.3697,0.1181,3.22,-3.187,0.108,0.461,0.113,18.079592,0.003022,1.646496,0.023
2673,6.1774,61.2137,0.1255,0.099,2.359,-2.331,0.094,-0.36,0.091,17.69611,0.002926,1.415663,0.0166
2674,6.1794,61.2128,0.1914,0.0945,0.765,-0.68,0.092,-0.349,0.085,17.453314,0.002923,1.972214,0.0137
2675,6.2037,61.2111,0.4134,0.0674,2.919,2.91,0.061,-0.219,0.063,17.001825,0.002824,1.206419,0.0089
2676,6.1689,61.2135,8.0282,0.0131,39.077,36.974,0.012,-12.648,0.012,12.682474,0.002762,1.594984,0.0048
2677,6.1441,61.2112,0.8387,0.0788,1.908,1.511,0.075,-1.165,0.071,17.299725,0.002861,1.573181,0.0114
2678,6.1549,61.217,0.0712,0.1443,1.573,-1.479,0.132,-0.535,0.134,18.3462,0.003085,1.44339,0.0247
2679,6.1635,61.2147,0.5414,0.0505,1.383,0.654,0.046,-1.218,0.045,16.486,0.002801,1.166426,0.0069
2680,6.1648,61.2087,0.0701,0.0916,1.905,-1.861,0.086,-0.407,0.078,17.487682,0.002919,1.392889,0.0148
2681,6.1493,61.2178,nan,nan,nan,nan,nan,nan,nan,16.135656,0.009789,1.180518,0.0054
2682,6.1592,61.2234,0.4694,0.1423,2.946,-2.745,0.131,-1.069,0.132,18.366926,0.003071,1.649027,0.0348
2683,6.1665,61.2149,0.3395,0.1177,3.091,-3.051,0.11,0.495,0.108,18.046192,0.003153,1.41041,0.0292
2684,6.1567,61.2299,0.7305,0.026,4.264,-0.797,0.024,-4.189,0.024,15.035226,0.002766,1.21458,0.0049
2685,6.1958,61.2284,0.8327,0.14,4.317,-3.938,0.13,-1.769,0.129,18.327988,0.003052,1.891439,0.0286
