Source,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RV,e_RV,Gmag,BP-RP,e_Gmag,e_BP-RP
1,116.9267,-59.9713,2.4445,0.0558,-3.8230,0.0722,11.3271,0.0661,,,17.2206,2.3532,0.0030,0.0201
2,119.8456,-60.5398,2.4062,0.0106,-4.3266,0.0146,11.3605,0.0133,10.7324,3.6585,11.6366,0.6749,0.0028,0.0047
3,119.2300,-60.9699,2.4828,0.0400,-4.6412,0.0513,11.6262,0.0490,,,16.5348,2.0647,0.0029,0.0084
4,120.0393,-60.5598,2.3707,0.0097,-5.0551,0.0138,11.0286,0.0133,23.4454,2.2131,13.1336,0.9380,0.0028,0.0049
5,119.2528,-60.9582,2.4521,0.0175,-4.3800,0.0218,10.8200,0.0213,28.2340,3.8001,14.8484,1.3789,0.0028,0.0053
6,120.0257,-60.5883,2.4334,0.0138,-5.2515,0.0202,11.2879,0.0185,24.7874,3.7715,14.2369,1.1920,0.0028,0.0051
7,120.0147,-60.5820,2.4900,0.0594,-5.1704,0.0894,11.1890,0.0765,,,17.2825,2.2694,0.0029,0.0166
8,116.9295,-60.1684,2.4920,0.0128,-4.0940,0.0167,11.6597,0.0153,14.4487,3.9575,9.9598,0.2368,0.0028,0.0047
9,120.0101,-60.5870,2.4910,0.0553,-4.2011,0.0835,10.5850,0.0723,,,17.1374,2.2843,0.0032,0.0201
10,120.1364,-58.8667,2.3759,0.0134,-3.9870,0.0171,10.6497,0.0164,16.3639,4.1385,9.5850,0.1548,0.0028,0.0047
11,116.7508,-60.1502,2.4057,0.0105,-3.8951,0.0126,11.3516,0.0116,26.5046,3.9402,12.5464,0.8471,0.0028,0.0049
12,120.0110,-60.6154,2.4608,0.0122,-5.1591,0.0173,11.5186,0.0172,22.0851,2.4579,12.7147,0.9137,0.0028,0.0050
13,119.8045,-60.5030,2.2739,0.1524,-4.8926,0.2215,10.8727,0.1863,,,18.9380,2.9595,0.0036,0.0639
14,115.0669,-61.5143,2.5050,0.0751,-3.8188,0.1013,11.4626,0.0993,,,17.6497,2.5093,0.0030,0.0298
15,119.6359,-60.5231,2.4943,0.0664,-5.0033,0.0946,10.7452,0.0705,,,17.4691,2.5046,0.0030,0.0248
16,119.6714,-60.5248,2.5122,0.0885,-5.3102,0.1268,11.8965,0.1030,,,17.9789,2.5441,0.0030,0.0310
17,119.2282,-60.9564,2.4364,0.0989,-4.4010,0.1159,10.6682,0.1109,,,18.0279,2.6138,0.0031,0.0368
18,119.6823,-60.5490,2.5022,0.0286,-4.5871,0.0394,11.4437,0.0323,26.3356,1.8803,12.4102,0.9907,0.0028,0.0049
19,119.6575,-60.5608,2.4515,0.0110,-4.3830,0.0149,11.1643,0.0129,25.8112,2.0150,10.7926,0.3814,0.0028,0.0047
20,119.6849,-60.5665,2.4722,0.0742,-4.8849,0.1042,11.9047,0.0838,,,17.7420,2.3937,0.0029,0.0373
21,119.2509,-61.0658,2.4106,0.0114,-4.3307,0.0135,11.0876,0.0143,28.1910,4.2790,13.7851,1.0954,0.0028,0.0056
22,120.0207,-60.5589,2.4454,0.0174,-4.9652,0.0252,10.8498,0.0232,20.9277,4.1125,14.6608,1.3390,0.0028,0.0055
23,120.0219,-60.5585,2.3891,0.0401,-4.6136,0.0597,10.7574,0.0532,,,16.3167,1.9353,0.0029,0.0233
24,118.3974,-59.0032,2.4721,0.1070,-4.1228,0.1374,10.7420,0.1433,,,18.0714,2.5770,0.0032,0.0532
25,117.4781,-60.0514,2.3496,0.0178,-4.5373,0.0182,11.0435,0.0177,22.3738,0.1357,6.3536,1.3931,0.0028,0.0049
26,117.7065,-60.0787,2.4112,0.0131,-3.6651,0.0156,11.3038,0.0142,20.3679,3.6142,13.9413,1.1457,0.0028,0.0056
27,117.5707,-60.0723,2.4882,0.0111,-5.0396,0.0128,11.3736,0.0139,20.5471,2.7184,10.2069,0.2876,0.0028,0.0047
28,120.1887,-60.5083,2.5303,0.0172,-4.7905,0.0254,11.7534,0.0204,21.4523,3.1168,9.8589,0.2122,0.0028,0.0047
29,119.1983,-61.0770,2.4320,0.0183,-4.9684,0.0221,11.5537,0.0237,5.4908,7.1581,14.9321,1.3923,0.0028,0.0055
30,120.0382,-60.4711,2.2960,0.1562,-5.2286,0.2174,11.4995,0.2122,,,18.7317,2.7193,0.0033,0.0736
31,119.9604,-60.5028,2.4283,0.1167,-4.6869,0.1564,11.2874,0.1520,,,18.4036,2.7154,0.0031,0.0656
32,120.0089,-60.5085,2.4824,0.0739,-5.0195,0.1121,10.7264,0.0987,,,17.7281,2.5446,0.0030,0.0302
33,118.3905,-62.5830,2.4444,0.0233,-4.0490,0.0288,11.4698,0.0310,,,15.2000,1.5096,0.0028,0.0060
34,119.9346,-60.5387,2.5270,0.0580,-4.2956,0.0860,10.0283,0.0720,,,17.0490,2.4606,0.0030,0.0175
35,117.3400,-60.0214,2.4679,0.0217,-3.8048,0.0278,11.9012,0.0297,,,15.4198,1.6115,0.0028,0.0062
36,119.9700,-60.5471,2.5747,0.0138,-4.9956,0.0203,11.8319,0.0183,27.6327,3.9946,14.1521,1.2011,0.0028,0.0054
37,119.0368,-60.8268,2.3714,0.0408,-4.2087,0.0568,11.9743,0.0473,,,16.5211,2.0367,0.0028,0.0094
38,119.1775,-61.0967,2.2976,0.0992,-4.7239,0.1186,11.0268,0.1279,,,18.0472,2.7838,0.0030,0.0335
39,118.9201,-59.2838,2.4546,0.0113,-4.1236,0.0132,11.2606,0.0128,23.2184,0.9834,10.5546,0.3794,0.0028,0.0047
40,119.1561,-61.1064,2.4122,0.1361,-4.3648,0.1460,11.8749,0.1699,,,18.5117,2.8645,0.0032,0.0647
41,118.9082,-59.3061,2.4221,0.0617,-3.8037,0.0709,10.7039,0.0765,,,17.0943,2.0227,0.0033,0.0493
42,120.1383,-60.5231,2.4255,0.0106,-4.7724,0.0158,11.1939,0.0145,17.2698,3.8860,12.3570,0.8196,0.0028,0.0049
43,120.1708,-60.5305,2.4054,0.0109,-4.1295,0.0179,10.5721,0.0122,9.7029,5.8279,12.0602,0.7996,0.0028,0.0047
44,119.7857,-60.5498,2.4411,0.0515,-4.5624,0.0740,11.6867,0.0618,,,17.0517,2.3072,0.0029,0.0148
45,119.2105,-60.9603,2.5712,0.0770,-4.6012,0.0927,11.6443,0.0915,,,17.6854,2.8157,0.0029,0.0323
46,117.6238,-60.0797,2.2196,0.0113,-2.8083,0.0136,10.2790,0.0135,,,11.3168,0.7571,0.0028,0.0048
47,119.2227,-60.9495,2.4415,0.1225,-4.1568,0.1409,10.7095,0.1373,,,18.2876,3.0499,0.0032,0.0564
48,119.3470,-60.9311,2.4625,0.0128,-4.6334,0.0159,11.3846,0.0166,30.9104,6.4629,11.4609,0.6710,0.0028,0.0047
49,122.0772,-60.9219,2.4476,0.0097,-5.2056,0.0136,11.1656,0.0115,22.3159,1.6766,13.0946,0.9195,0.0028,0.0052
50,119.5170,-60.6409,2.4353,0.0719,-4.9060,0.1011,11.0781,0.0759,,,17.6181,2.3990,0.0029,0.0283
51,122.0320,-60.9004,2.4505,0.0098,-5.4285,0.0120,10.7968,0.0113,24.0383,2.2404,13.4303,0.9888,0.0028,0.0054
52,117.4566,-59.9134,2.4780,0.0294,-4.3369,0.0368,11.0375,0.0355,25.3420,3.7620,12.8146,1.1204,0.0028,0.0049
53,119.6554,-60.5939,2.4198,0.0190,-4.9592,0.0253,11.4460,0.0220,23.8283,6.7678,14.9147,1.4039,0.0028,0.0057
54,119.5984,-60.6227,2.4029,0.0116,-4.6174,0.0158,10.7432,0.0136,26.5911,2.7613,12.2135,0.7700,0.0028,0.0048
55,119.3614,-60.9303,2.4528,0.0270,-4.7461,0.0340,11.1018,0.0361,,,15.7845,1.7062,0.0028,0.0072
56,119.6288,-60.6295,2.4143,0.0215,-5.2148,0.0307,12.9769,0.0250,17.1410,2.8967,10.4963,0.4629,0.0028,0.0047
57,119.6336,-60.6212,2.4504,0.0696,-4.1396,0.0971,10.3118,0.0828,,,17.6247,2.4897,0.0029,0.0210
58,119.7060,-60.6207,2.3852,0.1275,-4.9054,0.1770,11.6712,0.1472,,,18.4207,2.9644,0.0033,0.0676
59,119.6610,-60.6385,2.4302,0.1640,-4.0258,0.2610,10.5943,0.1763,,,18.8523,2.8343,0.0033,0.0859
60,119.5536,-60.6434,2.3221,0.0218,-4.0205,0.0313,11.0206,0.0235,24.4085,0.7355,11.8094,0.7055,0.0028,0.0047
61,119.3366,-60.9287,2.3555,0.0412,-4.8026,0.0505,11.2893,0.0495,,,16.5594,2.0699,0.0029,0.0128
62,122.0781,-60.8493,2.5199,0.1528,-5.3904,0.1942,11.6032,0.1700,,,18.8983,2.9626,0.0036,0.0797
63,119.5191,-60.6749,2.4275,0.0187,-4.4653,0.0270,11.4427,0.0198,24.2532,7.4294,14.9426,1.4080,0.0029,0.0065
64,119.5018,-60.6888,2.3943,0.0169,-4.5160,0.0246,10.7642,0.0179,29.2711,4.0359,14.4547,1.4000,0.0028,0.0049
65,119.5955,-60.6723,2.4050,0.0134,-5.3845,0.0199,11.1288,0.0151,13.2981,5.1499,14.1919,1.2455,0.0030,0.0074
66,121.9418,-60.8277,2.4068,0.0302,-5.7305,0.0372,11.1816,0.0336,,,15.9842,1.7966,0.0030,0.0079
67,119.5521,-60.6349,2.3822,0.0399,-4.2280,0.0599,10.9284,0.0437,,,16.5243,1.9907,0.0030,0.0112
68,117.3500,-59.9270,2.6087,0.0770,-4.7417,0.0947,10.0441,0.0899,,,17.5667,2.5520,0.0030,0.0233
69,119.4817,-60.6016,2.5301,0.1250,-5.0774,0.1582,11.6938,0.1359,,,15.5206,1.7108,0.0031,0.0070
70,119.7213,-60.6182,2.5855,0.0562,-5.4198,0.0802,10.7347,0.0610,,,17.1040,2.3182,0.0029,0.0144
71,122.5535,-61.0466,2.5715,0.0955,-5.6497,0.1379,11.6475,0.1353,,,17.8854,2.9683,0.0031,0.0446
72,119.7660,-60.5892,2.5043,0.1002,-5.1970,0.1302,11.3917,0.1079,,,18.1111,2.6039,0.0030,0.0587
73,119.7208,-60.6029,2.2780,0.1195,-5.3687,0.1711,12.2492,0.1375,8.5132,4.4351,9.7918,0.2928,0.0032,0.0047
74,120.8870,-58.7584,2.5910,0.0251,-5.2167,0.0283,11.8042,0.0300,,,15.5611,1.6959,0.0030,0.0087
75,119.2900,-60.9352,2.3294,0.0528,-4.2310,0.0640,11.7157,0.0675,,,17.0224,2.2299,0.0030,0.0136
76,122.1543,-61.0046,2.3694,0.0145,-5.1812,0.0180,11.2771,0.0178,22.1692,3.9187,14.3846,1.2224,0.0028,0.0053
77,119.7161,-60.5889,2.4089,0.0149,-4.7997,0.0202,11.0198,0.0170,30.2905,9.2187,14.4895,1.2710,0.0030,0.0082
78,119.7384,-60.6035,2.4011,0.0169,-5.4340,0.0235,10.6234,0.0201,28.2845,7.3988,14.6413,1.3353,0.0032,0.0086
79,122.1541,-61.0039,2.2931,0.1248,-5.1996,0.1639,11.2186,0.1599,,,18.2665,2.1284,0.0034,0.0765
80,119.5121,-60.6147,2.4073,0.0312,-5.0231,0.0367,11.2010,0.0309,,,7.5848,-0.0220,0.0028,0.0049
81,119.5683,-60.5849,2.4790,0.1326,-4.5578,0.1688,10.4390,0.1426,,,18.5332,3.1124,0.0032,0.0740
82,115.5426,-61.3932,2.4086,0.0767,-4.2246,0.1043,11.3105,0.0920,,,17.5550,2.6394,0.0029,0.0280
83,119.2836,-60.9197,2.3685,0.1605,-5.1118,0.2073,11.1466,0.1728,,,18.7629,2.9235,0.0037,0.0922
84,119.6460,-60.5683,2.4568,0.0208,-5.4038,0.0285,12.0747,0.0228,19.2300,2.5392,9.6285,0.1661,0.0028,0.0047
85,119.6343,-60.5702,2.4519,0.0132,-4.5279,0.0180,11.3077,0.0159,19.7374,2.5055,13.2630,0.9704,0.0028,0.0052
86,119.5744,-60.5942,2.4539,0.0205,-4.0916,0.0278,11.3987,0.0234,,,15.3240,1.5403,0.0028,0.0058
87,119.3312,-60.9412,2.4122,0.0177,-2.1938,0.0221,10.8471,0.0207,-134.8036,8.9760,14.6769,1.6369,0.0030,0.0076
88,119.5196,-60.5843,2.4713,0.0125,-5.0221,0.0170,10.7157,0.0141,23.9243,3.0853,12.9200,0.8858,0.0028,0.0050
89,120.9469,-58.7058,2.3730,0.0162,-4.7944,0.0187,10.6365,0.0196,41.3557,10.0463,14.5753,1.3359,0.0034,0.0100
90,116.3141,-61.7039,2.5331,0.0454,-3.9823,0.0518,11.9457,0.0584,,,16.5409,2.0778,0.0028,0.0089
91,118.6528,-58.8701,2.4814,0.0685,-3.9558,0.0919,10.9001,0.0873,,,17.4601,2.4728,0.0029,0.0247
92,119.0917,-60.8619,2.3542,0.0517,-4.7522,0.0699,10.8949,0.0716,,,16.7725,1.8936,0.0030,0.0278
93,119.0436,-60.9041,2.3462,0.0463,-3.5543,0.0606,10.9946,0.0530,,,16.6624,2.0392,0.0028,0.0094
94,119.5049,-60.5231,2.4284,0.0139,-4.3823,0.0200,10.7343,0.0162,23.4497,3.8843,14.3134,1.2031,0.0028,0.0052
95,119.5079,-60.5473,2.3791,0.0160,-4.5207,0.0206,11.0041,0.0174,25.3904,0.8979,11.0283,0.4841,0.0028,0.0047
96,117.0179,-60.4196,2.3943,0.0300,-3.9522,0.0400,10.9569,0.0327,,,15.9487,1.7936,0.0031,0.0102
97,119.0603,-60.9087,2.4634,0.0417,-4.5529,0.0526,11.9059,0.0498,,,16.5399,2.2278,0.0032,0.0115
98,119.5244,-60.5452,2.3873,0.0700,-5.3189,0.0967,11.1433,0.0779,,,17.6731,2.5243,0.0029,0.0258
99,119.0643,-60.8856,2.3827,0.0532,-4.8585,0.0700,11.2900,0.0596,,,17.0479,2.2087,0.0029,0.0127
100,117.1037,-60.3677,2.5507,0.0109,-3.9905,0.0134,11.7278,0.0117,35.8764,6.5745,13.2304,1.0376,0.0028,0.0051
101,117.1776,-60.3344,2.4246,0.0142,-3.0307,0.0169,10.7225,0.0154,25.3468,3.1171,11.3149,0.6129,0.0028,0.0047
102,117.1385,-60.2937,2.3037,0.0966,-3.8481,0.1208,11.6192,0.1221,,,18.1153,2.5541,0.0031,0.0568
103,118.7231,-62.5076,2.3192,0.0605,-4.8235,0.0804,11.2949,0.0769,,,17.2847,2.3961,0.0030,0.0150
104,119.4789,-61.1291,2.4347,0.0304,-5.0634,0.0374,11.4584,0.0364,,,15.9836,2.1347,0.0029,0.0081
105,119.2348,-61.0159,2.4131,0.0244,-4.2069,0.0300,11.0856,0.0312,,,15.7558,1.7516,0.0030,0.0091
106,119.4444,-60.5762,2.4593,0.1282,-5.1158,0.2775,10.8134,0.3234,,,17.8208,,0.0039,
107,119.4541,-60.5941,2.4251,0.0116,-5.1097,0.0148,11.8996,0.0127,24.6269,3.3267,11.0981,0.5179,0.0028,0.0047
108,119.4486,-60.6097,2.4853,0.0251,-3.9807,0.0323,10.6614,0.0276,,,8.3476,-0.0008,0.0028,0.0047
109,117.2783,-60.2733,2.4565,0.0245,-3.4721,0.0313,11.6795,0.0282,-15.2134,10.0364,15.0783,1.5146,0.0032,0.0089
110,119.3866,-60.5602,2.3555,0.0596,-5.4099,0.0772,11.1832,0.0627,,,17.3023,2.3815,0.0029,0.0206
111,119.0244,-60.9263,2.3741,0.0760,-4.9600,0.0946,11.5606,0.0874,,,17.5955,2.4880,0.0030,0.0229
112,116.6126,-61.3822,2.3586,0.0441,-4.1272,0.0665,12.6556,0.0559,,,15.4508,1.6481,0.0030,0.0068
113,119.6686,-60.4953,2.3783,0.0725,-4.9478,0.0981,11.2288,0.0878,,,17.6744,2.5113,0.0030,0.0285
114,119.7318,-60.4324,2.3817,0.0654,-3.7729,0.0836,10.5188,0.0779,,,17.5791,2.5744,0.0029,0.0231
115,119.5526,-61.0749,2.3370,0.1189,-4.2753,0.1425,11.6151,0.1275,,,18.3839,2.8095,0.0031,0.0619
116,119.8032,-60.4372,2.4650,0.0431,-4.5687,0.0662,11.4211,0.0519,,,16.7203,2.0877,0.0029,0.0108
117,119.0272,-60.9444,2.4193,0.0361,-4.4818,0.0439,10.6909,0.0445,,,16.3108,1.9815,0.0031,0.0109
118,119.7328,-60.4550,2.5986,0.1007,-4.8928,0.1526,11.0591,0.1164,,,18.2817,2.6943,0.0031,0.0354
119,119.7234,-60.4691,2.4381,0.0164,-4.1994,0.0230,10.9538,0.0195,28.2985,7.3743,14.8971,1.3884,0.0029,0.0065
120,118.9934,-60.9368,2.4092,0.0219,-4.3171,0.0274,11.7295,0.0290,,,15.3631,1.5782,0.0028,0.0057
121,119.7058,-60.4725,2.3452,0.0369,-4.9144,0.0519,10.4915,0.0432,,,16.5868,2.0408,0.0029,0.0121
122,119.6641,-60.4998,2.4044,0.0163,-4.6825,0.0221,11.4919,0.0185,16.0686,7.6589,14.7312,1.3081,0.0028,0.0051
123,123.4349,-60.7427,2.5265,0.0452,-6.2705,0.0679,11.1569,0.0572,18.9083,6.5333,14.7594,1.4028,0.0029,0.0050
124,121.7700,-59.7825,2.4366,0.0102,-6.2627,0.0146,10.6738,0.0118,20.7308,2.8796,12.4303,0.8121,0.0028,0.0047
125,119.5667,-61.0981,2.5422,0.1182,-4.0808,0.1358,10.5116,0.1310,,,18.2745,2.9945,0.0032,0.0546
126,119.4715,-60.4985,2.5131,0.0916,-4.6202,0.1257,11.8392,0.1089,,,18.0097,2.5666,0.0030,0.0407
127,123.1399,-60.8414,2.5987,0.0371,-5.1522,0.0541,10.8861,0.0507,,,16.1344,2.1689,0.0029,0.0090
128,119.4832,-60.5034,2.4140,0.0650,-4.6026,0.0924,11.0725,0.0803,,,17.4924,2.4331,0.0029,0.0172
129,119.4700,-60.5132,2.4027,0.0413,-5.0030,0.0567,11.0768,0.0481,,,16.5907,2.0664,0.0029,0.0084
130,119.4514,-60.5252,2.4408,0.0131,-6.4600,0.0179,10.4747,0.0152,18.2953,2.4168,11.9074,0.7782,0.0028,0.0047
131,119.4649,-61.1151,2.4038,0.0526,-4.1348,0.0639,10.9448,0.0615,,,16.9833,2.2354,0.0030,0.0121
132,117.2399,-60.2485,2.4868,0.0448,-4.0367,0.0625,11.7131,0.0560,,,16.5657,2.4244,0.0030,0.0124
133,119.0946,-60.8617,2.4538,0.0391,-4.1487,0.0508,12.0413,0.0469,21.7332,3.1869,11.4173,0.7440,0.0028,0.0048
134,117.8884,-58.7434,2.3656,0.0961,-4.4956,0.1258,10.5296,0.1131,,,15.8856,1.8262,0.0031,0.0076
135,118.9674,-60.9010,2.4667,0.0523,-3.8129,0.0679,11.1805,0.0615,,,16.8988,2.2284,0.0029,0.0100
136,117.1664,-60.1607,2.4445,0.0138,-3.5463,0.0178,11.4195,0.0183,24.2321,5.8466,14.2458,1.1817,0.0028,0.0051
137,119.0319,-60.8745,2.4040,0.0891,-4.4834,0.1090,10.6790,0.1024,,,17.8436,2.5434,0.0031,0.0324
138,119.9750,-60.4880,2.4413,0.0942,-4.4156,0.1325,11.1757,0.1341,,,18.0256,2.5692,0.0030,0.0440
139,118.9932,-60.8847,2.4739,0.0148,-4.9913,0.0191,11.8209,0.0173,23.1650,3.5552,14.3389,1.2559,0.0028,0.0051
140,116.7628,-61.5560,2.4741,0.0115,-3.7392,0.0153,11.7857,0.0140,21.9929,2.4595,13.6256,1.0594,0.0028,0.0054
141,119.9667,-60.4870,2.4187,0.0524,-4.4859,0.0713,10.7178,0.0679,,,16.8070,2.4241,0.0030,0.0131
142,119.0470,-60.8494,2.3931,0.0222,-5.1483,0.0288,11.5011,0.0254,,,15.3005,1.5716,0.0032,0.0092
143,119.2192,-61.0479,2.4356,0.0362,-3.7089,0.0445,10.6801,0.0470,,,11.4018,0.7696,0.0028,0.0047
144,120.2187,-60.4017,2.3859,0.1139,-4.6882,0.1545,11.5952,0.1634,,,18.3819,2.7059,0.0032,0.0760
145,120.2890,-60.3951,2.4711,0.0230,-5.5260,0.0300,10.9881,0.0334,,,15.1725,1.5288,0.0028,0.0054
146,120.1899,-60.3961,2.5598,0.0804,-5.0192,0.1064,11.2377,0.1181,,,17.8347,2.5774,0.0030,0.0292
147,119.2566,-61.0523,2.4315,0.0122,-4.4142,0.0142,11.1429,0.0151,22.9676,1.7424,12.9551,0.9315,0.0028,0.0051
148,118.9963,-60.8456,2.3649,0.0181,-4.4498,0.0236,10.8801,0.0212,15.6809,5.9384,14.8391,1.5356,0.0030,0.0070
149,120.1296,-60.4635,2.4492,0.0108,-4.2409,0.0145,10.9688,0.0145,19.4710,2.7642,12.2939,0.7958,0.0028,0.0048
150,120.1398,-60.4736,2.4256,0.0109,-5.6649,0.0143,11.6328,0.0148,26.0504,1.3946,11.9658,0.7539,0.0028,0.0047
151,120.3405,-60.4279,2.4938,0.0106,-5.0007,0.0131,11.7564,0.0136,24.9113,1.5323,12.6127,0.8682,0.0028,0.0053
152,120.3043,-60.4679,2.3203,0.1889,-4.5189,0.2863,10.8048,0.2730,,,18.9096,2.9180,0.0035,0.0932
153,120.2897,-60.4663,2.4173,0.0874,-4.8361,0.1204,11.0524,0.1240,,,17.6745,2.4300,0.0029,0.0476
154,120.2863,-60.4764,2.4254,0.0162,-5.5297,0.0223,11.3430,0.0218,31.2233,17.6140,14.5396,1.3077,0.0030,0.0074
155,119.2600,-61.0347,2.4447,0.0099,-4.2138,0.0123,11.4512,0.0124,,,11.8117,0.7314,0.0028,0.0047
156,120.0785,-60.4201,2.4451,0.0190,-4.7290,0.0247,11.1008,0.0255,25.6235,5.1224,14.9606,1.4197,0.0029,0.0064
157,116.9882,-60.1907,2.5026,0.0113,-4.2342,0.0146,11.8255,0.0127,24.8403,2.3540,13.8226,1.1027,0.0028,0.0057
158,120.0082,-60.3824,2.3576,0.1464,-5.1978,0.1912,10.7842,0.2106,,,18.7589,2.9216,0.0034,0.0853
159,120.0868,-60.3878,2.4194,0.0549,-4.6392,0.0717,11.6486,0.0818,,,17.1215,2.2212,0.0029,0.0140
160,118.2457,-59.1153,2.4581,0.0150,-4.7345,0.0189,11.1039,0.0191,24.5017,2.0963,11.0491,0.5296,0.0028,0.0048
161,119.9912,-60.3509,2.4041,0.0654,-4.8473,0.0829,10.9895,0.0941,,,17.5402,2.4892,0.0029,0.0198
162,119.1966,-61.0232,2.4275,0.0732,-4.6825,0.0879,10.8666,0.0906,,,17.6379,2.5350,0.0030,0.0262
163,119.9654,-60.3693,2.4559,0.0110,-4.3413,0.0134,11.4588,0.0146,23.3864,0.9460,12.1370,0.7553,0.0028,0.0047
164,119.1615,-61.0536,2.4314,0.1518,-3.9677,0.1636,10.8287,0.2156,,,18.6562,2.9405,0.0033,0.0958
165,120.0225,-60.3813,2.4377,0.0173,-4.6079,0.0242,11.1156,0.0227,26.7898,4.2448,14.3179,1.4282,0.0028,0.0050
166,115.8915,-61.7253,2.3996,0.0445,-4.1033,0.0565,11.6087,0.0553,,,16.7449,2.1125,0.0030,0.0118
167,118.9114,-60.8980,2.3268,0.1786,-4.8542,0.2178,10.9646,0.2092,,,18.6697,2.9333,0.0033,0.0787
168,120.0282,-60.4189,2.4799,0.0180,-5.0343,0.0231,11.6298,0.0229,22.6040,4.1124,10.7696,0.4270,0.0028,0.0048
169,119.9932,-60.4047,2.4540,0.0277,-5.0127,0.0353,11.6186,0.0361,,,15.5414,1.8166,0.0029,0.0075
170,119.8789,-60.4212,2.4223,0.0107,-4.6265,0.0144,11.4106,0.0137,10.1599,3.1094,13.4784,1.1676,0.0028,0.0049
171,121.1185,-58.5844,2.2666,0.0114,-4.9631,0.0154,10.3060,0.0135,20.6489,4.5653,13.6635,1.0480,0.0028,0.0050
172,119.8369,-60.4246,2.4021,0.0224,-4.8501,0.0296,10.9145,0.0265,24.4365,1.2269,10.1161,0.2619,0.0028,0.0048
173,124.2829,-60.8090,2.6113,0.0104,-5.8425,0.0128,11.8485,0.0130,23.8482,2.1589,13.5809,1.0414,0.0028,0.0050
174,119.1627,-61.0629,2.3817,0.0389,-4.9977,0.0462,11.2593,0.0514,,,16.5382,2.0214,0.0028,0.0102
175,120.0492,-60.4181,2.4256,0.0653,-5.1074,0.0902,10.7868,0.0944,,,17.3799,2.4279,0.0029,0.0203
176,119.9062,-60.5459,2.4821,0.0775,-4.5460,0.1096,10.8837,0.1264,,,17.5772,2.4361,0.0030,0.0344
177,119.8712,-60.5625,2.3700,0.1560,-4.5946,0.2138,10.8528,0.1855,,,18.8606,2.8830,0.0035,0.0916
178,118.7201,-59.0265,2.3862,0.0576,-3.4406,0.0798,10.5093,0.0687,,,15.8412,2.0145,0.0032,0.0117
179,118.1309,-59.6059,2.4483,0.0740,-4.2244,0.0967,11.0971,0.1134,,,17.6936,2.5568,0.0031,0.0357
180,120.8620,-60.3273,2.4523,0.0095,-4.3246,0.0128,10.6897,0.0124,21.9484,1.7211,12.6497,0.8698,0.0028,0.0049
181,121.0930,-60.2373,2.4293,0.0177,-5.0577,0.0245,11.5244,0.0197,22.0338,1.5873,10.5566,0.3469,0.0028,0.0047
182,119.2553,-60.8683,2.3475,0.0362,-4.5097,0.0448,10.5628,0.0402,,,16.2252,1.9150,0.0028,0.0088
183,118.2738,-59.7342,2.4526,0.0112,-4.0768,0.0156,11.5995,0.0155,26.2554,2.1123,12.8158,0.9055,0.0028,0.0053
184,119.1107,-63.4503,2.4828,0.0484,-4.7823,0.0699,11.9975,0.0563,,,16.7993,2.2216,0.0030,0.0159
185,119.2951,-60.8472,2.4621,0.0108,-4.6269,0.0134,10.9401,0.0131,21.7022,1.8326,12.7876,0.9103,0.0028,0.0049
186,123.4942,-60.2109,2.4283,0.0204,-5.5532,0.0258,10.7520,0.0233,55.1674,14.2403,15.0713,1.7518,0.0028,0.0060
187,119.3465,-60.8273,2.4480,0.0134,-4.1418,0.0170,10.6941,0.0153,,,11.1729,0.7587,0.0028,0.0048
188,119.1630,-61.1129,2.3077,0.0814,-5.2858,0.0938,11.7852,0.1051,,,17.7721,2.6893,0.0030,0.0498
189,118.3257,-59.6458,2.3780,0.0630,-4.4962,0.0833,10.7238,0.0816,,,17.4364,2.4355,0.0030,0.0234
190,121.0285,-60.3499,2.3757,0.0264,-4.5437,0.0383,10.6994,0.0329,,,15.7658,1.7176,0.0028,0.0072
191,118.7160,-62.6428,2.3918,0.0346,-4.4654,0.0439,11.7037,0.0462,,,16.2007,1.9110,0.0029,0.0088
192,123.1002,-60.2008,2.3130,0.0115,-5.0543,0.0142,10.1728,0.0134,24.8934,1.7918,11.6436,0.6419,0.0028,0.0047
193,119.4918,-60.8459,2.4642,0.0158,-4.6954,0.0199,11.0379,0.0190,21.7643,2.3112,8.9919,0.1705,0.0028,0.0047
194,118.0932,-59.7109,2.4593,0.0591,-3.9447,0.0755,11.0249,0.0748,,,17.2015,2.3725,0.0029,0.0184
195,120.6029,-60.3478,2.4108,0.0204,-5.5495,0.0288,11.2413,0.0292,,,15.2279,1.5151,0.0029,0.0060
196,117.3605,-58.7165,2.5216,0.0401,-4.5368,0.0486,11.2654,0.0469,,,16.3974,2.0085,0.0029,0.0109
197,120.6568,-60.3427,2.2712,0.0847,-5.6038,0.1132,11.1042,0.1117,,,17.8701,2.8759,0.0030,0.0374
198,119.4126,-60.8674,2.3150,0.1297,-4.1358,0.1622,11.7957,0.1349,,,18.4738,2.8375,0.0033,0.0470
199,118.2293,-59.7436,2.4105,0.0528,-4.7698,0.0718,10.6167,0.0699,,,16.6496,1.8883,0.0033,0.0533
200,118.2299,-59.7430,2.4567,0.0127,-5.1996,0.0168,10.9277,0.0170,25.6192,3.5087,13.9829,1.1486,0.0028,0.0059
201,120.8780,-60.3181,2.5502,0.0739,-5.7639,0.1021,10.6947,0.0997,,,17.7236,2.4974,0.0030,0.0254
