Source,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RV,e_RV,Gmag,BP-RP,e_Gmag,e_BP-RP
1374,119.9692,-60.6877,2.4185,0.0116,-4.4565,0.0165,11.655,0.0152,21.5477,2.8884,12.4213,0.8321,0.0028,0.0048
1376,116.6364,-62.0248,2.5103,0.1093,-3.9038,0.1294,11.8321,0.1412,,,18.2452,2.9379,0.0032,0.047
1378,119.8736,-60.7103,2.5373,0.1579,-4.6913,0.2155,10.989,0.183,,,18.8558,3.0288,0.0033,0.07
1379,119.9166,-60.7086,2.2824,0.0153,-4.3832,0.0195,9.5629,0.0197,21.4189,6.0707,14.4144,1.3322,0.0029,0.0061
1382,119.8904,-60.7862,2.431,0.1958,-4.6207,0.2513,11.558,0.2159,,,18.9909,3.1733,0.0036,0.113
1383,119.489,-60.7378,2.5327,0.076,-4.0068,0.1068,10.8157,0.0832,18.9878,1.2153,9.8376,0.3043,0.0028,0.0047
1385,119.718,-60.818,2.4047,0.0373,-4.4205,0.0552,10.5708,0.05,,,16.2803,1.9508,0.0028,0.0117
1386,119.7106,-60.8244,2.4707,0.0528,-4.661,0.0772,11.2257,0.0632,,,5.8053,-0.1008,0.0029,0.0058
1387,119.3337,-61.1205,2.4195,0.0115,-4.6953,0.0157,11.4978,0.0143,23.5158,1.6351,12.8416,0.9069,0.0028,0.0048
1389,119.6517,-60.8382,2.3755,0.0679,-5.3489,0.0844,11.3012,0.0811,27.0064,2.1705,12.3258,0.8199,0.0029,0.0592
1391,119.6751,-60.8444,2.2919,0.0778,-4.7639,0.0956,11.3706,0.087,,,17.6767,2.5227,0.003,0.0307
1393,119.8398,-60.7792,2.4595,0.0133,-4.2036,0.0171,10.743,0.0162,17.798,4.2649,14.1679,1.1886,0.0029,0.008
1395,119.8159,-60.7929,2.4971,0.0283,-4.2882,0.0378,11.8714,0.0332,,,15.5406,1.9386,0.0028,0.0064
1397,119.8587,-60.8094,2.4509,0.0151,-4.7641,0.0194,10.8533,0.0171,13.2375,8.1283,14.529,1.2844,0.0029,0.0065
1398,119.3182,-61.1295,2.3939,0.0314,-4.7571,0.039,11.1736,0.0408,,,15.9705,1.8082,0.0029,0.0071
1399,119.8387,-60.8156,2.3656,0.0363,-3.9405,0.0477,10.6279,0.0411,30.8558,2.589,9.0624,0.0739,0.0028,0.0048
1400,119.8837,-60.8125,2.4498,0.0242,-4.4861,0.032,11.1439,0.028,19.1343,7.477,13.6152,1.1357,0.0034,0.0105
1401,119.8248,-60.8167,2.432,0.0106,-4.3717,0.0132,11.6425,0.012,21.766,3.4328,13.4948,1.0128,0.0029,0.0064
1402,119.7593,-60.8242,2.4258,0.135,-3.7961,0.1802,11.7216,0.1517,,,18.493,2.7526,0.0033,0.0686
1403,117.5603,-61.8659,2.4546,0.0153,-4.0182,0.019,11.7319,0.0175,-31.7179,8.2308,14.4755,1.2651,0.0032,0.009
1405,119.7708,-60.7408,2.488,0.0439,-5.6053,0.0579,11.1531,0.0508,,,16.7738,2.1411,0.0029,0.013
1407,119.7551,-60.7489,2.4188,0.0474,-4.4441,0.0615,10.7891,0.054,,,16.8384,2.1662,0.0029,0.0129
1408,119.8248,-60.7552,2.4465,0.0643,-5.0354,0.082,12.0925,0.0726,,,16.6891,2.354,0.003,0.0117
1409,119.8423,-60.7574,2.2592,0.0765,-4.6198,0.106,11.7474,0.0914,22.4586,1.295,11.7167,0.8307,0.0028,0.0048
1410,117.8791,-61.7764,2.4309,0.0131,-4.0472,0.0169,11.0903,0.0159,,,10.9331,0.5244,0.0028,0.018
1411,119.8389,-60.7674,2.5467,0.0474,-4.3352,0.062,11.1442,0.0563,29.0204,2.4595,12.1897,0.7885,0.0028,0.0047
1412,117.8796,-61.7767,2.4348,0.0143,-4.7968,0.0226,11.4838,0.0195,24.1139,1.9095,11.9833,0.7857,0.0028,0.1279
1414,119.7877,-60.7991,2.4401,0.1259,-4.8263,0.1612,11.4292,0.1313,,,18.2433,3.0524,0.0035,0.0715
1416,119.3433,-61.1187,2.4269,0.0327,-5.457,0.0436,11.1364,0.0396,,,15.3532,1.5964,0.0028,0.0058
1417,119.7614,-60.7969,2.4988,0.014,-4.4357,0.0183,11.4793,0.0162,,,10.7149,0.4015,0.0028,0.0048
1419,119.7349,-60.7897,2.4817,0.041,-4.8316,0.0583,11.1681,0.0475,,,16.4464,1.9986,0.003,0.0109
1420,119.7036,-60.7962,2.3714,0.083,-4.8874,0.1076,11.7011,0.0874,,,17.4495,2.4298,0.003,0.0226
1421,119.6624,-60.8064,2.3955,0.0357,-4.3261,0.0447,10.7688,0.0387,,,16.2495,1.9166,0.0029,0.012
1423,119.6365,-60.8146,2.3524,0.0462,-4.3424,0.0653,11.631,0.0538,,,16.7052,2.1162,0.0031,0.0177
1424,119.1966,-60.8408,2.6298,0.0422,-5.0142,0.0541,11.159,0.0478,28.9676,2.1717,8.4925,0.1218,0.0028,0.0047
1427,117.5125,-60.9837,2.424,0.0159,-4.0904,0.0212,11.423,0.0199,26.6433,5.2996,14.5388,1.2767,0.0028,0.0055
1428,119.4185,-60.1172,2.4406,0.0273,-4.7413,0.0359,10.1747,0.0331,,,15.7228,1.8504,0.0031,0.0097
1431,119.493,-60.8801,2.3881,0.1604,-4.9882,0.2019,12.3479,0.1981,,,17.0034,2.4993,0.0034,0.0194
1435,121.2675,-61.487,2.409,0.0526,-5.4966,0.067,10.9166,0.0625,,,16.9797,2.215,0.003,0.0118
1436,119.4866,-60.1664,2.4507,0.1065,-4.035,0.1257,9.9862,0.1244,,,18.2374,2.7376,0.0031,0.1111
1438,121.2377,-61.4451,2.4558,0.0108,-4.6653,0.0149,10.8813,0.0113,22.9348,33.223,12.6804,0.8702,0.0029,0.0061
1439,120.5897,-61.7527,2.4071,0.1223,-5.4857,0.1466,11.5372,0.1653,,,18.4122,2.8966,0.0032,0.0708
1440,119.4248,-60.0879,2.4228,0.0405,-4.4232,0.0507,11.0165,0.0488,,,16.6376,2.092,0.0029,0.0134
1443,119.396,-60.1164,2.3973,0.0177,-4.8017,0.0229,11.2053,0.0205,22.6543,4.0955,14.8091,1.3452,0.0028,0.0056
1444,119.7998,-62.1498,2.3425,0.0207,-4.522,0.0245,11.1761,0.0251,,,15.3595,1.541,0.003,0.0075
1445,119.0052,-62.4227,2.3473,0.049,-4.7641,0.0707,11.5299,0.0583,,,16.7906,2.1537,0.0029,0.0121
1446,119.0585,-59.4843,2.4778,0.0381,-4.5789,0.0472,10.8478,0.0508,,,16.5779,2.068,0.0028,0.0116
1447,118.7723,-60.15,2.3873,0.1226,-4.743,0.1529,10.9317,0.1484,,,18.4264,2.6905,0.0032,0.0749
1448,118.9344,-62.4141,2.4899,0.0952,-4.2097,0.1387,12.1278,0.1238,,,18.1206,2.8682,0.0031,0.0377
1449,118.969,-62.3913,2.3791,0.0611,-4.1165,0.0765,11.7634,0.0819,,,17.1978,2.32,0.0029,0.0195
1450,116.3633,-60.6172,2.4537,0.0133,-3.7558,0.0175,11.9075,0.0168,24.3256,1.6678,12.9195,0.9112,0.0028,0.0052
1451,118.8425,-60.1324,2.4575,0.0188,-5.1047,0.0245,11.2729,0.022,,,15.1598,1.4656,0.0032,0.0096
1452,118.3401,-61.0369,2.3919,0.0534,-4.018,0.0722,11.3166,0.0753,,,17.1746,2.3495,0.003,0.018
1456,121.0672,-61.6294,2.4722,0.0679,-4.8569,0.0839,11.0638,0.0819,,,17.3289,2.3732,0.0029,0.0142
1457,117.3676,-60.7882,2.4567,0.0159,-3.5299,0.0214,11.426,0.02,23.2421,4.6651,11.6192,0.7423,0.0028,0.0048
1458,121.1049,-61.6286,2.4253,0.0104,-5.1617,0.0126,12.1531,0.0117,26.3484,1.9778,13.3531,1.0011,0.0028,0.0055
1460,118.7377,-60.2336,2.4122,0.0105,-4.4882,0.0127,11.1619,0.0123,24.7291,2.5456,12.1114,0.7447,0.0028,0.0047
1462,118.6839,-60.2603,2.5757,0.0858,-5.0026,0.1035,11.5959,0.1048,,,17.8639,2.6363,0.0031,0.034
1463,118.8242,-60.2561,2.3265,0.0233,-4.1241,0.0297,11.1931,0.0265,,,15.4461,1.5637,0.0028,0.0065
1464,120.0426,-59.7096,2.3571,0.0162,-4.9591,0.0204,10.8947,0.0198,60.3541,6.329,14.3815,1.2856,0.003,0.0074
1466,115.7544,-60.5312,2.3195,0.1063,-4.1935,0.1613,11.193,0.1095,,,17.8213,2.4743,0.0032,0.0343
1467,118.5249,-61.0236,2.3911,0.0311,-4.5318,0.0414,11.7494,0.0422,,,16.1342,1.9129,0.003,0.0074
1468,119.0083,-60.2575,2.4625,0.0145,-4.4534,0.0178,10.9239,0.0165,16.434,2.241,9.6142,0.1067,0.0028,0.0047
1469,119.0201,-60.2426,2.4308,0.0178,-4.4561,0.0237,11.083,0.0199,26.5305,2.428,8.8565,0.0325,0.0028,0.0047
1471,119.6714,-60.1388,2.4422,0.0161,-5.1946,0.0199,11.1243,0.0171,23.961,5.2623,14.5078,1.2466,0.0028,0.0051
1473,119.0167,-60.2149,2.3984,0.0889,-4.8247,0.1184,10.8776,0.1078,,,18.0942,2.6988,0.003,0.0393
1474,118.8702,-60.2666,2.3451,0.0183,-4.6749,0.0239,10.7295,0.0205,11.1542,6.4075,14.9692,1.3856,0.0029,0.0064
1476,120.481,-61.6206,2.5555,0.07,-5.122,0.1002,11.884,0.0921,22.7513,0.8543,11.5993,0.7508,0.0028,0.0047
1477,118.8711,-60.2538,2.3957,0.1542,-5.0743,0.2061,11.7286,0.1822,,,18.81,2.8415,0.0035,0.0878
1478,120.4716,-61.6273,2.2747,0.0598,-4.3389,0.0926,10.6559,0.0753,,,17.3953,2.3378,0.0029,0.0174
1479,120.6197,-61.7284,2.3993,0.0554,-4.8487,0.0711,11.0509,0.071,,,17.2187,2.346,0.003,0.0195
1480,119.2944,-59.374,2.4965,0.0197,-4.5816,0.0247,11.2408,0.0256,22.556,4.997,14.7151,1.3854,0.0028,0.0052
1481,119.2792,-61.0355,2.4071,0.0546,-4.7106,0.0616,11.6168,0.0649,,,17.0918,2.2426,0.0029,0.0118
1483,119.627,-60.1578,2.451,0.0101,-4.2794,0.0117,11.2808,0.0108,22.5606,2.1052,13.1103,0.9064,0.0028,0.0052
1485,118.6023,-60.3324,2.3801,0.0233,-4.6163,0.0273,11.2079,0.0285,,,15.4197,1.5681,0.0029,0.0064
1486,118.6092,-60.3216,2.4359,0.0113,-4.5944,0.013,10.5481,0.0136,24.6404,2.2346,13.193,0.9474,0.0028,0.0054
1487,119.2931,-61.0204,2.3623,0.0712,-4.3125,0.0895,10.7249,0.0875,,,17.5582,2.449,0.003,0.0342
1488,119.5843,-60.192,2.4006,0.0727,-4.5154,0.0859,10.9994,0.0804,,,17.5807,2.5174,0.0031,0.0284
1489,120.5515,-61.7077,2.4755,0.0631,-4.8444,0.0895,10.2983,0.0802,,,17.3945,2.6047,0.0029,0.0207
1490,119.4143,-62.3335,2.3768,0.0105,-4.3422,0.0133,11.8417,0.0114,23.6205,2.8427,12.3694,0.8903,0.0028,0.011
1493,116.7038,-60.5523,2.437,0.0107,-3.5893,0.0139,11.5893,0.0137,20.6557,2.5667,13.5971,1.0556,0.0028,0.0053
1495,119.2351,-60.2585,2.4953,0.0669,-4.4964,0.0797,11.2051,0.0783,,,17.5534,2.4832,0.0029,0.0263
1496,118.3686,-61.0693,2.3749,0.0094,-4.3739,0.0121,11.0836,0.012,19.5614,28.8794,11.987,0.7763,0.0028,0.0047
1497,117.6837,-60.5501,2.4065,0.042,-4.4411,0.0516,11.1455,0.0514,,,16.4606,1.9651,0.0029,0.013
1498,118.2496,-61.0844,2.4517,0.013,-4.2914,0.0163,11.2965,0.0184,25.6358,1.2189,11.3374,0.6598,0.0028,0.0047
1500,117.6905,-60.5682,2.0548,0.0133,-4.9591,0.0171,12.8347,0.017,7.5017,1.7407,12.933,0.9027,0.0028,0.0047
1501,118.7778,-61.1204,2.4406,0.0561,-4.1157,0.0691,11.2519,0.0743,,,17.2556,2.2932,0.0029,0.0134
1502,118.6127,-61.1836,2.3737,0.0784,-4.2453,0.1111,10.6377,0.1054,,,17.7932,2.6271,0.0029,0.0348
1505,120.7795,-61.8348,2.3592,0.0433,-4.2731,0.059,11.1915,0.0552,,,16.7404,2.1054,0.0029,0.01
1506,117.7656,-60.5616,2.5446,0.1167,-4.6605,0.141,11.0768,0.1523,,,18.2735,2.8353,0.0032,0.0537
1507,119.167,-60.2454,2.3985,0.0106,-4.0664,0.0126,11.3652,0.012,24.4428,2.0107,11.9376,0.8261,0.0028,0.0048
1508,118.3331,-61.0576,2.3944,0.0142,-4.2437,0.0183,11.7456,0.0191,19.6898,3.4612,14.4392,1.2576,0.0028,0.0056
1509,118.3718,-61.0544,2.4368,0.0205,-3.6789,0.0262,10.9715,0.028,29.1347,0.9788,7.81,0.0835,0.0028,0.0048
1514,119.9014,-59.6691,2.3678,0.0507,-5.2995,0.0595,11.0101,0.0606,,,16.794,2.1677,0.0029,0.0147
1515,118.4232,-61.0961,2.4892,0.1003,-3.9696,0.1272,11.3399,0.1453,,,18.2024,2.7802,0.0031,0.0628
1516,116.6151,-60.3821,2.4392,0.0581,-4.4,0.0743,11.2353,0.0695,,,17.1475,2.3191,0.003,0.0209
1518,119.9822,-61.2582,2.3097,0.0527,-4.3989,0.0736,11.3274,0.0645,,,17.1789,2.643,0.0029,0.0167
1519,124.2522,-62.2,2.4435,0.0184,-5.3372,0.0232,10.7417,0.022,21.6552,1.8775,12.9144,0.9086,0.0028,0.005
1520,122.031,-62.7764,2.4723,0.0466,-6.2936,0.0567,11.195,0.0463,,,16.7634,2.1604,0.0029,0.0127
1521,118.3285,-61.1285,2.6853,0.095,-4.5532,0.1221,11.9576,0.1305,,,18.1232,2.7775,0.0031,0.0486
1522,120.0355,-61.2434,2.3926,0.0111,-2.3584,0.0156,11.1406,0.0134,27.5146,2.5352,13.0396,0.99,0.0028,0.005
1524,117.8949,-60.4124,2.4422,0.0134,-3.9941,0.0173,11.3261,0.0169,25.8918,1.8407,10.9067,0.434,0.0028,0.0047
1525,119.222,-60.2567,2.4402,0.0111,-4.2317,0.0134,10.2494,0.0133,26.6812,1.7481,13.086,0.9261,0.0028,0.0048
1527,119.9842,-61.3202,2.4257,0.0125,-4.5942,0.0162,11.6833,0.0158,24.9977,1.8332,12.6276,0.8782,0.0028,0.0049
1528,116.5823,-60.4544,2.4512,0.013,-4.1824,0.0178,11.2069,0.0163,23.2574,4.4864,10.8496,0.4556,0.0028,0.0048
1529,117.7868,-60.598,2.3956,0.0155,-4.9912,0.0221,10.6881,0.0201,-5.9331,18.6524,14.5132,1.2866,0.0034,0.0112
1530,116.31,-60.0694,2.4219,0.0853,-3.117,0.1046,11.5783,0.127,,,17.7194,2.7605,0.0035,0.0241
1532,117.4764,-60.7154,2.4147,0.0254,-3.0849,0.0345,10.4299,0.0322,25.1364,4.1006,10.9094,0.5025,0.0028,0.0047
1533,119.3735,-60.1888,2.4723,0.0311,-4.8971,0.0398,11.0334,0.037,,,15.9867,1.8066,0.003,0.0086
1534,117.5164,-60.667,2.3823,0.0187,-2.5074,0.025,11.3775,0.0233,24.4682,3.6837,8.8093,0.0237,0.0028,0.0051
1535,119.2553,-61.0194,2.5401,0.0766,-3.6634,0.0939,11.8475,0.0923,,,17.7248,2.5807,0.003,0.0318
1536,120.9243,-61.6099,2.4465,0.0916,-5.1438,0.1199,10.5862,0.1186,,,17.9559,2.505,0.003,0.0351
1537,116.3951,-60.0227,2.2948,0.1157,-3.5946,0.1434,11.5004,0.1559,,,18.399,2.8528,0.0035,0.09
1539,116.5572,-60.5683,2.4463,0.0539,-4.3647,0.0685,11.7567,0.0843,,,17.0018,2.181,0.0029,0.0134
1540,117.2691,-60.6867,2.412,0.0539,-4.1037,0.0703,11.4599,0.0594,,,17.0383,2.2401,0.0029,0.0149
1541,119.3943,-60.2067,2.4637,0.0128,-4.0769,0.0157,11.4392,0.0154,23.5423,1.8867,10.3356,0.274,0.0028,0.0047
1542,120.9003,-61.668,2.4195,0.0137,-5.2787,0.0176,11.3845,0.0173,23.7587,3.7603,14.1079,1.1629,0.0028,0.0051
1544,122.7908,-61.9964,2.4469,0.0516,-5.4116,0.0677,10.8383,0.0707,,,16.8848,2.184,0.0032,0.0127
1545,117.1821,-60.6304,2.3728,0.0495,-4.7315,0.0727,11.0125,0.0529,,,16.7658,2.1464,0.003,0.0112
1546,122.7784,-62.0002,2.3008,0.0378,-5.8775,0.0489,10.7473,0.0522,29.358,3.6278,13.1993,0.9997,0.0028,0.0055
1550,119.4903,-60.8941,2.4243,0.0311,-3.8782,0.0418,10.4927,0.0368,7.8016,7.0917,14.238,1.2232,0.003,0.0069
1551,116.6608,-60.5114,2.3926,0.0765,-3.5013,0.1027,10.7487,0.092,13.4125,2.667,9.9178,0.3754,0.0028,0.0047
1556,115.8099,-59.8235,2.3372,0.0144,-4.1449,0.0188,11.0018,0.02,16.7518,3.1499,9.5898,0.1461,0.0028,0.0047
1558,121.0752,-61.6858,2.3886,0.1445,-5.2097,0.1756,11.3594,0.1742,,,18.6084,2.895,0.0033,0.0684
1559,119.1705,-60.2254,2.3874,0.0458,-4.6126,0.0561,11.4733,0.0539,,,16.8159,2.1316,0.0029,0.0121
1560,119.546,-62.6597,2.4711,0.0561,-4.5278,0.0764,11.5767,0.0686,,,17.2704,2.6595,0.0029,0.0178
1562,119.7354,-62.4121,2.4939,0.046,-5.0073,0.0666,12.1247,0.052,,,16.8677,2.2105,0.0029,0.0103
1563,118.8644,-60.3138,2.4633,0.0342,-5.176,0.0418,11.0386,0.0408,,,16.2898,1.9774,0.003,0.0095
1567,118.5403,-60.9742,2.4422,0.011,-3.8559,0.0158,11.6087,0.014,21.6108,2.2555,11.4354,0.7182,0.0028,0.0047
1568,118.5646,-60.9688,2.426,0.012,-4.5315,0.0163,11.2639,0.0151,24.199,2.8157,13.9875,1.2239,0.0029,0.0068
1570,121.535,-61.3236,2.3135,0.0815,-5.283,0.109,11.1275,0.1086,,,17.4452,2.5551,0.0029,0.0235
1571,119.2635,-60.1386,2.4596,0.0463,-4.8601,0.0603,11.3397,0.0548,,,16.8467,2.1618,0.0029,0.0121
1573,121.5386,-61.2946,2.3839,0.0537,-5.8149,0.08,11.0997,0.072,,,17.0495,2.2545,0.0029,0.0138
1574,118.4263,-60.4668,2.3512,0.1018,-3.9943,0.1264,10.9389,0.1383,,,18.2011,2.9886,0.0031,0.0767
1575,121.6696,-62.7587,2.4095,0.0925,-5.785,0.1105,11.3823,0.1059,,,17.8529,2.5755,0.003,0.0265
1576,119.4672,-61.0088,2.4444,0.0127,-4.468,0.0161,11.5516,0.0161,22.5643,3.2126,14.0831,1.1572,0.0028,0.0052
1577,118.5333,-60.9478,2.3608,0.0099,-4.4176,0.0129,11.272,0.0123,20.2542,2.6291,13.3235,1.0463,0.0028,0.0051
1578,122.1975,-61.3454,2.4744,0.1451,-5.6622,0.1839,11.3276,0.1778,,,18.6542,3.1179,0.0034,0.0781
1579,121.5854,-61.4027,2.4355,0.0115,-5.3043,0.0154,11.1295,0.0143,26.694,2.6268,12.4206,0.7972,0.0028,0.0049
1580,118.5193,-60.4646,2.3818,0.0464,-4.5158,0.0587,11.5747,0.0591,,,16.8421,2.1729,0.0029,0.0115
1581,118.9179,-59.1216,2.3793,0.1287,-4.7594,0.1416,11.0452,0.1325,,,17.9224,3.0948,0.0032,0.0417
1582,119.1558,-60.183,2.4122,0.0138,-4.8242,0.0175,11.2408,0.0163,23.5251,2.9044,14.1761,1.1534,0.0028,0.0053
1583,118.586,-60.4413,2.4063,0.0185,-4.2502,0.0244,11.0412,0.025,73.0309,7.9052,14.9263,1.3803,0.0038,0.012
1584,118.6115,-60.4304,2.3511,0.0115,-4.2659,0.0163,10.9956,0.0143,23.5463,0.458,10.9592,0.432,0.0028,0.0047
1585,115.5373,-60.7747,2.1813,0.0138,-4.7945,0.0166,10.0858,0.0162,8.8042,5.1903,14.1355,1.1321,0.0028,0.0052
1586,121.8394,-61.3297,2.3936,0.063,-5.1771,0.0834,11.0333,0.0838,,,17.3959,2.652,0.0029,0.0256
1588,121.7589,-61.3779,2.356,0.0298,-4.6483,0.0364,9.6835,0.037,21.9995,2.8944,13.2111,0.9445,0.0029,0.0063
1589,121.8216,-61.3661,2.4446,0.0366,-5.1025,0.0453,10.4038,0.0435,2.9839,3.6478,9.253,0.141,0.0028,0.0047
1590,119.2071,-62.6356,2.3318,0.0697,-4.1667,0.0815,11.9936,0.3582,,,16.7882,,0.0029,
1591,118.4475,-60.464,2.4466,0.0259,-4.7683,0.0325,11.183,0.0345,,,15.6642,1.7024,0.0028,0.0064
1594,118.4996,-60.454,2.4263,0.0242,-4.8226,0.0312,10.4833,0.0302,,,15.507,1.6203,0.0028,0.0062
1595,118.9068,-59.0735,2.4247,0.02,-5.1764,0.0246,11.1273,0.0264,32.7066,7.9761,15.0366,1.5245,0.0028,0.0058
1596,118.3506,-60.5008,2.4855,0.1852,-4.2103,0.2491,11.5316,0.2612,,,18.975,2.6899,0.0037,0.2137
1598,118.2851,-60.52,2.4882,0.0529,-6.7887,0.0685,12.4602,0.0743,24.5736,1.3097,10.7207,0.4087,0.0028,0.0047
1599,118.3376,-60.5867,2.4481,0.0255,-3.9953,0.0341,11.1993,0.0368,,,15.7564,1.737,0.0029,0.0074
1600,122.0403,-61.4701,2.4267,0.0329,-5.5686,0.0418,11.4116,0.0391,,,16.081,1.8433,0.0032,0.0098
1601,119.11,-60.3539,2.3724,0.0567,-4.7316,0.0683,11.2255,0.0696,,,17.3114,2.3544,0.0029,0.0188
1602,121.4135,-62.8349,2.5757,0.0148,-5.8442,0.0175,11.793,0.015,24.4973,2.6748,14.206,1.2206,0.0028,0.0052
1603,118.9336,-60.3593,2.4531,0.0715,-4.0335,0.0895,10.9941,0.0833,,,17.5246,2.5634,0.003,0.0158
1604,116.2841,-59.9088,2.3997,0.0148,-3.8775,0.0173,11.6544,0.0213,43.7144,5.5255,14.3684,1.2548,0.0035,0.0113
1605,118.9367,-60.3574,2.5985,0.1027,-4.202,0.1232,10.9528,0.127,,,18.3048,2.7414,0.0032,0.0337
1610,121.9765,-61.1388,2.4646,0.1125,-4.9341,0.1633,10.3991,0.13,,,18.3806,2.7984,0.0032,0.0713
1615,119.3173,-60.0999,2.4063,0.1306,-4.4002,0.1761,10.9004,0.158,,,18.6392,2.8889,0.0034,0.0702
1617,118.4562,-60.5366,2.2611,0.1142,-4.8329,0.1514,11.243,0.1595,,,18.1154,2.9456,0.0034,0.0698
1618,122.0841,-61.1671,2.4541,0.0113,-5.2357,0.0148,11.2198,0.0124,22.651,1.9659,12.823,0.8509,0.0028,0.005
1619,116.0493,-59.9532,2.519,0.0434,-3.8993,0.051,11.9792,0.0656,,,16.7233,2.1849,0.003,0.0121
1620,118.4593,-60.5215,2.4765,0.0248,-4.3898,0.0338,11.102,0.0354,,,15.5932,1.9088,0.0028,0.0057
1621,122.0748,-61.2309,2.4297,0.0586,-4.9613,0.0952,10.4732,0.0718,,,17.278,2.2289,0.0029,0.0171
1622,119.5827,-59.4363,2.4383,0.0128,-4.7111,0.015,11.127,0.0158,16.4261,3.0913,9.7067,0.193,0.0028,0.0047
1623,118.3917,-60.519,2.3899,0.0364,-4.7116,0.0471,11.3957,0.05,,,16.4227,1.9866,0.0029,0.0088
1624,118.1673,-61.0399,2.4151,0.0117,-4.9576,0.015,11.3054,0.0165,22.3474,1.8826,13.0286,0.9543,0.0028,0.005
1625,119.429,-61.0403,2.4693,0.1429,-4.4849,0.1581,12.0877,0.1565,,,18.5939,3.0997,0.0032,0.0848
1626,119.4754,-61.0085,2.4588,0.0146,-4.7699,0.0175,11.155,0.0184,28.1744,4.235,14.4455,1.2834,0.0028,0.0052
1628,122.1802,-61.2355,2.4981,0.0114,-5.3975,0.0192,11.285,0.0147,21.3707,1.757,11.3145,0.619,0.0028,0.0047
1629,119.539,-59.4571,2.443,0.0343,-4.5717,0.0426,11.4447,0.0401,,,16.3567,2.2403,0.0028,0.0092
1630,119.1273,-60.1709,2.4253,0.0136,-4.7042,0.0174,11.265,0.0151,15.4711,3.5733,14.2401,1.1753,0.0028,0.0059
1631,121.6637,-61.4115,2.3786,0.049,-5.5014,0.0661,11.3824,0.0602,,,16.8538,2.2178,0.003,0.013
1632,119.5542,-60.8741,2.4424,0.0237,-4.2346,0.0293,11.1734,0.0284,29.8075,0.863,8.1876,0.0747,0.0028,0.0048
1634,121.1393,-61.3448,2.4657,0.0125,-5.8222,0.0168,11.2564,0.0168,,,10.7658,0.4079,0.0028,0.0047
1635,115.9248,-60.631,2.6043,0.0552,-4.9924,0.0662,11.121,0.0682,23.4911,2.9088,13.8092,1.1834,0.0028,0.0051
1636,119.8488,-60.0181,2.2859,0.0458,-4.6496,0.0579,10.889,0.0534,,,16.8079,2.1364,0.0029,0.0143
1637,118.5336,-60.3303,2.3529,0.121,-4.1962,0.144,11.2567,0.1512,,,18.4853,2.8901,0.0032,0.0811
1638,119.2634,-62.5114,2.4157,0.0446,-4.4439,0.0605,12.0403,0.0509,,,16.8547,2.1387,0.0029,0.0124
1639,118.5882,-60.9703,2.3979,0.0565,-4.2058,0.0805,10.7213,0.0774,,,17.2737,2.443,0.0033,0.0175
1640,121.1382,-61.4027,2.4719,0.054,-5.512,0.078,11.3994,0.0744,,,16.9605,2.2632,0.0031,0.013
1641,119.8619,-59.5254,2.4013,0.033,-4.2828,0.04,10.8597,0.0394,,,16.1373,1.9227,0.0028,0.0081
1642,118.4922,-60.3112,2.3409,0.101,-5.1114,0.1221,11.2106,0.1426,,,17.318,2.682,0.003,0.0273
1643,118.6809,-60.4121,2.445,0.0112,-4.0751,0.0139,11.5354,0.014,23.2368,3.1307,13.711,1.0502,0.0028,0.0049
1644,119.049,-62.5161,2.5149,0.0191,-5.2309,0.0267,11.3387,0.0233,29.0242,7.3675,14.8493,1.447,0.0029,0.0062
1648,118.8469,-60.3137,2.5153,0.0788,-4.4512,0.0956,9.5244,0.0902,16.8323,3.5459,9.6289,0.165,0.0028,0.0047
1649,121.2208,-61.3722,2.4568,0.1632,-5.7361,0.2266,11.7691,0.209,,,18.3929,2.9636,0.0032,0.0531
1652,121.0527,-61.5264,2.2593,0.066,-5.0438,0.0926,10.9384,0.0928,,,17.0434,,0.0031,
1654,120.992,-61.5479,2.1782,0.0131,-6.5088,0.0186,11.3315,0.016,43.4286,3.0,13.8397,1.149,0.0028,0.0048
1655,118.5985,-60.987,2.4069,0.0158,-4.7921,0.0212,11.3818,0.0207,22.924,4.9141,14.665,1.3665,0.0028,0.0052
1656,118.4395,-61.255,2.4269,0.016,-5.0395,0.0225,12.5683,0.0201,61.232,7.4039,14.6688,1.572,0.0029,0.0061
1660,118.7348,-61.0866,2.3945,0.0605,-4.4984,0.0788,11.3348,0.0809,,,17.4281,2.5241,0.003,0.0219
1661,119.6826,-62.4386,2.4068,0.0589,-4.1167,0.0829,11.0907,0.0689,,,17.115,2.5095,0.0029,0.0198
1662,120.5477,-61.5009,2.4202,0.035,-4.7017,0.0485,11.1963,0.0446,,,16.3137,1.9363,0.0029,0.0095
1663,119.6759,-59.6147,2.3761,0.0149,-3.5794,0.0195,10.2046,0.0167,1.5525,4.7676,14.4016,1.2931,0.0033,0.0108
1664,119.8653,-60.0104,2.2924,0.1057,-5.3609,0.1356,11.005,0.1233,,,17.9775,2.6707,0.0031,0.045
1666,118.4925,-60.4195,2.3901,0.0393,-4.0039,0.048,11.3585,0.0513,,,16.444,1.9968,0.0029,0.012
1667,118.1871,-60.499,2.2833,0.1527,-3.6068,0.1895,11.6815,0.2366,,,18.5817,2.9052,0.0034,0.0934
