Source,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RV,e_RV,Gmag,BP-RP,e_Gmag,e_BP-RP
822,120.1654,-60.8443,2.2529,0.064,-4.7008,0.0791,10.5643,0.0722,,,15.999,1.6551,0.0034,0.0546
823,118.1478,-61.543,2.297,0.0649,-5.0868,0.0867,10.6205,0.0824,,,17.5097,2.4543,0.003,0.023
824,119.4073,-61.1969,2.3973,0.0293,-4.8885,0.0367,11.2341,0.0328,,,15.5099,1.6822,0.0032,0.011
826,120.6287,-60.8123,2.4375,0.1509,-4.7806,0.2359,11.3573,0.2266,,,18.762,2.9941,0.0036,0.0757
827,118.9316,-61.4695,2.4968,0.1295,-3.9976,0.1679,11.6147,0.1935,,,18.3993,2.8024,0.0031,0.0515
828,119.3512,-61.1624,2.5211,0.0935,-4.1473,0.1133,11.7985,0.1146,,,17.9205,2.9321,0.003,0.0319
829,120.3138,-60.7943,2.3947,0.0146,-4.8181,0.02,12.5307,0.018,0.4075,6.9702,14.3641,1.2918,0.0032,0.0094
830,120.3029,-60.807,2.3521,0.0543,-4.0793,0.0752,11.4441,0.0719,,,17.1518,2.3247,0.0029,0.0158
831,119.0882,-60.7963,2.4545,0.1179,-4.388,0.149,10.6471,0.1301,,,18.1096,2.5668,0.0031,0.0435
832,118.8509,-61.492,2.4439,0.0126,-4.3588,0.0167,11.8795,0.016,20.2186,2.9462,13.9072,1.1609,0.0028,0.0055
834,117.3181,-62.1014,2.5243,0.1241,-3.623,0.1435,11.2549,0.1545,,,18.2604,,0.0032,
835,119.0836,-60.8009,2.3803,0.0164,-4.1851,0.0218,11.1826,0.0199,20.522,1.7197,8.8989,0.1054,0.0028,0.0047
836,120.3779,-60.8502,2.4095,0.0871,-4.8912,0.1164,10.7526,0.1111,,,17.8441,2.5659,0.003,0.0313
837,119.2943,-61.1877,2.4219,0.0294,-4.4688,0.0397,11.665,0.0397,,,15.9358,1.8197,0.0029,0.0068
838,120.6911,-60.8093,2.4126,0.0104,-5.5019,0.0147,10.8789,0.0135,23.5459,1.8871,12.8356,0.8742,0.0028,0.0051
840,120.2849,-60.9036,2.5163,0.0748,-4.3078,0.0963,11.7004,0.0866,,,17.7278,2.5222,0.0029,0.0286
841,120.6508,-60.7565,2.4227,0.0191,-4.8759,0.0255,11.4631,0.0255,31.2375,6.1574,14.9793,1.4171,0.0031,0.0078
842,119.1441,-60.7937,2.5581,0.145,-5.2291,0.1862,11.9484,0.1507,,,18.5024,2.6995,0.0032,0.0655
843,120.6445,-60.7679,2.4516,0.055,-5.4703,0.0779,10.5276,0.078,,,17.1607,2.6396,0.0029,0.0208
844,120.6536,-60.7905,2.4302,0.0852,-5.1609,0.1308,11.1542,0.1278,,,17.851,2.8923,0.003,0.0396
845,120.5543,-60.7753,2.4277,0.0099,-4.5973,0.0131,11.065,0.0141,25.0984,2.5939,13.2159,0.963,0.0028,0.0052
847,120.1687,-60.843,2.3665,0.1564,-5.1234,0.2047,11.9328,0.1873,,,18.7498,2.8898,0.0035,0.0623
848,120.1961,-60.8702,2.2599,0.1001,-4.8512,0.1253,11.2591,0.1118,,,18.1091,2.8939,0.0031,0.0404
849,120.2139,-61.0192,2.4451,0.014,-5.1579,0.0175,10.9318,0.0157,9.7548,3.2371,10.283,0.2738,0.0028,0.0047
851,117.994,-59.2478,2.5161,0.0123,-3.909,0.0165,11.3253,0.0136,21.3833,3.1302,13.7671,1.112,0.0028,0.0051
852,119.9826,-61.0471,2.4207,0.0462,-4.3384,0.0549,11.2103,0.0582,,,16.6161,2.0208,0.0028,0.0104
853,118.9055,-61.4253,2.4659,0.0415,-5.2331,0.0544,11.776,0.052,,,16.4354,2.0274,0.0029,0.0082
854,120.3132,-60.9364,2.5116,0.0781,-4.359,0.0954,10.8246,0.1024,,,17.7124,2.5358,0.003,0.0334
855,120.3203,-60.9557,2.3831,0.0225,-4.8842,0.0279,11.0802,0.0289,16.3018,2.2818,11.4152,0.6902,0.0028,0.0047
857,118.0256,-59.2207,2.1845,0.0152,-4.9859,0.0217,10.0366,0.0176,14.2872,4.4615,14.4374,1.2336,0.0028,0.0059
858,118.9525,-61.4009,2.4048,0.087,-4.8092,0.1084,10.7902,0.1073,,,17.7448,2.5128,0.003,0.0275
859,119.1617,-60.7765,2.3592,0.1059,-3.6803,0.2095,11.8467,0.1349,,,16.5798,0.5828,0.0031,0.2008
860,120.1202,-61.0133,2.42,0.0102,-4.7738,0.0124,10.9194,0.0124,25.3305,1.7604,12.8084,0.8701,0.0028,0.005
861,118.7925,-61.4233,2.419,0.115,-4.2151,0.145,11.0991,0.1373,,,18.1877,2.9414,0.0031,0.0501
863,120.1914,-61.01,2.5517,0.146,-4.3071,0.175,11.1949,0.1692,,,18.6793,2.7827,0.0035,0.0808
864,120.1483,-61.0225,2.5763,0.038,-4.2595,0.0457,10.6811,0.0458,29.889,7.8898,14.6832,1.3979,0.0031,0.0081
867,120.3473,-61.018,2.5123,0.1722,-5.1505,0.203,10.9317,0.2501,,,18.9765,2.8072,0.0035,0.0758
868,121.0288,-59.8509,2.3868,0.0402,-5.5662,0.0529,11.3755,0.046,,,16.2869,1.977,0.0029,0.0091
869,120.2375,-61.0019,2.5411,0.1298,-4.9808,0.1581,10.5587,0.1531,,,18.4266,2.9481,0.0032,0.068
870,119.9686,-61.0335,2.3976,0.0361,-4.8437,0.0422,11.5322,0.0449,,,16.2808,1.9253,0.003,0.0098
871,118.8277,-61.4653,2.4155,0.0477,-4.8059,0.0683,11.5525,0.0618,,,16.7879,2.537,0.0029,0.0126
872,118.7499,-61.3872,2.2924,0.0525,-4.9703,0.0686,11.6791,0.0652,,,16.6245,2.2867,0.0029,0.0241
873,119.9363,-60.975,2.426,0.048,-4.7546,0.0561,11.8479,0.0583,,,16.848,2.1331,0.0029,0.0141
876,120.1074,-60.9058,2.3594,0.0396,-4.6992,0.0492,11.0124,0.0536,,,16.6029,2.0833,0.003,0.0102
877,120.0552,-60.9212,2.5878,0.151,-5.164,0.179,11.8753,0.1725,,,18.6203,3.0815,0.0033,0.0548
878,119.2007,-60.7753,2.4832,0.0212,-3.8804,0.0289,10.8735,0.0248,45.0509,6.1104,14.7971,1.6439,0.003,0.0078
879,120.1211,-60.9285,2.4719,0.0171,-5.2961,0.0216,11.2156,0.0203,29.9128,4.0688,14.7381,1.3565,0.0028,0.0052
881,116.4656,-59.522,2.4522,0.1163,-4.3814,0.135,11.2387,0.1326,,,18.0809,2.6526,0.0033,0.0336
882,119.9019,-60.9725,2.3932,0.0606,-4.84,0.0704,11.6523,0.0713,,,17.2476,2.2974,0.0029,0.0175
883,121.0606,-59.8984,2.4764,0.0111,-4.8315,0.0137,11.276,0.013,23.9929,0.7018,10.7654,0.409,0.0028,0.0047
884,117.8003,-59.3024,2.3831,0.0837,-4.2697,0.0966,10.8968,0.0979,,,17.8399,2.5735,0.0031,0.0419
885,119.8846,-60.9794,2.4448,0.0169,-4.7581,0.0204,11.0262,0.019,20.1587,6.8116,14.7421,1.3523,0.0032,0.0085
886,119.8915,-60.9854,2.379,0.0893,-4.8866,0.1044,11.7481,0.0943,,,17.9228,2.6477,0.0031,0.0376
889,119.9735,-61.0115,2.4519,0.111,-4.0688,0.1322,11.6647,0.1265,,,18.3051,2.6895,0.0031,0.0755
890,120.0305,-61.0308,2.4388,0.0145,-5.4536,0.0173,12.5342,0.0174,23.0907,2.4281,10.3418,0.5275,0.0028,0.0047
891,119.1175,-61.4629,2.6536,0.0792,-4.121,0.1063,11.7963,0.1146,,,17.7955,2.648,0.003,0.0337
892,119.1501,-61.4603,2.4808,0.0172,-3.3532,0.0231,11.8117,0.0212,17.9438,4.6768,13.656,1.2575,0.003,0.0065
894,118.7278,-60.8309,2.4264,0.0415,-4.954,0.0589,11.1098,0.0546,,,16.6686,2.1781,0.003,0.0116
895,118.8944,-60.7757,2.5726,0.1081,-4.1947,0.1457,11.4736,0.1371,,,18.147,2.6765,0.0031,0.0505
896,118.8124,-60.8053,2.4,0.0104,-3.849,0.014,11.2746,0.0134,33.7787,3.3584,11.4654,0.6632,0.0028,0.0047
897,118.8016,-60.8146,2.4061,0.0123,-4.6021,0.0171,10.503,0.0159,23.2372,2.1386,13.9551,1.1246,0.0028,0.005
898,119.5524,-61.1822,2.4714,0.0912,-4.3642,0.1068,11.1389,0.1077,,,17.9884,2.9539,0.003,0.0341
899,118.8653,-60.8038,2.4462,0.0432,-4.2709,0.0609,10.6126,0.0584,,,16.6516,2.1064,0.003,0.0107
900,118.4672,-59.5753,2.1506,0.0134,-4.2741,0.0168,10.2487,0.0186,20.3281,5.165,14.1774,1.1328,0.0028,0.0056
902,118.8645,-60.8092,2.43,0.0596,-5.3817,0.0915,11.3284,0.081,,,17.138,2.2989,0.0029,0.0127
903,119.412,-60.7313,2.3795,0.0185,-3.7403,0.0257,11.2838,0.0207,19.4782,6.489,14.8829,1.3802,0.0028,0.0054
909,118.8203,-60.8437,2.4227,0.0108,-4.7285,0.0139,11.0631,0.015,25.4248,2.2581,12.6036,0.8589,0.0028,0.0053
911,119.4211,-60.7273,2.4532,0.0132,-4.7407,0.0168,11.1357,0.0141,23.4403,0.5376,10.1635,0.2213,0.0028,0.0047
912,119.7627,-61.1067,2.3983,0.0549,-4.3121,0.0663,11.7285,0.0597,,,17.0687,2.241,0.003,0.0155
913,118.9318,-60.8584,2.4726,0.0713,-4.935,0.0892,11.5541,0.0785,,,17.3104,2.5433,0.003,0.017
914,119.4839,-60.7107,2.3827,0.0425,-4.7765,0.0583,10.818,0.0467,,,16.4368,2.0102,0.0029,0.0147
916,119.6266,-61.1686,2.4409,0.0196,-4.1543,0.0246,10.7978,0.0221,-20.3944,8.5937,15.0045,1.4219,0.003,0.0077
917,118.5337,-60.827,2.2404,0.0888,-4.8779,0.1248,11.6905,0.1209,,,17.8622,3.0346,0.003,0.0293
918,119.4631,-60.72,2.3226,0.0908,-4.3773,0.1351,11.3203,0.0931,,,17.7319,2.353,0.003,0.0844
919,118.6203,-60.7718,2.3927,0.0172,-4.6459,0.0247,10.4819,0.0219,24.1055,5.0468,14.9036,1.4542,0.0029,0.0059
920,119.6311,-61.2177,2.4403,0.1301,-4.9319,0.1616,12.0023,0.1371,,,18.5235,2.7484,0.0032,0.0594
921,118.5716,-60.7743,2.3413,0.067,-4.4206,0.1123,10.3512,0.0931,,,17.4645,2.7372,0.003,0.0304
922,118.5485,-60.8,2.4329,0.0124,-4.7931,0.0176,11.4424,0.0159,28.9015,4.5987,13.7001,1.1751,0.0033,0.0095
923,118.4988,-60.8221,2.3941,0.0184,-4.191,0.0248,10.8433,0.0255,34.3993,9.0165,15.0068,1.449,0.0031,0.008
925,119.613,-61.2135,2.3576,0.0177,-4.0097,0.0236,11.0726,0.02,24.3431,4.8171,14.7912,1.3503,0.0028,0.0051
928,118.5583,-60.8366,2.3537,0.1145,-4.7078,0.1686,11.1526,0.1666,,,18.3315,2.7674,0.0032,0.056
929,119.5868,-61.1961,2.4629,0.0136,-4.6383,0.0181,11.9863,0.0158,21.2385,2.9,12.9479,0.9255,0.0028,0.0052
930,118.648,-60.832,2.497,0.0802,-4.3077,0.1186,11.4852,0.1181,,,17.8216,2.6691,0.003,0.0261
931,118.7142,-60.803,2.4305,0.0212,-5.5884,0.03,11.8304,0.0265,,,15.222,1.5384,0.0029,0.0063
933,119.5929,-61.1854,2.5479,0.041,-4.3302,0.0525,11.3007,0.0463,,,16.6303,2.1131,0.0031,0.0112
934,118.5784,-60.8489,2.4443,0.0597,-4.5241,0.0854,11.5516,0.0805,,,17.3036,2.3709,0.0029,0.0197
935,118.5984,-60.8649,2.3181,0.0273,-4.4197,0.0375,11.0015,0.0351,,,15.2499,1.7,0.0028,0.0054
936,118.8573,-60.8761,2.3383,0.0964,-4.1967,0.1284,10.8142,0.125,,,18.0136,2.6198,0.0031,0.0506
939,119.4392,-60.7185,2.5361,0.1332,-4.053,0.1871,10.6229,0.1282,,,18.3543,2.7992,0.0031,0.0693
941,119.4475,-60.6667,2.5788,0.0723,-3.9002,0.1056,11.342,0.0727,,,17.4791,2.455,0.003,0.0194
942,119.4448,-60.6873,2.3001,0.1221,-4.9159,0.1797,11.3167,0.1139,,,17.8828,2.3524,0.003,0.0617
945,118.9711,-58.8866,2.3555,0.0098,-4.0572,0.0139,10.807,0.0127,23.5501,2.4072,13.0799,0.9993,0.0028,0.0051
946,119.7931,-61.0488,2.3794,0.0354,-4.2144,0.0433,11.1086,0.0413,,,16.3077,1.9454,0.0028,0.0076
947,119.3814,-60.7029,2.4616,0.0153,-4.1069,0.0206,11.3863,0.0155,25.514,5.0253,13.9921,1.1456,0.0028,0.005
948,119.3259,-60.6815,2.3557,0.0677,-5.086,0.0955,10.8789,0.0736,,,17.3967,2.7307,0.003,0.0283
951,117.5507,-63.1551,2.406,0.0134,-4.1557,0.0174,11.5043,0.0151,24.8229,4.8004,14.0785,1.1385,0.0029,0.0059
952,119.1917,-61.2858,2.4079,0.1413,-4.6036,0.1704,11.0829,0.1914,,,18.4825,2.7983,0.0032,0.0516
954,119.3114,-60.6949,2.4108,0.0159,-5.0711,0.0202,11.3826,0.0188,26.13,3.3857,14.4245,1.2414,0.0028,0.0053
955,119.0501,-61.2639,2.6672,0.0127,-3.5045,0.0188,12.2749,0.0157,26.7038,3.0962,13.797,1.2118,0.0028,0.0049
956,119.0945,-61.2839,2.4582,0.0166,-4.5937,0.0202,11.2557,0.0206,24.488,2.2669,9.3395,0.1185,0.0028,0.0053
957,119.354,-60.7178,2.4224,0.1534,-4.2325,0.2066,11.8186,0.1491,,,18.5836,2.8801,0.0032,0.0687
958,119.3367,-60.7343,2.3062,0.0679,-4.824,0.0916,12.3657,0.0749,24.838,8.8795,14.736,1.3992,0.003,0.007
959,119.4191,-60.6417,2.4205,0.0778,-4.4095,0.1059,11.4811,0.0766,,,17.6236,2.4722,0.0029,0.0315
960,119.4298,-60.6307,2.4592,0.0174,-5.0094,0.0248,10.8538,0.017,22.2483,3.0905,9.4123,0.0902,0.0028,0.0047
961,119.304,-60.751,2.3993,0.1844,-4.464,0.2561,11.6069,0.1867,,,18.8943,2.8005,0.0035,0.0882
962,119.4549,-60.6836,2.446,0.0265,-4.1212,0.0386,12.4921,0.0284,24.0192,2.1421,8.5345,0.106,0.0028,0.0047
968,119.4631,-60.7029,2.4528,0.0583,-4.4308,0.0774,10.6148,0.0558,,,16.9288,2.1892,0.003,0.0113
969,119.6672,-61.1226,2.4403,0.0361,-4.5985,0.0504,11.5653,0.0398,,,16.3271,1.9693,0.0029,0.0078
970,118.7235,-60.9094,2.5926,0.1057,-4.1888,0.1513,11.0246,0.1365,,,18.0799,2.6807,0.003,0.043
971,119.7109,-61.114,2.4315,0.0107,-5.7109,0.0133,11.665,0.014,19.2271,1.8536,13.07,0.948,0.0028,0.0054
972,118.7007,-60.9746,2.436,0.0222,-3.9718,0.032,10.9894,0.0297,,,15.4465,1.642,0.0029,0.0077
973,119.6935,-61.0996,2.4093,0.0107,-4.7717,0.0134,11.3469,0.0128,29.3304,1.6432,11.648,0.6872,0.0028,0.0047
974,119.7013,-61.1041,2.4368,0.0096,-4.1326,0.0118,10.9464,0.0111,21.7799,2.4316,12.19,0.7718,0.0028,0.0047
975,118.8104,-60.9268,2.4776,0.0685,-4.5825,0.0882,10.9683,0.0828,,,17.4416,2.4182,0.0029,0.0211
976,119.4817,-60.6775,2.4507,0.0123,-4.5589,0.0175,10.9555,0.0146,23.1976,3.1302,12.4903,0.8091,0.0028,0.0051
978,118.737,-60.9347,2.464,0.1168,-3.8693,0.163,11.7342,0.1613,,,18.2529,2.8708,0.0031,0.0399
981,118.6651,-58.7595,2.4159,0.0295,-4.382,0.0364,10.9074,0.0345,,,15.8997,1.7998,0.0028,0.0076
982,118.553,-59.6336,2.4378,0.0152,-3.8891,0.021,10.9971,0.0177,23.6799,1.1688,10.4155,0.2838,0.0028,0.0048
983,119.5592,-61.2351,2.3915,0.1153,-5.1417,0.1633,10.8115,0.1218,,,18.1701,2.7992,0.0031,0.0401
984,119.9179,-61.1139,2.4685,0.0246,-5.2444,0.0289,11.2314,0.0291,,,15.5176,1.6095,0.0028,0.0057
987,119.0948,-61.2099,2.4335,0.0808,-4.1335,0.1112,11.7447,0.1104,,,17.7019,2.5908,0.003,0.0336
988,119.4754,-61.2969,2.4189,0.0101,-4.3606,0.0132,11.4693,0.0108,19.1778,2.0631,12.0383,0.7603,0.0028,0.0048
990,119.3141,-60.6481,2.4505,0.0183,-4.1381,0.0256,11.7415,0.0202,31.4433,5.3073,14.8128,1.4023,0.0034,0.0113
992,119.4755,-61.3027,2.3609,0.1353,-4.1034,0.1908,11.2659,0.148,,,18.5192,2.7998,0.0032,0.0504
993,119.45,-61.2761,2.4385,0.0146,-5.1461,0.0221,11.6271,0.0164,21.9515,2.4506,13.6131,1.0652,0.0028,0.0055
996,119.2555,-60.7037,2.4357,0.0214,-5.3649,0.0277,11.0404,0.0237,,,15.205,1.4983,0.003,0.0078
997,119.3614,-61.2837,2.3679,0.0767,-4.3393,0.1204,11.1936,0.0887,,,17.4653,2.4709,0.0029,0.0248
998,121.5809,-59.7192,2.4476,0.0122,-4.7482,0.0147,10.6181,0.0133,24.5245,0.9183,10.7667,0.4585,0.0028,0.0047
999,119.1419,-60.6516,2.4258,0.0142,-4.3628,0.0202,11.3442,0.0164,23.0414,1.9414,12.8739,0.8835,0.0028,0.0053
1000,119.112,-60.666,2.3513,0.1143,-4.4457,0.1535,11.4651,0.1237,,,18.2088,2.7199,0.0033,0.0385
1001,119.1206,-60.6909,2.3772,0.1064,-4.9306,0.1345,11.4801,0.113,,,18.0388,2.6861,0.003,0.037
1002,119.1261,-60.6935,2.4212,0.0873,-4.492,0.1059,11.2775,0.0907,,,17.5745,2.4559,0.0029,0.0236
1003,119.3543,-60.6548,2.4113,0.0162,-4.4661,0.0226,11.0895,0.0179,24.5957,0.9683,11.2971,0.5578,0.0029,0.006
1004,119.3565,-61.3212,2.4463,0.0129,-4.731,0.0151,11.3422,0.0154,29.9924,5.2007,13.6871,1.1144,0.0033,0.0091
1006,119.1039,-61.3609,2.4642,0.0717,-4.6168,0.0877,11.693,0.0962,,,17.2717,2.3678,0.003,0.0184
1007,119.1736,-60.6307,2.3805,0.0543,-4.0402,0.0808,11.5161,0.0645,21.6756,1.9032,10.5298,0.3765,0.0028,0.0047
1008,119.1737,-60.6321,2.4159,0.0119,-4.6609,0.0173,11.5403,0.0139,20.9437,2.6237,11.1422,0.5513,0.0028,0.0053
1009,119.2623,-60.6102,2.4265,0.0136,-4.9105,0.0175,10.8282,0.0151,,,11.1458,0.5352,0.0028,0.0048
1010,119.2427,-60.6284,2.349,0.1115,-5.8119,0.1505,11.6558,0.1223,,,17.996,2.7277,0.0031,0.0597
1012,119.06,-61.3877,2.3868,0.0328,-5.3516,0.0388,11.6338,0.0409,,,15.6319,1.6803,0.003,0.0085
1013,119.338,-60.7675,2.4566,0.0282,-3.9393,0.0392,10.9551,0.0322,33.8294,1.5488,7.6913,0.1013,0.0028,0.0048
1015,119.2083,-60.6627,2.4008,0.0167,-5.0194,0.0238,10.8923,0.0188,21.5905,3.3304,14.048,1.148,0.0028,0.0052
1016,119.3689,-60.6534,2.3164,0.1183,-3.8984,0.1724,11.1282,0.1257,,,18.2204,2.792,0.0032,0.0516
1017,118.8005,-58.609,2.4873,0.0142,-4.1694,0.0162,10.9895,0.0177,14.6417,3.2581,10.2804,0.3231,0.0028,0.0047
1018,119.2132,-61.3382,2.2425,0.1119,-4.6568,0.1312,10.8694,0.1487,,,18.0947,2.7264,0.0031,0.0404
1020,119.3818,-60.6126,2.4724,0.0958,-5.041,0.1217,11.5377,0.0991,,,17.9938,2.6077,0.003,0.039
1021,119.3822,-60.6309,2.4291,0.0273,-4.3232,0.0379,11.5238,0.0295,19.2118,0.9793,9.1657,0.1442,0.0028,0.0047
1022,119.3086,-61.3296,2.3908,0.0143,-4.2388,0.0169,10.9484,0.0197,22.4738,3.1038,14.008,1.1272,0.0028,0.0053
1024,119.052,-60.6738,2.4067,0.0107,-4.0621,0.0149,11.1509,0.0123,26.3682,1.1701,11.8772,0.7294,0.0028,0.0048
1025,119.032,-60.6862,2.4749,0.0108,-4.7306,0.0151,11.0675,0.0126,24.673,1.4501,12.3604,0.8007,0.0028,0.0048
1026,119.0315,-60.7039,2.4307,0.0168,-3.633,0.0241,11.2281,0.0212,26.3567,2.1125,10.5805,0.368,0.0028,0.0047
1027,118.8951,-60.6942,2.4948,0.0343,-3.7885,0.0496,11.3825,0.0416,,,16.0484,1.9886,0.0028,0.0066
1029,119.4561,-60.7212,2.4374,0.0158,-4.5964,0.0215,11.3205,0.0154,20.4421,2.7628,9.6559,0.1245,0.0028,0.0047
1032,118.7941,-60.7192,2.4299,0.0242,-4.8214,0.0327,10.6112,0.0313,,,15.5154,1.617,0.003,0.0075
1033,119.6975,-61.2099,2.4842,0.1337,-4.5076,0.1681,11.2455,0.1335,,,18.4944,2.8467,0.0033,0.0766
1035,119.8374,-61.2277,2.35,0.134,-4.7608,0.186,11.0263,0.1391,,,18.5081,2.8642,0.0032,0.0573
1036,118.8299,-60.7277,2.4107,0.0459,-4.3543,0.0653,10.6974,0.0602,,,16.0375,2.1754,0.0029,0.0082
1038,118.8247,-60.7165,2.405,0.0443,-4.5797,0.0638,11.2748,0.059,,,16.7481,2.11,0.0029,0.0177
1039,119.9147,-61.1944,2.4619,0.0124,-4.2423,0.0171,11.6437,0.0137,20.4921,4.6572,10.8557,0.5004,0.0028,0.0048
1040,118.8652,-60.7174,2.5028,0.0921,-4.2716,0.126,10.9302,0.1194,,,17.8415,2.6268,0.0031,0.0331
1042,118.8314,-60.7409,2.405,0.0218,-4.6208,0.0307,11.5328,0.0284,,,15.3498,1.5731,0.0029,0.0067
1043,118.7683,-60.8109,2.2926,0.0631,-4.2694,0.0947,10.6925,0.0831,25.9355,4.4325,13.8075,1.2722,0.0029,0.0067
1044,119.7488,-61.1819,2.4392,0.0133,-4.8156,0.0168,11.0886,0.0149,24.4025,4.3341,14.1181,1.1704,0.0028,0.0053
1045,119.8647,-61.1506,2.4739,0.1458,-4.4328,0.1636,10.5134,0.1539,,,18.6101,2.8112,0.0032,0.0737
1046,118.8904,-60.6808,2.3997,0.1363,-5.1608,0.203,11.4394,0.1586,,,18.5372,2.7476,0.0032,0.0574
1047,118.8018,-60.6838,2.3408,0.0782,-4.0812,0.1144,11.9006,0.1098,,,17.7234,2.5486,0.003,0.0319
1048,119.3902,-61.255,2.433,0.0374,-4.756,0.0523,11.6685,0.0443,,,16.3843,2.2781,0.0029,0.0097
1049,119.6762,-61.3087,2.4917,0.0274,-4.4105,0.0416,11.9475,0.0371,,,14.8269,0.9478,0.0064,0.0588
1052,116.3343,-62.9499,2.3964,0.0261,-4.3523,0.0345,11.6645,0.0325,,,15.5523,1.6331,0.003,0.0075
1056,119.0362,-60.7573,2.4283,0.0271,-5.0883,0.038,11.5517,0.0321,,,15.7863,1.7456,0.0029,0.0069
1057,119.1523,-61.2215,2.2008,0.1136,-4.7852,0.1707,11.6097,0.1614,,,18.0923,2.7076,0.0031,0.0496
1058,119.6753,-61.3084,2.4524,0.0172,-3.9579,0.0215,11.5433,0.0199,21.5082,2.4334,11.0021,0.602,0.0028,0.0048
1059,119.763,-61.2525,2.4146,0.0196,-5.3311,0.0287,11.6641,0.0216,19.4242,3.0043,12.0093,0.7766,0.0028,0.0047
1060,119.1408,-60.7674,2.483,0.0107,-4.8796,0.0148,11.3439,0.0122,24.3203,4.2646,12.1806,0.9089,0.0028,0.0048
1061,119.7296,-61.3095,2.3836,0.0515,-4.842,0.0647,10.8941,0.0614,,,17.0538,2.2144,0.0028,0.0158
1063,119.1147,-60.7803,2.4319,0.1437,-4.7285,0.1981,11.0712,0.1518,,,18.5033,2.8256,0.0032,0.0549
1065,118.8033,-60.6796,2.3072,0.1624,-5.0665,0.2609,11.1526,0.2169,,,17.5951,2.6779,0.0031,0.0212
1066,119.43,-60.7528,2.4254,0.1268,-3.8552,0.1751,10.6411,0.1303,,,18.4099,2.8475,0.0032,0.0603
1067,119.4279,-60.739,2.4555,0.0119,-4.4451,0.0154,11.9102,0.0126,24.3265,2.2457,12.5128,0.8545,0.0028,0.0048
1068,120.2705,-60.7929,2.4473,0.0151,-5.024,0.0193,11.3351,0.0171,26.3494,3.1627,14.4936,1.2625,0.0028,0.0053
1069,119.0879,-60.8209,2.2284,0.1182,-4.0357,0.1568,10.8831,0.1258,,,18.1989,3.0739,0.0032,0.0461
1070,119.1769,-60.8142,2.4261,0.0152,-3.6446,0.0206,11.217,0.0176,22.8993,2.0875,9.798,0.394,0.0028,0.0047
1071,116.8208,-61.7467,2.4428,0.0312,-3.2129,0.0411,12.2762,0.0352,,,15.9771,1.9967,0.003,0.0087
1072,121.1291,-59.3041,2.3816,0.0896,-3.5047,0.1188,11.1956,0.1202,,,18.0558,2.4694,0.003,0.029
1073,118.1991,-59.3422,2.5659,0.0354,-3.3241,0.0433,10.5447,0.0425,,,16.1418,1.9823,0.0029,0.0086
1075,120.9025,-59.7682,2.42,0.0566,-4.6322,0.0752,10.3526,0.0728,,,17.2057,2.3106,0.0029,0.0155
1077,120.352,-60.5873,2.464,0.0871,-5.4518,0.1698,11.4171,0.1016,,,16.5027,,0.0036,
1078,120.352,-60.5877,2.4709,0.011,-4.6232,0.014,11.8474,0.0145,19.9585,2.8165,12.0725,0.7732,0.0028,0.005
1079,116.6228,-61.81,2.4016,0.0227,-3.1862,0.027,11.2705,0.0246,,,15.1226,1.4846,0.0029,0.0064
1080,117.2279,-58.9786,2.5296,0.0107,-3.3768,0.0143,11.8268,0.0132,23.7305,2.0363,12.3589,0.8492,0.0028,0.0051
1081,120.28,-60.5963,2.5164,0.0718,-4.4431,0.0947,11.9234,0.0943,,,17.5546,2.5216,0.0031,0.02
1082,120.315,-60.6032,2.4296,0.0161,-4.3428,0.0206,10.5254,0.02,25.1315,1.4833,11.3269,0.614,0.0028,0.0049
1083,120.1308,-60.6085,2.4532,0.0161,-4.915,0.021,10.8913,0.0191,22.3825,3.0034,10.6647,0.4002,0.0028,0.0047
1086,120.1567,-60.6063,2.3047,0.0554,-3.9166,0.0756,12.0177,0.0666,,,15.7148,1.8053,0.0033,0.0115
1087,120.0886,-60.5825,2.4152,0.0461,-5.4167,0.0687,11.1996,0.0594,,,16.844,2.2058,0.0032,0.0148
1088,120.0789,-60.604,2.3737,0.0191,-4.8825,0.0267,11.0814,0.0248,29.1836,6.6205,14.9135,1.3985,0.0032,0.0086
1089,120.0126,-60.6234,2.3877,0.01,-4.5111,0.0139,10.8587,0.0142,24.1339,0.9436,11.5997,0.6945,0.0028,0.0047
1090,122.9529,-60.1376,2.4242,0.055,-5.7394,0.0692,10.7247,0.0683,,,17.0896,2.2683,0.003,0.0141
1092,116.66,-61.7317,2.6225,0.0256,-3.6877,0.0299,12.2224,0.0264,19.6466,1.8504,9.3276,0.0999,0.0028,0.0057
1093,122.6409,-60.1663,2.4434,0.0093,-5.7228,0.0109,10.7753,0.0128,24.5911,1.28,12.2516,0.7751,0.0028,0.0048
1094,120.8441,-60.7642,2.4082,0.0158,-4.5121,0.0236,10.9399,0.0233,21.8648,0.9658,10.7154,0.3781,0.0028,0.0047
1095,117.9632,-59.4307,2.4105,0.0206,-4.2653,0.0253,11.477,0.0247,3.0162,6.5003,15.0514,1.5831,0.003,0.0086
1096,120.7133,-60.7152,2.4346,0.01,-4.6219,0.0134,11.3584,0.0129,23.4542,1.6653,11.9425,0.7154,0.0028,0.0047
